user_date_create,ouid,manner_score,clan_flag
2014-01-11,e39b66d3d5b10c1bc98839097223a881,3.0,1
2007-02-15,7cd4503eafa357b776a83f1ece8f39cb,3.0,1
2006-12-14,b6478724e45edc5a3c1a68fc1d246d0d,2.0,1
2012-08-07,f6d3c6d822465963c15439aa8f5250b3,3.0,1
2008-04-09,a88385953efcd6198fe30874dd875fb7,3.0,1
2005-08-25,f31bdc2e6e5a7b749b4aac527411ffc3,3.0,1
2019-10-19,36c99bc038ba198c2fc0b2ca59a17815,3.0,1
2015-04-21,7a06c09e0dce5bc8ea1ab40d00d12a49,3.0,1
2011-12-02,c2bbf914c13636dfa119709d763910fb,0.0,1
2013-04-21,1e65f341d5d1db5e414c9352193aee1d,3.0,1
2015-03-26,5991780600f8706dc8d603fb28bdf5e2,3.0,1
2013-06-10,bf552b1d6edb03a8086be13a6907911f,2.0,1
2017-12-20,3912b69b1ab7f0287e6b2ad9cdde5e40,1.0,1
2010-09-22,4927311908b62f04caa5153ecd5c1d1b,3.0,1
2011-12-27,18e436caf38fb4823d3ef33e9eff0982,3.0,1
2016-01-20,be7f9957de91e2e0233992bbee3c97f0,3.0,1
2005-10-30,7571c5e2df7391194cf1ec02bdce1845,2.0,1
2018-05-24,03b94b4aaed378998f8c6055c996895d,3.0,1
2006-06-21,3cef12825374dcc0c3499ef15e0cbba6,3.0,1
2009-05-24,c9d298982642462d026007f4f93474f3,3.0,1
2013-03-13,97c838b8dadb430fe0cf8409fb6f24d4,3.0,1
2014-11-29,2ae56582b589550bc1ffbdd5859e4605,3.0,1
2011-08-06,109a3c427e092d6b0b3844800e2c0e1a,3.0,1
2010-07-24,03fa501341a2fa63848ed2f931d05141,3.0,1
2019-08-13,604b39adfef0824e2bb1510f17644a08,3.0,1
2009-10-22,817d474f8c723f028ec53466dbcdcbde,3.0,1
2013-05-11,e420541c6cac9d6b58f720d801078e01,3.0,1
2014-02-26,bc358a102f4f4681069b4cf9c8a91c6e,3.0,1
2008-08-20,d4d54ff399e02a884c3a29b8d0f76bf7,3.0,1
2015-05-29,25c304ecd1f3bbd17e8bd5daf3f8791a,3.0,1
2020-04-30,71bdce0088162edbb6db96ed1d2d0820,3.0,1
2012-04-12,e6cf6e73d7262f61dca66df7e3ac2305,3.0,1
2005-10-29,79d56f4f87627e7c3f899ef16a2324b7,3.0,1
2008-07-05,895d02c1a9dab3a32ba0d65b374e9355,0.0,1
2013-08-16,f10f25fd064f7e23e426cec4af93aab1,3.0,1
2016-07-20,cd0254b25571248cae1523b5b723c187,3.0,1
2015-04-02,5100560b5127802c827f73f7db6b5299,3.0,1
2016-01-02,cfcdecb3308e7d631634c5b082791071,3.0,1
2005-12-23,607a2be8ce2321f1a38711652dcd6484,3.0,1
2011-10-06,855523a27f6961ae1bae148ed358e897,3.0,1
2005-09-26,3929f14f59315fa59ee3404358bd8aad,3.0,1
2022-08-24,92bb3f9ffbcd4f1c0a0ec8d60d33f14b,3.0,1
2020-05-18,438ed68efaecdc65677febe6b757d194,3.0,1
2012-08-04,9be965c7427ca308dc628447433913c8,2.0,1
2010-10-08,fa5fb4b9ec24ddd10908ef975f2f0108,3.0,1
2011-12-02,c4f8eef70a3592eee199425c27efe5f1,0.0,1
2010-12-08,71abaae01aba3f3afb32d075022665c9,2.0,1
2008-03-30,964f3b777df0d000f66308224379f15f,3.0,1
2013-02-04,003d0b600c59e36feaa73cca3994a408,3.0,1
2007-03-25,012e622254f0024d03b6e88db7b62e22,1.0,1
2018-09-08,91e4969aae0041b5fcf1de8fa5b7b046,3.0,0
2009-08-26,783e3b46481bb0f7dfd6b6557399ff81,3.0,1
2010-11-14,88c7e238d0b187259e62a509337014dd,3.0,1
2006-09-21,9e7f7390f9f0fecaaf9517d0cd52db47,3.0,1
2014-01-20,1e51738d7e451a9790159ccd29f2043d,3.0,1
2015-07-10,21ecc9d162b6976e6874812bd89db38e,3.0,1
2005-12-24,0d6f8e5a184ac089ce34bf48f3003c38,3.0,1
2021-12-12,c86960708b3cfcbfef81b0620a013753,3.0,1
2011-10-15,98415bb884faa7fc2858cfa84886f0df,3.0,1
2018-06-05,8dfdfbefaee6a09dffe9450d037278e8,2.0,1
2011-09-14,32ec9fa271c7a520e296dcd797ab5eeb,3.0,1
2013-10-02,e437dc6081c673df101bfb2ef1265a33,3.0,1
2012-01-05,59b07f21113db19afff601f1bd24bb4d,3.0,1
2009-08-16,38541b3bbc59a53af3339e84e2312dda,3.0,1
2007-01-01,e7f3d3cb8427626f3e983665e28c33ff,2.0,1
2011-09-08,c7abe05310ed565ee8c74b417416ea51,3.0,1
2011-09-09,8e58ae8e743fdd1be3c4aa49959503bd,3.0,1
2007-12-28,dd68a8d4c783ce05fc92057d53af4f9b,2.0,1
2012-04-12,a1f11bafc78171b7d2a216de6150e47b,3.0,1
2006-02-01,f920c51fcb7ecc8b120d554b4a5f9923,3.0,1
2011-07-27,7d05df80fdadf9898a261510704664ba,3.0,1
2011-07-12,cb48f1c74757213dbe23fc643c1d0be3,3.0,1
2010-01-17,540000743f96e893dc467965c9b95d72,3.0,1
2011-11-02,f8f98fcb83b87b08b56c4d113a8456ba,3.0,1
2013-09-21,a78800746a3fdb23e46ea90423516adc,3.0,1
2006-09-22,67ec1445c0b712067c75ff994702b533,3.0,1
2013-03-29,89078f1bbb3a60bfee94c6e621989379,3.0,1
2009-02-25,0b3c531f07dbcf15100e4b9d0dff5a8e,1.0,1
2007-02-04,3151975af5744631a41901c96ab7e189,0.0,1
2018-06-17,a0a3b0f9e45f8fb84798a40f1290ca6b,3.0,1
2006-02-02,cab8ee42b8c50ad8f460d5675489caa8,3.0,1
2014-12-08,495695c5186471ba0636d8c3e6278d4d,3.0,1
2007-08-25,1cf448a29585aa7b2a4cd3d389a50af0,3.0,1
2012-11-02,42f4fd9548b009767dab36495c8d75b8,3.0,1
2015-01-08,aca1ff1b37b1fe852ea2782c424ef2cc,3.0,1
2014-11-24,5b587064099e9c92d1d2b1b73f92fa8e,0.0,1
2018-02-22,b46d3e07cac4798c5bbf7853d794e3da,3.0,1
2005-11-26,6013b18cbe747226982a104a6b5fbe0c,0.0,1
2011-09-14,d23fe1632f3f21fee4c632bf3739c501,3.0,1
2007-02-09,68f96715bc9e2320d83eb33d48b3bf1b,3.0,1
2010-09-15,dd887e6b3b0469d264797b4b49af34fe,3.0,1
2014-08-24,74d5bc3607a6b9b9ba8b06cbbd28222f,0.0,1
2020-03-03,adda23744c9d4f133aab21426a1ef9ee,3.0,1
2011-08-25,a8b730d005d5417fb5905504bf4aef0f,3.0,1
2020-03-30,bfe219d139e6cbccb92905d99b8ded8d,3.0,1
2015-06-13,4eaa7db077f085c49e230ba22f230837,3.0,1
2009-03-19,9f2d24ab630bdf5b4dafc148bd13cc39,3.0,1
2018-08-10,c0c4e6388a7add5e8a171f9fa5890d68,3.0,1
2009-01-06,10042a44c97f01d174179ea76ed6a6bc,3.0,1
2010-07-27,a1346cebd83fcc934ec274a2e91c843a,3.0,1
2013-01-17,e2cf2aa4a908a07bad0c8bb84576eee3,3.0,1
