ouid,grade_ranking,season_grade_ranking,recent_win_rate,recent_kill_death_rate,recent_assault_rate,recent_sniper_rate,recent_special_rate,solo_rank_match_tier,solo_rank_match_score,party_rank_match_tier,party_rank_match_score,user_date_create,manner_score,clan_flag
97c838b8dadb430fe0cf8409fb6f24d4,359.0,189.0,70.0,57.5,54.000004,68.333336,59.0,MASTER II,2775.0,MASTER II,2754.0,2013-03-13,3.0,1
2ae56582b589550bc1ffbdd5859e4605,360.0,1570.0,50.0,47.5,39.666668,53.666668,46.0,MASTER II,2799.0,GOLD I,1830.0,2014-11-29,3.0,1
109a3c427e092d6b0b3844800e2c0e1a,361.0,1166.0,50.0,54.333336,54.333336,59.666668,57.333332,RANKER,3824.0,MASTER I,2400.0,2011-08-06,3.0,1
03fa501341a2fa63848ed2f931d05141,362.0,10080.0,50.0,56.969696,0.0,0.0,52.447552,UNRANK,1550.0,GOLD I,1975.0,2010-07-24,3.0,1
604b39adfef0824e2bb1510f17644a08,363.0,708.0,91.666672,63.5,0.0,76.666664,0.0,UNRANK,1500.0,UNRANK,1500.0,2019-08-13,3.0,1
817d474f8c723f028ec53466dbcdcbde,365.0,312.0,93.333336,54.833332,54.333332,67.0,56.0,MASTER II,2701.0,MASTER II,2686.0,2009-10-22,3.0,1
e420541c6cac9d6b58f720d801078e01,367.0,2933.0,51.666664,42.666668,41.666664,54.0,50.0,SILVER II,1445.0,SILVER II,1530.0,2013-05-11,3.0,1
bc358a102f4f4681069b4cf9c8a91c6e,368.0,350.0,48.333332,54.5,52.0,61.0,50.0,UNRANK,1827.0,GOLD I,1964.0,2014-02-26,3.0,1
d4d54ff399e02a884c3a29b8d0f76bf7,369.0,9416.0,60.000004,63.0,62.333332,78.666664,60.57143,UNRANK,2350.0,MASTER III,2931.0,2008-08-20,3.0,1
25c304ecd1f3bbd17e8bd5daf3f8791a,370.0,1881.0,70.0,55.0,52.0,66.0,54.666668,UNRANK,1750.0,MASTER I,2504.0,2015-05-29,3.0,1
71bdce0088162edbb6db96ed1d2d0820,371.0,2436.0,86.666664,47.333332,47.666664,59.333332,56.666668,MASTER II,2656.0,MASTER III,2918.0,2020-04-30,3.0,1
e6cf6e73d7262f61dca66df7e3ac2305,372.0,4619.0,82.978729,62.0,56.390976,73.0,62.637363,UNRANK,2000.0,GOLD III,2248.0,2012-04-12,3.0,1
79d56f4f87627e7c3f899ef16a2324b7,373.0,94723.0,58.333332,57.333332,56.0,55.333332,59.0,GOLD I,1900.0,UNRANK,1600.0,2005-10-29,3.0,1
895d02c1a9dab3a32ba0d65b374e9355,375.0,6317.0,100.0,66.666672,69.333336,90.0,65.666664,UNRANK,1400.0,UNRANK,1400.0,2008-07-05,0.0,1
f10f25fd064f7e23e426cec4af93aab1,375.0,37567.0,88.333336,64.5,66.333336,85.0,70.666664,GOLD II,2192.0,GOLD III,2302.0,2013-08-16,3.0,1
cd0254b25571248cae1523b5b723c187,376.0,40.0,96.666664,67.0,67.272728,87.962959,65.666664,GRAND MASTER I,3060.0,MASTER I,2429.0,2016-07-20,3.0,1
5100560b5127802c827f73f7db6b5299,377.0,69221.0,52.083332,53.830231,0.0,62.666668,40.0,GOLD I,1800.0,MASTER I,2412.0,2015-04-02,3.0,1
cfcdecb3308e7d631634c5b082791071,377.0,503.0,58.333332,64.0,67.333336,75.333336,65.666664,GRAND MASTER II,3208.0,UNRANK,2396.0,2016-01-02,3.0,1
607a2be8ce2321f1a38711652dcd6484,375.0,6456.0,78.333336,72.5,83.666664,86.0,82.666664,UNRANK,1950.0,MASTER II,2775.0,2005-12-23,3.0,1
855523a27f6961ae1bae148ed358e897,380.0,1507.0,45.0,49.666668,52.0,52.0,55.555557,UNRANK,1745.0,GOLD I,1850.0,2011-10-06,3.0,1
3929f14f59315fa59ee3404358bd8aad,381.0,530.0,85.0,55.5,51.333332,67.333336,44.666668,SILVER III,1735.0,UNRANK,1550.0,2005-09-26,3.0,1
92bb3f9ffbcd4f1c0a0ec8d60d33f14b,382.0,55.0,100.0,61.833336,66.0,75.333336,63.666668,GOLD I,1875.0,GOLD II,2086.0,2022-08-24,3.0,1
438ed68efaecdc65677febe6b757d194,384.0,1498.0,58.333332,56.333332,65.0,67.666664,54.333332,RANKER,4037.0,UNRANK,2438.0,2020-05-18,3.0,1
9be965c7427ca308dc628447433913c8,385.0,4893.0,56.666668,49.833332,50.666664,66.666664,46.333332,GOLD I,1909.0,BRONZE II,955.0,2012-08-04,2.0,1
fa5fb4b9ec24ddd10908ef975f2f0108,387.0,455.0,100.0,79.166672,75.0,88.0,75.333336,UNRANK,1400.0,UNRANK,1400.0,2010-10-08,3.0,1
71abaae01aba3f3afb32d075022665c9,388.0,7267.0,51.666664,52.0,52.999996,50.0,49.056602,UNRANK,1400.0,UNRANK,1400.0,2010-12-08,2.0,1
964f3b777df0d000f66308224379f15f,389.0,1621.0,53.333336,56.166668,54.666668,0.0,0.0,GOLD II,2041.0,GOLD I,1997.0,2008-03-30,3.0,1
003d0b600c59e36feaa73cca3994a408,390.0,950.0,81.25,61.139893,58.024693,76.315788,66.666664,MASTER I,2510.0,GOLD I,1909.0,2013-02-04,3.0,1
012e622254f0024d03b6e88db7b62e22,368.0,10561.0,100.0,72.166672,74.333336,87.0,70.748299,UNRANK,1400.0,UNRANK,1400.0,2007-03-25,1.0,1
91e4969aae0041b5fcf1de8fa5b7b046,355.0,5275.0,90.0,55.833332,61.666668,67.0,60.666668,UNRANK,1950.0,UNRANK,1950.0,2018-09-08,3.0,0
783e3b46481bb0f7dfd6b6557399ff81,394.0,1449.0,51.666664,55.5,55.666668,63.0,52.333332,GOLD III,2300.0,GOLD I,1976.0,2009-08-26,3.0,1
88c7e238d0b187259e62a509337014dd,392.0,327.0,100.0,73.666672,69.333336,82.666664,71.666664,GRAND MASTER I,3199.0,UNRANK,2300.0,2010-11-14,3.0,1
9e7f7390f9f0fecaaf9517d0cd52db47,396.0,1551.0,83.333328,57.833332,54.71698,64.0,67.391304,SILVER II,1582.0,UNRANK,1500.0,2006-09-21,3.0,1
1e51738d7e451a9790159ccd29f2043d,397.0,5613.0,48.333332,52.499996,52.666664,53.846153,56.666668,UNRANK,2250.0,UNRANK,2250.0,2014-01-20,3.0,1
21ecc9d162b6976e6874812bd89db38e,398.0,755.0,98.333336,58.833332,61.333332,74.333336,61.0,MASTER III,2901.0,GRAND MASTER I,3183.0,2015-07-10,3.0,1
0d6f8e5a184ac089ce34bf48f3003c38,399.0,939.0,5.0,61.166668,63.666664,71.666664,59.0,GOLD II,2081.0,GOLD III,2200.0,2005-12-24,3.0,1
c86960708b3cfcbfef81b0620a013753,400.0,277.0,55.0,53.166668,52.666668,50.0,52.666668,GOLD II,2199.0,GOLD II,2199.0,2021-12-12,3.0,1
98415bb884faa7fc2858cfa84886f0df,398.0,18161.0,100.0,80.555557,0.0,88.46154,0.0,UNRANK,1441.0,GOLD III,2292.0,2011-10-15,3.0,1
8dfdfbefaee6a09dffe9450d037278e8,402.0,594.0,100.0,76.833328,0.0,88.666664,0.0,UNRANK,1400.0,UNRANK,1400.0,2018-06-05,2.0,1
32ec9fa271c7a520e296dcd797ab5eeb,390.0,6661.0,56.666668,58.833332,56.0,71.0,46.333332,UNRANK,2300.0,UNRANK,2300.0,2011-09-14,3.0,1
e437dc6081c673df101bfb2ef1265a33,404.0,2228.0,45.0,56.0,57.666664,63.333332,54.333332,MASTER II,2741.0,GRAND MASTER I,3028.0,2013-10-02,3.0,1
59b07f21113db19afff601f1bd24bb4d,405.0,4678.0,51.666664,59.666668,62.666668,67.666664,62.030075,GRAND MASTER II,3217.0,MASTER II,2607.0,2012-01-05,3.0,1
38541b3bbc59a53af3339e84e2312dda,406.0,2970.0,61.666668,61.666668,60.333336,77.0,68.333336,UNRANK,1750.0,UNRANK,1750.0,2009-08-16,3.0,1
e7f3d3cb8427626f3e983665e28c33ff,410.0,7650.0,55.0,54.000004,51.636364,100.0,54.356846,UNRANK,1400.0,UNRANK,1400.0,2007-01-01,2.0,1
c7abe05310ed565ee8c74b417416ea51,409.0,2272.0,51.666664,47.5,44.0,50.0,48.666668,SILVER III,1613.0,GOLD III,2357.0,2011-09-08,3.0,1
8e58ae8e743fdd1be3c4aa49959503bd,410.0,7473.0,50.0,64.406784,0.0,78.125,0.0,UNRANK,1950.0,MASTER II,2749.0,2011-09-09,3.0,1
dd68a8d4c783ce05fc92057d53af4f9b,411.0,976.0,91.428574,62.989323,0.0,74.666664,70.0,UNRANK,1500.0,UNRANK,1500.0,2007-12-28,2.0,1
a1f11bafc78171b7d2a216de6150e47b,412.0,3017.0,92.68293,72.232643,77.41935,85.606064,0.0,UNRANK,1750.0,UNRANK,1750.0,2012-04-12,3.0,1
f920c51fcb7ecc8b120d554b4a5f9923,411.0,1236.0,46.666668,52.166664,54.666668,44.333332,50.0,UNRANK,2013.0,GOLD II,2129.0,2006-02-01,3.0,1
7d05df80fdadf9898a261510704664ba,414.0,4562.0,100.0,56.333332,56.666668,64.0,50.666668,GOLD I,1800.0,MASTER I,2400.0,2011-07-27,3.0,1
cb48f1c74757213dbe23fc643c1d0be3,407.0,769.0,46.666668,73.666672,77.666664,87.333336,71.666664,GOLD II,2059.0,GOLD II,2140.0,2011-07-12,3.0,1
540000743f96e893dc467965c9b95d72,416.0,1221.0,53.333336,57.666664,56.666668,73.333336,61.333332,GRAND MASTER I,3132.0,UNRANK,2450.0,2010-01-17,3.0,1
f8f98fcb83b87b08b56c4d113a8456ba,417.0,5051.0,50.980396,57.377045,51.851852,0.0,62.804878,UNRANK,1603.0,GOLD II,2029.0,2011-11-02,3.0,1
a78800746a3fdb23e46ea90423516adc,418.0,243.0,56.666668,55.166668,59.740257,63.666668,53.488373,GOLD III,2244.0,MASTER I,2400.0,2013-09-21,3.0,1
67ec1445c0b712067c75ff994702b533,419.0,134180.0,51.666664,59.500004,60.666668,76.666664,58.666668,UNRANK,1705.0,GOLD I,1975.0,2006-09-22,3.0,1
89078f1bbb3a60bfee94c6e621989379,420.0,1196.0,48.484848,56.896549,57.377048,66.32653,44.897961,UNRANK,2220.0,MASTER I,2517.0,2013-03-29,3.0,1
0b3c531f07dbcf15100e4b9d0dff5a8e,337.0,284860.0,60.000004,51.333332,43.666668,60.333332,54.0,UNRANK,1549.0,UNRANK,1400.0,2009-02-25,1.0,1
3151975af5744631a41901c96ab7e189,422.0,101118.0,0.0,52.666664,47.333332,65.666664,45.666668,UNRANK,1400.0,UNRANK,1400.0,2007-02-04,0.0,1
a0a3b0f9e45f8fb84798a40f1290ca6b,423.0,511.0,54.000004,52.354568,39.130436,61.452515,56.0,GOLD II,2050.0,MASTER II,2769.0,2018-06-17,3.0,1
cab8ee42b8c50ad8f460d5675489caa8,424.0,1542.0,33.333336,49.5,44.333332,53.666668,51.666668,UNRANK,1828.0,MASTER I,2403.0,2006-02-02,3.0,1
495695c5186471ba0636d8c3e6278d4d,425.0,6046.0,46.666668,60.333336,60.333336,83.333336,62.0,MASTER I,2565.0,MASTER II,2716.0,2014-12-08,3.0,1
1cf448a29585aa7b2a4cd3d389a50af0,427.0,3550.0,69.444443,52.833332,58.18182,62.0,100.0,UNRANK,1500.0,SILVER III,1661.0,2007-08-25,3.0,1
42f4fd9548b009767dab36495c8d75b8,439.0,692.0,61.666668,42.166664,34.0,52.666668,33.666668,UNRANK,1400.0,UNRANK,1400.0,2012-11-02,3.0,1
aca1ff1b37b1fe852ea2782c424ef2cc,430.0,15856.0,67.391304,60.000004,0.0,69.0,0.0,GOLD I,1820.0,UNRANK,1950.0,2015-01-08,3.0,1
5b587064099e9c92d1d2b1b73f92fa8e,388.0,22013.0,18.333334,50.666664,56.333332,61.333332,33.333332,SILVER III,1695.0,SILVER II,1557.0,2014-11-24,0.0,1
b46d3e07cac4798c5bbf7853d794e3da,431.0,545.0,50.0,61.666668,61.333332,73.0,60.333332,MASTER II,2618.0,MASTER II,2789.0,2018-02-22,3.0,1
d23fe1632f3f21fee4c632bf3739c501,433.0,2119.0,75.0,58.666664,61.832062,72.0,50.0,MASTER I,2599.0,MASTER I,2400.0,2011-09-14,3.0,1
68f96715bc9e2320d83eb33d48b3bf1b,435.0,17977.0,51.666664,55.5,56.666668,69.0,59.0,GOLD II,2053.0,GOLD II,2019.0,2007-02-09,3.0,1
dd887e6b3b0469d264797b4b49af34fe,438.0,2043.0,80.0,60.833336,57.666664,74.333336,56.25,GOLD II,2113.0,UNRANK,1800.0,2010-09-15,3.0,1
74d5bc3607a6b9b9ba8b06cbbd28222f,438.0,6389.0,100.0,61.844486,68.518517,72.727272,57.0,UNRANK,1400.0,UNRANK,1400.0,2014-08-24,0.0,1
adda23744c9d4f133aab21426a1ef9ee,439.0,804.0,50.0,62.666668,55.333332,71.0,57.0,UNRANK,1950.0,MASTER I,2496.0,2020-03-03,3.0,1
a8b730d005d5417fb5905504bf4aef0f,435.0,240.0,50.0,51.48148,50.746269,64.743591,42.553192,UNRANK,2349.0,GOLD II,2185.0,2011-08-25,3.0,1
bfe219d139e6cbccb92905d99b8ded8d,442.0,311.0,56.666668,59.833336,66.666672,74.666664,59.0,GRAND MASTER I,3058.0,UNRANK,2400.0,2020-03-30,3.0,1
4eaa7db077f085c49e230ba22f230837,443.0,17649.0,51.666664,54.333336,53.333336,64.0,52.666668,MASTER III,2904.0,GRAND MASTER II,3230.0,2015-06-13,3.0,1
9f2d24ab630bdf5b4dafc148bd13cc39,444.0,5734.0,45.0,51.0,50.0,65.0,56.25,GOLD I,1894.0,GOLD I,1917.0,2009-03-19,3.0,1
c0c4e6388a7add5e8a171f9fa5890d68,445.0,1080.0,81.666664,52.833332,41.0,60.666668,49.626865,SILVER III,1619.0,SILVER III,1651.0,2018-08-10,3.0,1
10042a44c97f01d174179ea76ed6a6bc,434.0,28219.0,78.333336,55.333336,63.666664,63.0,64.0,GOLD I,1892.0,UNRANK,1550.0,2009-01-06,3.0,1
a1346cebd83fcc934ec274a2e91c843a,447.0,1843.0,86.666664,58.833332,61.0,69.666664,64.0,UNRANK,2400.0,GRAND MASTER I,3035.0,2010-07-27,3.0,1
e2cf2aa4a908a07bad0c8bb84576eee3,445.0,4063.0,86.666664,61.5,66.666664,74.0,65.333336,UNRANK,2400.0,UNRANK,2400.0,2013-01-17,3.0,1
026267d573f2631b2a77202b0d5c6469,445.0,10056.0,53.333336,51.333332,52.333332,55.0,56.666668,UNRANK,2400.0,GOLD III,2399.0,2009-01-05,3.0,1
06ff99b3d2e5ece5f7ec458f6b48c996,448.0,2431.0,98.333336,61.166668,57.666664,65.333336,68.156425,GOLD I,1940.0,UNRANK,1950.0,2017-05-20,3.0,1
4ed792e406b193ce14bff2281d3387f4,451.0,162.0,58.333332,53.169014,58.60215,55.555557,50.0,UNRANK,2291.0,MASTER III,2999.0,2010-02-16,3.0,1
7dd215c992f4029e4cc10b36f5d9d72b,451.0,3332.0,78.571426,57.07317,58.959538,0.0,0.0,GOLD I,1980.0,UNRANK,1950.0,2014-11-22,3.0,1
dddc62da484a1e417b95c9403236df77,453.0,710.0,46.666668,47.333332,41.509434,59.333332,42.333332,SILVER III,1726.0,GOLD III,2399.0,2006-06-06,3.0,1
502bd6a28f44826f3dace4ac09c60af2,454.0,34606.0,86.666664,61.166668,63.666664,72.413795,100.0,UNRANK,1750.0,UNRANK,1750.0,2014-04-26,3.0,1
f759e275f208c68c55a5915cf79a3559,456.0,76816.0,61.666668,57.166664,65.333328,66.666664,60.666668,SILVER III,1787.0,SILVER III,1730.0,2016-06-04,1.0,1
3cf7b28b5abdb6688f9de5653f994c69,456.0,805.0,56.666668,54.166668,49.333336,0.0,59.333332,GOLD III,2367.0,GOLD I,1800.0,2007-03-04,3.0,1
6e4a4e8883700d65afe24ca42723613d,457.0,4041.0,91.666672,56.5,54.666668,64.0,50.666668,UNRANK,1874.0,UNRANK,1816.0,2005-09-06,3.0,1
f763ab73e1b8d8a7fb8be880a341675a,458.0,3252.0,100.0,51.166664,49.666668,88.888885,0.0,UNRANK,1400.0,UNRANK,1400.0,2014-04-16,3.0,1
527b0076d85741b44114ea5939fe7bd0,459.0,743.0,82.352943,56.914894,0.0,64.846413,0.0,UNRANK,2000.0,UNRANK,2000.0,2011-11-06,3.0,1
4ae4a57c9ee04fe5246d36c72b940f8a,395.0,86168.0,90.0,49.166668,44.0,51.666668,36.666668,UNRANK,1500.0,UNRANK,1500.0,2007-04-17,1.0,1
f334c37e0c7c6f118143a1d7af3ccc25,462.0,1326.0,70.0,62.333332,61.666668,77.0,65.0,GOLD III,2399.0,MASTER I,2473.0,2013-02-15,3.0,1
ee2e7f2743688fc61381dff85de3f337,460.0,1918.0,100.0,69.166664,63.333332,63.666668,56.551723,UNRANK,1400.0,UNRANK,1400.0,2014-04-26,0.0,1
c511d5f4a0a3f79c723f09bb59edaeab,463.0,583.0,98.333336,61.5,64.0,0.0,55.333332,UNRANK,1400.0,UNRANK,1400.0,2019-03-09,3.0,1
809157a89d859de8c3d41dbb25856620,464.0,422.0,56.666668,60.666668,57.894737,75.333336,51.333332,GOLD III,2375.0,MASTER III,2830.0,2010-08-12,3.0,1
9133015a117b0505796f407562676187,465.0,1910.0,70.0,52.166664,53.9823,66.0,52.272728,MASTER III,2832.0,MASTER I,2421.0,2014-02-07,3.0,1
a8184e34117b44e70acd86dc2a32e192,463.0,2194.0,46.666668,44.5,42.0,63.709679,49.666668,GOLD I,1957.0,GOLD I,1815.0,2014-08-25,3.0,1
3ce2315d183df77820031321145de21d,467.0,881.0,85.0,61.333336,54.333336,80.666664,54.333332,UNRANK,2407.0,MASTER II,2754.0,2007-09-24,3.0,1
cc3530f39937b4c12bfcdd4c98ff365e,468.0,52330.0,21.666666,50.333332,70.0,57.333332,45.666668,UNRANK,1339.0,UNRANK,1400.0,2006-04-27,3.0,1
cad4fbe22ef3c0a144f136fbbf8d5bbc,467.0,32983.0,100.0,57.671959,59.7561,0.0,0.0,UNRANK,1500.0,UNRANK,1500.0,2005-12-10,3.0,1
67eace77bd34ca7bc099b51018007dc1,471.0,2186.0,98.333336,68.666664,67.666664,79.333336,69.0,UNRANK,1400.0,UNRANK,1400.0,2007-09-01,0.0,1
d0f1c9f9611efdd7713d9d7ca6a2103c,472.0,22142.0,93.333336,58.0,57.333332,62.333332,44.666668,GOLD II,2199.0,UNRANK,1800.0,2008-09-13,3.0,1
c34952d9578663821e8477aae2615ea2,475.0,1964.0,46.666668,56.0,50.666664,70.0,55.555557,UNRANK,1950.0,GOLD II,2175.0,2005-09-28,3.0,1
a60bc18c3f8fc18bf2f2c664e9ce4375,474.0,845.0,61.666668,62.5,66.666672,80.333336,66.333336,MASTER I,2441.0,UNRANK,1950.0,2010-08-01,3.0,1
2e0cdcd12b08190b72a0e82bb2074e94,475.0,4202.0,46.666668,48.166664,40.333332,61.0,49.333332,UNRANK,2400.0,GRAND MASTER II,3399.0,2018-03-07,3.0,1
bbc5ff91ec1650286bc07b8351246210,474.0,16117.0,66.666672,60.689659,0.0,68.367348,0.0,UNRANK,2000.0,MASTER II,2691.0,2014-03-13,3.0,1
dd90338a9aa440cb59fa161c82bc95fc,477.0,129804.0,50.0,54.666668,59.333332,58.0,49.0,MASTER III,2847.0,GRAND MASTER II,3337.0,2012-01-16,3.0,1
396e17a699fb90fd735db12dee9d878d,479.0,290.0,46.666668,70.333336,68.333336,83.333336,69.666664,MASTER II,2709.0,GRAND MASTER I,3132.0,2009-12-22,3.0,1
b82c698299929d817ddf3cec11c9f4ea,473.0,2529.0,60.0,63.5,63.0,75.0,63.0,UNRANK,1750.0,UNRANK,1750.0,2012-11-16,3.0,1
7c22577fe574631a09841def0bf2594d,481.0,1611.0,43.333332,50.333332,50.0,58.333332,51.333332,UNRANK,1438.0,SILVER III,1792.0,2007-12-20,3.0,1
0907186c545595489102a1612a8833a4,480.0,17775.0,40.0,47.5,44.0,60.333332,47.0,GRAND MASTER III,3501.0,MASTER II,2749.0,2010-04-17,3.0,1
7c34db75cf3687c4796b1188029b1105,483.0,1661.0,50.0,57.833332,60.000004,0.0,64.666664,UNRANK,1613.0,GOLD I,1930.0,2011-07-12,3.0,1
c43a357091d510640782af11cfe390e6,484.0,655.0,73.333336,61.666668,65.333336,78.0,62.333332,UNRANK,2000.0,UNRANK,2000.0,2015-01-24,3.0,1
87fbf16442eb0fc1013e211011e59337,485.0,7130.0,48.333332,52.499996,54.666668,76.666664,52.0,LEGEND,3776.0,MASTER I,2501.0,2011-01-26,3.0,1
955d17c31e06ca578cdcd27fbaf4d404,482.0,31958.0,61.666668,55.166668,58.666668,64.666664,47.058823,UNRANK,1400.0,UNRANK,1400.0,2011-11-18,3.0,1
f268d422def1300c344d38d5c7dd92c4,486.0,921.0,48.333332,56.333332,50.666668,66.666664,53.0,MASTER II,2787.0,GOLD III,2311.0,2013-03-07,3.0,1
56cfeec2f18746698562b416fb147089,490.0,4894.0,0.0,75.0,100.0,0.0,0.0,MASTER II,2799.0,GRAND MASTER I,3199.0,2017-02-27,3.0,1
379939017e20de784bd7ccfc35516cf0,491.0,1453.0,48.333332,55.333336,58.333332,63.0,47.333332,MASTER II,2605.0,GRAND MASTER I,3063.0,2009-01-01,3.0,1
a9280fd928de269ade81e1add5761d7e,340.0,17627.0,73.333336,52.666664,48.333332,75.0,51.666668,UNRANK,1400.0,UNRANK,1400.0,2012-08-23,2.0,1
3044542e736279f9f8528527a0124d9f,485.0,15372.0,68.333336,60.166668,58.333332,63.0,68.75,GOLD II,2017.0,GOLD II,2180.0,2011-07-28,3.0,1
1a963170a056f4d0af3902ba540a9f5a,494.0,374.0,85.0,55.166668,58.999996,55.0,53.666668,MASTER I,2599.0,MASTER II,2650.0,2018-03-31,3.0,1
0b618f91e7189d9e6a2f763ae1e7860c,496.0,95.0,65.0,64.5,63.666664,75.0,60.666668,GRAND MASTER II,3399.0,GRAND MASTER III,3450.0,2017-10-23,3.0,1
0c464b65c0988d247d09d2f94a45890c,497.0,6074.0,100.0,55.0,55.333332,66.0,50.0,GOLD III,2308.0,UNRANK,1800.0,2009-05-24,3.0,1
18009d6772a34b26ab65b5c3dff5fdf7,497.0,25.0,100.0,81.0,75.666664,92.333336,76.333336,UNRANK,1742.0,UNRANK,2079.0,2016-12-01,3.0,1
ce9439ca59ebe33bfa52c53cd02968c1,499.0,41869.0,0.0,64.516129,60.000004,75.0,72.727272,GOLD III,2299.0,MASTER I,2599.0,2018-11-17,3.0,1
729bbf6aa98a09b60f974707710b76fd,500.0,254.0,43.333332,52.0,43.666668,61.333332,49.666668,UNRANK,1950.0,GOLD III,2272.0,2007-05-11,3.0,1
2cea2fabb79ee499c0c1751d5aa02de1,503.0,12867.0,90.0,56.166668,55.333336,73.666664,60.333332,UNRANK,2400.0,UNRANK,2400.0,2009-02-02,3.0,1
92ca6756f34450f84215c32363044a37,505.0,1483.0,71.666664,64.666664,69.666664,87.666664,58.333332,GOLD III,2390.0,UNRANK,2000.0,2005-09-03,3.0,1
e792330af7df69124dbe45a80df29b2d,506.0,1726.0,95.0,61.333336,61.0,66.333336,53.125,GOLD I,1999.0,GOLD III,2212.0,2016-07-31,3.0,1
df5af515e27b615494d6693e56b0ed63,388.0,274173.0,44.827587,56.089741,56.87204,0.0,0.0,UNRANK,1470.0,UNRANK,1400.0,2010-10-17,0.0,1
8ef98852f8218ba377f605e1714cf3b5,485.0,7137.0,100.0,65.166664,62.5,73.666664,65.217392,UNRANK,1500.0,UNRANK,1500.0,2021-10-08,3.0,1
4953b157d3f0a4cb029188c515451771,464.0,14503.0,56.666668,54.666668,54.666668,52.333332,58.333332,MASTER I,2400.0,UNRANK,2000.0,2012-02-28,3.0,1
5205b1df5bdc5777e521fb333df2213e,509.0,6570.0,58.333332,55.5,59.666668,54.0,53.666668,GRAND MASTER I,3178.0,UNRANK,2400.0,2012-06-07,3.0,1
cc8f1c7ddca740b2130d0b75ed5116d4,511.0,443.0,98.333336,66.833336,65.0,81.333336,72.0,UNRANK,2400.0,UNRANK,2400.0,2013-05-26,3.0,1
c549402aaa799801784cb89feaabf3d2,488.0,526655.0,95.0,62.166668,57.333332,68.666664,60.0,SILVER II,1508.0,UNRANK,1400.0,2017-06-02,1.0,1
dcd8c06d9286620d37ac7bde2c056704,513.0,800.0,48.333332,49.833332,48.333332,37.254902,43.434345,GOLD I,1853.0,UNRANK,1800.0,2007-01-01,3.0,1
cb5f1cfe33a48281ad3b2c0284c4ed61,513.0,230.0,100.0,71.0,67.0,85.333336,60.333332,UNRANK,2400.0,UNRANK,2400.0,2019-01-23,3.0,1
501a248233a2f67803af126dbddde632,515.0,1225.0,55.0,54.666668,0.0,66.333336,62.83186,UNRANK,2350.0,GOLD III,2327.0,2007-02-09,3.0,1
d86834be8fd750a1de8197706a354655,517.0,867.0,41.666664,52.833332,52.333332,55.0,50.666668,UNRANK,1550.0,GOLD I,1954.0,2006-01-03,3.0,1
699f08dd9d661e0adfc2c3d6fbefb01c,517.0,1385.0,48.333332,56.0,57.803467,62.323944,57.0,MASTER I,2467.0,MASTER II,2705.0,2015-12-01,3.0,1
08a0f75e671805b8d78b8662e46681c0,516.0,36.0,100.0,64.5,57.333332,73.666664,67.666664,MASTER II,2653.0,MASTER I,2591.0,2022-10-03,3.0,1
a97b902fb4df840c106018b28005c6c1,519.0,14438.0,65.0,61.0,60.000004,76.333336,51.333332,UNRANK,2250.0,MASTER III,2999.0,2016-06-22,3.0,1
0a84e557e15a9426fe9f3bbffa0ef2b9,512.0,410.0,93.333336,70.5,56.666668,92.0,58.333332,GRAND MASTER I,3106.0,MASTER III,2950.0,2016-12-22,3.0,1
1f86bfafdf027296c104b7d985d14e71,101836.0,49432.0,90.0,69.863014,0.0,0.0,75.438599,GOLD I,1800.0,GOLD II,2187.0,2021-04-04,3.0,1
f1d419c22f9c81e4f4ab821cd31884d8,516.0,101759.0,56.666668,50.333332,50.333332,63.0,50.847458,UNRANK,1400.0,GOLD II,2175.0,2009-03-11,2.0,1
cffd6904b3ef10b6e0353fcef1750689,523.0,2055.0,55.0,63.5,68.0,77.333336,68.0,GOLD III,2399.0,MASTER I,2547.0,2017-01-20,3.0,1
08d4d1fa0dcc4a7dddfb57728bfeb2ae,525.0,1059.0,55.0,58.833332,59.333332,65.666664,66.666664,GOLD I,1850.0,UNRANK,1500.0,2015-01-28,3.0,1
9916598ae81bbbad03cb91129b06d217,525.0,35540.0,53.333336,57.5,56.53846,72.333336,0.0,SILVER III,1751.0,UNRANK,1800.0,2005-09-10,3.0,1
6aa748988f666571d9af07c17941cd25,526.0,931.0,100.0,62.666668,61.0,72.666664,59.0,UNRANK,1423.0,GOLD I,1893.0,2014-07-11,3.0,1
b4775c8c1dd198d8a35b471a6d22f13d,524.0,1416.0,100.0,49.833332,50.666664,0.0,50.333332,SILVER II,1547.0,UNRANK,1400.0,2011-12-31,2.0,1
161197812850b4480adda8e1e5c22750,528.0,297.0,48.333332,61.666668,63.0,68.333336,59.666668,UNRANK,2495.0,GRAND MASTER III,3508.0,2012-04-14,3.0,1
62c861aa5601c86000d135dcf7c1862f,530.0,1780.0,51.851852,56.73077,0.0,54.444443,65.217392,UNRANK,1950.0,UNRANK,1950.0,2018-01-08,3.0,1
36c46d331d65cce5429e27aa4944c5ee,531.0,80572.0,53.333336,51.666664,56.0,78.0,56.0,GOLD III,2249.0,UNRANK,1400.0,2013-05-05,2.0,1
2cb4fc63b93d15eebc07245eca4e8c81,532.0,119338.0,50.0,55.0,55.666668,65.656563,55.438595,GOLD II,2089.0,MASTER I,2575.0,2007-07-12,3.0,1
93ff1b46406cf53dd8d596f65947a120,533.0,891.0,48.333332,45.5,46.333332,50.400002,50.0,SILVER II,1507.0,UNRANK,1550.0,2011-12-10,3.0,1
