nickname,world_name,character_class,character_level,character_exp_rate,character_date_create,dojang_best_floor,dojang_best_time,popularity,최소 스탯공격력,최대 스탯공격력,데미지,보스 몬스터 데미지,최종 데미지,방어율 무시,크리티컬 확률,크리티컬 데미지,상태이상 내성,스탠스,방어력,이동속도,점프력,스타포스,아케인포스,어센틱포스,STR,DEX,INT,LUK,HP,MP,AP 배분 STR,AP 배분 DEX,AP 배분 INT,AP 배분 LUK,AP 배분 HP,AP 배분 MP,아이템 드롭률,메소 획득량,버프 지속시간,공격 속도,일반 몬스터 데미지,재사용 대기시간 감소 (초),재사용 대기시간 감소 (%),재사용 대기시간 미적용,속성 내성 무시,상태이상 추가 데미지,무기 숙련도,추가 경험치 획득,공격력,마력,전투력,소환수 지속시간 증가,force_sum,force_mean,force_min
현종우,엘리시움,비숍,290,86.281,2022-01-31T00:00+09:00,89,857,39,254150470,267526808,101.00,466.00,138.10,95.15,103,147.85,67,100,42338,160,123,426,1360,730,11543,10835,100836,14640,50389,78252,4,4,1468,4,0,0,33,23,192,4,12.00,1,6,7,15.00,14.00,95,228.00,3006,11145,602174784,0,2050.0,157.69230769230768,70.0
맛집,스카니아,"아크메이지(불,독)",291,25.277,2019-11-03T00:00+09:00,66,874,866,82057893,86376727,120.00,329.00,54.00,89.35,90,95.25,61,100,30275,160,123,283,1350,720,5350,5919,64412,8223,55239,94281,4,4,1473,4,0,0,232,141,212,4,91.00,5,6,7,15.00,0.00,95,181.00,2560,7991,205776815,10,2040.0,156.92307692307693,60.0
청궁,엘리시움,윈드브레이커,290,81.257,2018-05-03T00:00+09:00,82,891,176,178459806,209952711,94.00,517.00,78.05,96.57,145,115.25,77,100,79592,160,123,411,1370,750,12053,103773,9331,8295,61238,23946,4,1468,4,4,0,0,25,29,75,4,12.00,5,6,0,5.00,14.00,85,158.00,10946,2951,592347819,10,2070.0,159.23076923076923,90.0
Coxy,스카니아,비숍,292,11.392,2023-08-19T00:00+09:00,93,895,307,69803094,73476939,77.00,324.00,65.08,91.29,103,107.20,90,100,28732,168,123,277,1350,760,5881,5417,65169,10737,55352,84024,4,4,1478,4,0,0,241,145,209,4,90.00,0,6,0,15.00,6.00,95,258.00,2406,7721,201411486,10,2080.0,160.0,100.0
광부용hs,크로아,듀얼블레이더,295,62.172,2019-12-19T00:00+09:00,91,879,575,123307603,137008447,77.00,592.00,53.95,96.18,87,116.75,59,100,99999,168,123,429,1380,750,12816,16492,12272,93540,66139,32062,4,4,4,1493,0,0,25,25,66,6,12.00,5,6,17,5.00,14.00,90,154.00,9586,2634,598270859,0,2070.0,159.23076923076923,90.0
정상,스카니아,바이퍼,291,1.803,2023-07-16T00:00+09:00,86,894,118,141546978,157274419,73.00,534.00,36.73,98.05,74,112.65,73,100,99999,160,123,406,1375,750,96887,14374,9438,9089,79113,27105,1473,4,4,4,-330,0,25,29,55,5,13.00,0,6,0,5.00,14.00,90,133.00,9731,2616,594751857,10,2070.0,159.23076923076923,90.0
지누,스카니아,듀얼블레이더,285,44.439,2019-11-22T00:00+09:00,63,654,441,131148981,144119758,78.00,508.00,53.95,94.53,84,120.50,76,100,99999,160,123,426,1350,570,9169,11389,8576,87648,37757,23551,4,4,4,1443,0,0,32,4,107,6,52.00,5,5,7,5.00,13.00,91,65.00,10900,2339,594474073,10,1870.0,143.84615384615384,0.0
기병,아케인,히어로,291,4.09,2019-12-20T00:00+09:00,92,900,2008,81604342,90671490,66.00,400.00,51.25,95.41,107,102.00,75,100,99999,160,123,341,1350,750,74261,9804,5464,6174,97640,28155,1473,4,4,4,0,0,165,125,55,4,112.00,3,6,0,5.00,6.00,90,199.00,8173,2034,295113453,10,2070.0,159.23076923076923,90.0
은애,크로아,비숍,291,52.736,2018-07-05T00:00+09:00,66,882,450,337283143,355034884,94.00,611.00,220.57,97.63,130,163.30,104,100,39677,160,123,431,1370,750,9257,9751,107397,14276,57659,83776,4,4,1473,4,0,0,55,30,208,4,12.00,0,6,7,15.00,13.00,95,236.00,3536,10718,650470490,10,2070.0,159.23076923076923,90.0
메르스,루나,메르세데스,293,1.207,2011-07-21T00:00+09:00,78,895,392,99871658,117496067,114.00,342.00,73.25,88.52,115,104.40,69,100,57093,165,123,292,1350,770,8204,73161,4955,4823,51047,25082,4,1483,4,4,-469,-237,242,152,55,4,121.00,1,6,0,5.00,0.00,85,231.00,8103,1663,239944847,12,2090.0,160.76923076923077,110.0
마체테,엘리시움,듀얼블레이더,293,41.876,2019-01-24T00:00+09:00,84,854,566,63901592,71001767,75.00,397.00,53.95,85.34,90,93.95,80,100,77016,160,123,283,1350,760,5949,8428,5601,58859,72160,47377,4,4,4,1483,0,0,221,150,65,6,114.00,5,6,0,5.00,0.00,90,265.00,8115,1734,229589586,10,2080.0,160.0,100.0
시급,오로라,나이트로드,293,99.283,2016-11-22T00:00+09:00,78,867,4235,55067327,64785089,74.00,271.00,61.77,86.43,117,88.70,87,100,49248,160,123,251,1350,770,4696,6492,4010,60864,53638,25825,4,4,4,1488,-391,-219,242,152,55,6,110.00,0,6,7,5.00,6.00,85,271.50,5262,1442,110393678,10,2090.0,160.76923076923077,110.0
호두맛쵸코,엘리시움,비숍,292,0.559,2018-12-27T00:00+09:00,78,897,600,85985723,90511286,74.00,298.00,68.25,89.83,104,104.45,92,100,30525,160,123,288,1350,760,5644,5437,69146,7940,42664,81485,4,4,1478,4,0,0,276,146,202,4,98.00,0,6,7,15.00,0.00,95,288.00,2307,9055,225345144,10,2080.0,160.0,100.0
화나,베라,칼리,292,13.158,2023-01-19T00:00+09:00,0,0,831,163979496,182199438,69.00,575.00,100.20,96.75,100,140.75,80,100,73679,170,123,409,1350,730,9415,12527,8673,100325,44450,22405,4,4,4,1478,500,550,23,27,60,6,13.00,5,6,27,5.00,14.00,90,156.00,10010,2673,622484010,10,2050.0,157.69230769230768,70.0
시드,루나,카데나,288,96.112,2019-05-01T00:00+09:00,73,899,456,96757735,107508593,84.00,546.00,10.00,96.44,83,124.35,85,100,76470,160,123,403,1350,660,10974,14130,10059,98159,49010,24601,4,4,4,1458,0,0,12,4,64,6,22.00,2,6,27,5.00,14.00,90,47.00,9781,2591,596139574,0,1980.0,152.30769230769232,0.0
전투,스카니아,보우마스터,294,11.798,2014-10-23T00:00+09:00,60,847,4287,133499961,157058775,77.00,557.00,62.19,97.70,208,107.70,49,100,73383,170,123,408,1350,740,11793,98931,8238,7678,58887,20210,4,1488,4,4,-527,-285,24,29,45,4,12.00,0,6,3,5.00,14.00,85,187.00,10327,2600,590775821,10,2060.0,158.46153846153845,80.0
와후,루나,카이저,288,93.543,2013-07-30T00:00+09:00,83,861,379,72888690,80097458,241.00,834.00,77.00,98.51,110,163.30,180,100,99999,160,123,407,1355,660,96106,12574,9798,8906,135975,32238,1458,4,4,4,-393,-192,106,39,141,4,12.00,5,5,3,5.00,14.00,91,174.50,12473,3792,590724438,10,1980.0,152.30769230769232,0.0
장우혁,크로아,바이퍼,290,15.868,2020-01-24T00:00+09:00,80,892,382,138195576,153550639,66.00,505.00,36.73,96.89,87,110.05,60,100,99999,160,123,401,1350,730,99408,16427,11775,11562,64053,23889,1468,4,4,4,0,0,40,27,60,5,19.00,0,6,7,5.00,6.00,90,132.00,9611,2842,572351876,20,2020.0,155.3846153846154,40.0
사설,스카니아,나이트로드,290,14.684,2018-06-02T00:00+09:00,90,887,104,71642837,84285689,78.00,430.00,61.77,91.03,102,105.75,85,100,46336,160,123,242,1395,740,4738,8485,4999,60884,69339,47248,4,4,4,1468,0,0,191,138,60,6,91.00,0,6,0,5.00,0.00,85,277.50,6637,1551,212301273,10,2020.0,155.3846153846154,50.0
쏘우,스카니아,나이트로드,294,72.396,2015-06-27T00:00+09:00,76,888,431,116170512,135081989,135.00,469.00,61.77,84.12,123,153.25,74,100,51650,160,123,291,1360,760,6011,9364,6815,66017,61366,39587,4,4,4,1488,-447,-251,350,254,55,6,117.00,0,6,0,5.00,0.00,86,733.00,7426,1925,254932326,10,2080.0,160.0,100.0
운서,루나,나이트로드,293,62.359,2021-07-13T00:00+09:00,81,899,97,81136264,94344491,90.00,370.00,61.77,87.52,117,112.05,70,100,57721,160,123,261,1350,760,5419,7936,4680,64507,65964,43526,4,4,4,1483,0,0,345,260,59,6,155.00,0,6,7,5.00,6.00,86,843.00,6595,1774,190876062,10,2080.0,160.0,100.0
빠민,오로라,패스파인더,291,1.084,2020-06-25T00:00+09:00,90,880,326,73599690,86587869,89.00,388.00,56.82,94.98,119,80.40,59,100,70215,160,123,265,1350,750,8486,66755,4521,4421,80114,43523,4,1473,4,4,0,0,243,142,55,4,104.00,4,6,7,5.00,0.00,85,191.00,8157,1750,235929451,10,2050.0,157.69230769230768,70.0
여비,엘리시움,바이퍼,291,19.679,2018-08-22T00:00+09:00,90,891,636,496313559,545399512,294.00,715.00,50.40,97.75,88,173.80,88,100,99999,160,123,404,1460,740,100136,12702,9656,8701,97076,39649,1473,4,4,4,0,0,47,27,41,5,12.00,4,6,0,5.00,13.00,91,216.00,13101,3556,587718999,10,2050.0,157.69230769230768,70.0
캐슬,스카니아,히어로,286,61.624,2018-08-01T00:00+09:00,73,851,262,301640832,335156477,72.00,585.00,247.88,98.36,93,118.40,75,100,99999,160,123,404,1350,660,91516,12253,9117,8930,79638,12781,1448,4,4,4,0,0,62,16,89,4,12.00,3,6,3,5.00,8.00,90,61.00,10282,2656,588609610,10,1980.0,152.30769230769232,0.0
쥔님,이노시스,듀얼블레이더,289,90.857,2019-06-21T00:00+09:00,69,877,295,77421116,86023461,64.00,379.00,53.95,93.13,106,104.85,71,100,87566,170,123,315,1350,650,6116,9408,5721,70584,93458,58653,4,4,4,1463,550,300,132,111,30,6,50.00,5,6,7,5.00,6.00,90,84.00,8799,1991,303464513,10,1970.0,151.53846153846155,0.0
건생,루나,제논,291,15.75,2016-07-11T00:00+09:00,93,877,1367,114189882,125483385,112.00,345.00,64.45,88.18,93,81.20,84,100,91286,160,123,264,1350,760,26629,32305,8169,34968,90496,75082,330,330,4,821,0,0,246,145,123,5,95.00,5,6,7,5.00,0.00,91,196.00,7301,1646,159167112,20,2080.0,160.0,100.0
탠도지,스카니아,섀도어,290,9.85,2023-07-20T00:00+09:00,84,877,65,189878827,210976473,106.00,453.00,75.55,96.55,90,132.05,67,100,99999,160,123,409,1350,690,13860,16963,12074,97552,50633,19237,4,4,4,1468,0,0,19,44,58,6,12.00,3,6,7,5.00,14.00,90,79.00,10659,2607,587885822,10,2010.0,154.6153846153846,30.0
섹슷,크로아,아크,291,70.133,2021-01-11T00:00+09:00,84,887,114,182607165,200667213,75.00,522.00,56.53,95.26,70,131.85,84,100,99999,165,123,384,1385,750,97190,12775,9816,10085,51862,31677,1473,4,4,4,0,0,44,77,74,5,12.00,3,6,7,5.00,14.00,91,160.00,10732,2803,587777975,0,2060.0,158.46153846153845,80.0
절개굿,베라,듀얼블레이더,283,55.545,2020-01-06T00:00+09:00,88,870,143,69583453,76465332,76.00,415.00,53.95,90.35,100,109.20,73,100,77473,160,123,313,1350,420,6596,9857,6269,59324,64444,27098,4,4,5,1432,0,0,255,122,55,6,59.00,7,6,1,5.00,6.00,91,182.00,8555,1711,253285458,10,1750.0,134.6153846153846,0.0
촹릭,스카니아,소울마스터,291,14.862,2023-07-01T00:00+09:00,90,865,455,178773375,196454256,106.00,613.00,59.50,97.88,100,158.70,77,100,99999,160,123,454,1460,750,96540,14270,10096,10910,89645,29789,1473,4,4,4,0,0,33,27,58,4,12.00,0,5,0,5.00,14.00,91,198.00,11143,3109,577494931,20,2050.0,157.69230769230768,70.0
오타우,크로아,제논,290,20.455,2016-07-02T00:00+09:00,76,899,1257,108508550,119240163,158.00,581.00,26.50,97.61,85,136.75,65,100,75742,160,123,248,1350,750,27291,30084,7176,33463,128835,88154,330,330,4,816,0,0,322,186,97,5,19.00,2,6,0,5.00,6.00,91,179.00,7661,1651,238465744,10,2040.0,156.92307692307693,60.0
완치,스카니아,듀얼블레이더,295,88.877,2012-02-26T00:00+09:00,87,890,1033,113101609,124287480,135.00,373.00,117.07,83.52,105,103.20,60,100,80629,160,123,296,1360,770,4703,7683,3580,57190,48640,25977,4,4,4,1493,252,138,301,255,61,6,151.00,5,6,7,5.00,6.00,91,722.00,7772,1405,190966382,10,2090.0,160.76923076923077,110.0
팔라디,스카니아,팔라딘,292,21.813,2023-06-15T00:00+09:00,58,878,210,65499142,72776823,74.00,402.00,54.00,93.40,88,112.80,85,100,99999,168,123,268,1350,750,64567,6747,3763,3853,107660,35114,1478,4,4,4,0,0,245,145,35,4,110.00,5,6,7,5.00,0.00,90,241.00,7648,2123,239385750,10,2070.0,159.23076923076923,90.0
솔찐,크로아,아델,292,47.217,2020-09-15T00:00+09:00,89,868,4325,155918826,173243138,105.00,579.00,67.31,95.93,90,111.85,60,100,99999,160,123,413,1380,780,92696,12506,8571,8524,110746,23220,1478,4,4,4,0,0,26,30,65,6,12.00,5,6,15,5.00,14.00,90,190.50,10137,2611,591213822,10,2080.0,160.0,100.0
츠예나,엘리시움,히어로,290,12.061,2023-12-24T00:00+09:00,10,52,3630,175074728,194527472,64.00,351.00,247.88,95.11,103,109.80,59,100,99999,160,123,332,1350,700,65522,7843,4336,5093,90541,23062,1468,4,4,4,0,0,263,139,48,4,104.00,5,6,3,5.00,0.00,90,253.00,8772,1945,241190994,0,2030.0,156.15384615384616,50.0
닦아줌,스카니아,아크,294,35.088,2018-05-15T00:00+09:00,71,892,1054,321448603,353240221,174.00,560.00,56.53,98.04,80,167.50,75,100,99999,165,123,409,1350,750,104677,12602,9481,8729,48360,28331,1488,4,4,4,0,0,69,114,72,5,12.00,2,6,3,5.00,14.00,91,714.00,11233,2892,653275294,0,2070.0,159.23076923076923,90.0
겨희,베라,메르세데스,290,53.871,2024-07-15T00:00+09:00,84,882,103,107809281,125359627,140.00,492.00,74.69,92.92,178,144.05,54,100,54140,165,123,283,1350,750,8924,65091,4835,5337,47598,32865,4,1468,4,4,0,0,312,170,53,4,27.00,1,6,7,5.00,6.00,86,122.00,8541,1973,249490770,10,2040.0,156.92307692307693,60.0
기행,베라,아크,289,34.41,2018-08-02T00:00+09:00,49,896,188,101978795,113309771,87.00,386.00,55.23,94.18,86,108.15,92,100,99999,165,123,327,1350,660,65796,8901,5503,6325,48475,36215,1463,4,4,4,0,0,232,120,78,5,99.00,3,6,7,5.00,0.00,90,214.00,8439,1973,251883422,0,1980.0,152.30769230769232,0.0
이두껑,크로아,나이트워커,294,35.847,2014-05-14T00:00+09:00,76,849,63,84911747,99896172,105.00,377.00,39.15,86.81,103,116.40,75,100,52828,160,123,299,1350,760,5074,8156,4503,66662,50066,32640,4,4,4,1488,-546,-243,246,146,55,6,63.00,5,6,7,5.00,0.00,85,209.00,7282,1865,237080953,30,2080.0,160.0,100.0
푸키풉키푸키,크로아,데몬어벤져,292,46.056,2019-04-08T00:00+09:00,90,869,241,85449988,93901084,99.00,362.00,57.24,88.89,120,93.75,95,100,41938,160,123,289,1360,740,4639,3677,2419,1952,500000,,4,4,4,4,22101,0,268,144,60,4,103.00,2,6,0,5.00,0.00,91,254.00,6344,1518,200969629,0,2060.0,158.46153846153845,80.0
반쪽궁,엘리시움,보우마스터,291,53.269,2024-02-18T00:00+09:00,49,503,30,94550322,111235672,72.00,330.00,62.19,96.27,139,116.30,46,100,60489,160,123,287,1350,730,10202,76895,7051,6033,88811,38673,4,1473,4,4,-32,-16,163,142,47,4,103.00,0,5,0,5.00,0.00,85,246.00,9652,2083,276913796,12,2050.0,157.69230769230768,70.0
대마초,엘리시움,듀얼블레이더,287,8.534,2012-10-23T00:00+09:00,84,860,361,132066591,146740655,69.00,492.00,53.95,95.31,92,103.30,75,100,99999,160,123,433,1350,640,8916,11889,8015,94159,54187,23563,4,4,4,1453,36,24,6,10,63,6,12.00,5,6,14,5.00,14.00,90,58.00,10916,2659,584793804,10,1960.0,150.76923076923077,0.0
인젝션,베라,"아크메이지(썬,콜)",293,32.95,2023-01-15T00:00+09:00,94,887,662,100220467,105495227,121.00,258.00,54.00,91.61,95,103.45,86,100,31518,168,123,281,1350,760,6569,7454,68671,11975,52742,95815,4,4,1483,4,0,0,245,145,197,4,95.00,0,6,0,15.00,0.00,95,261.00,2340,9011,222824001,12,2070.0,159.23076923076923,90.0
찐렬이,루나,듀얼블레이더,294,3.032,2020-01-15T00:00+09:00,71,888,179,116384745,129316382,72.00,511.00,53.95,93.99,84,107.50,75,100,99999,160,123,423,1350,750,10508,12569,9136,93371,50654,23300,4,4,4,1488,550,300,24,24,57,6,59.00,5,6,7,5.00,14.00,90,170.00,9473,2377,540070256,10,2060.0,158.46153846153845,80.0
다운운,엘리시움,듀얼블레이더,295,47.157,2017-02-09T00:00+09:00,89,863,1061,140813328,156459252,75.00,495.00,53.95,91.88,90,114.20,74,100,99999,160,123,409,1350,750,10088,12476,8892,95217,55727,25213,4,4,4,1493,0,-195,25,30,93,6,12.00,5,6,7,5.00,14.00,90,166.00,11073,2539,649192542,12,2070.0,159.23076923076923,90.0
크엄식,유니온,아크,292,48.512,2019-12-19T00:00+09:00,85,862,454,113473846,126082049,137.00,374.00,55.23,92.11,95,129.50,84,100,99999,165,123,226,1350,760,63171,7738,5014,4459,110514,65095,1478,4,4,4,0,0,221,201,55,5,99.00,2,6,7,5.00,0.00,90,204.00,7741,1712,170430050,10,2080.0,160.0,100.0
커닝시티,엘리시움,듀얼블레이더,280,17.659,2010-02-25T00:00+09:00,78,870,545,169557155,186326542,114.75,529.00,53.95,94.02,117,145.35,63,100,99999,160,123,418,1360,440,8520,11380,7775,88951,43613,22432,4,4,4,1418,350,166,62,16,30,6,12.00,5,6,15,5.00,13.00,91,34.00,11539,2488,582961641,10,1760.0,135.3846153846154,0.0
단념,루나,나이트로드,291,6.777,2016-09-16T00:00+09:00,76,872,37,155209443,182599343,74.00,465.00,61.77,94.21,126,119.40,66,100,74259,160,123,378,1350,770,12190,15475,11450,93746,49494,24490,4,4,4,1473,-402,-190,44,42,55,6,64.00,0,6,7,5.00,6.00,85,185.00,9494,2540,530422833,10,2060.0,158.46153846153845,80.0
바울,스카니아,팬텀,292,20.138,2011-12-29T00:00+09:00,89,886,3802,191165272,210071722,160.00,391.00,219.38,93.78,114,136.85,74,100,48136,160,123,250,1380,750,3930,6413,4375,59738,48467,32469,4,4,4,1478,-487,-230,337,251,61,5,109.00,5,6,7,5.00,10.00,91,644.75,7931,1762,208464112,0,2050.0,157.69230769230768,70.0
이둔,크로아,제논,290,50.39,2013-01-05T00:00+09:00,59,865,844,229888986,255432206,131.00,564.00,26.50,97.05,91,130.35,84,100,99999,160,123,404,1350,630,47764,54065,22569,59196,86151,67977,335,330,4,811,0,0,17,21,55,5,12.00,0,6,0,5.00,14.00,90,134.00,10340,2696,590489498,10,1950.0,150.0,10.0
러석,스카니아,칼리,292,43.341,2023-07-10T00:00+09:00,94,887,6019,164524208,182804674,69.00,535.00,100.20,98.01,90,130.65,62,100,74455,168,123,408,1350,760,10994,14254,10690,95008,46110,28525,4,4,4,1478,500,550,26,26,55,6,12.00,5,6,27,5.00,13.00,90,146.00,10541,2559,580879756,32,2080.0,160.0,100.0
기소,스카니아,"아크메이지(불,독)",290,43.117,2016-06-18T00:00+09:00,89,900,702,161600008,170105270,132.00,483.00,54.00,97.36,90,114.85,49,100,34803,160,123,417,1370,760,7574,7237,98234,11220,39223,73622,4,4,1468,4,0,-231,24,28,205,4,12.00,5,6,7,15.00,6.00,95,117.00,2897,9817,580695825,0,2060.0,158.46153846153845,80.0
도쿄유저,크로아,패스파인더,290,27.785,2019-12-23T00:00+09:00,90,894,1047,132557563,154136699,85.00,496.00,45.20,97.49,221,106.05,89,100,99999,160,123,408,1380,750,14083,99811,9624,10236,63744,16839,4,1468,4,4,0,0,23,27,55,4,12.00,4,6,27,5.00,6.00,86,127.00,10679,2564,580529169,10,2050.0,157.69230769230768,70.0
동네시민,크로아,다크나이트,290,42.961,2022-06-30T00:00+09:00,90,867,87,523781868,575584465,146.00,626.00,269.93,98.58,100,178.45,65,100,99999,164,123,404,1370,740,102395,14703,9086,9208,97597,25470,1468,4,4,4,0,0,46,26,71,4,12.00,5,6,16,5.00,14.00,91,122.00,10005,2805,580513276,10,2040.0,156.92307692307693,60.0
용하리,엘리시움,비숍,291,82.264,2024-03-22T00:00+09:00,83,898,240,164740881,173411452,94.00,522.00,68.25,97.05,113,149.15,90,100,36194,160,123,431,1360,750,9935,9857,93847,13954,47812,84487,4,4,1473,4,0,0,73,52,208,4,12.00,0,6,0,15.00,13.00,95,251.00,3161,11371,580415719,10,2050.0,157.69230769230768,70.0
오일,엘리시움,팔라딘,290,82.145,2019-09-18T00:00+09:00,77,896,657,115880537,128756151,66.00,545.00,54.00,96.36,90,120.00,67,100,99999,160,123,404,1350,730,93341,11391,9219,7809,85941,18869,1468,4,4,4,0,0,23,21,71,4,12.00,0,6,7,5.00,14.00,90,175.00,9769,2529,580869150,10,2050.0,157.69230769230768,70.0
당미꼬,스카니아,엔젤릭버스터,294,90.779,2012-08-09T00:00+09:00,93,876,979,249578906,262714636,99.00,418.00,75.25,96.23,90,117.30,82,100,81149,165,123,415,1365,770,13088,103318,9786,9567,57676,34465,4,1488,4,4,-356,0,26,31,101,5,12.00,2,6,0,5.00,8.00,95,213.00,10393,2732,588372183,10,2080.0,160.0,100.0
오우,크로아,신궁,286,24.138,2024-12-19T00:00+09:00,75,871,1327,136536972,160631730,79.00,564.00,80.34,95.48,187,125.35,45,100,99999,160,123,407,1350,660,14715,94218,10289,10838,52682,22269,4,1448,4,4,0,0,22,10,50,4,42.00,0,6,0,5.00,13.00,85,223.00,9413,2813,579700514,10,1980.0,152.30769230769232,0.0
5징어,스카니아,나이트로드,290,47.441,2020-02-11T00:00+09:00,75,887,40,108157438,125764461,133.00,430.00,61.77,92.92,126,135.05,74,100,49452,160,123,312,1350,750,5115,9098,5266,63184,59244,41637,4,4,4,1468,0,0,337,250,50,6,106.00,2,5,7,5.00,0.00,86,495.00,7282,1945,209007916,0,2050.0,157.69230769230768,70.0
소올,스카니아,은월,292,4.338,2014-01-10T00:00+09:00,92,894,2586,212471757,236079728,104.00,487.00,61.41,97.79,89,126.00,90,100,99999,160,123,404,1350,750,96222,12749,9255,8280,61480,27046,1478,4,4,4,-491,-445,24,28,60,5,12.00,5,6,0,5.00,14.00,90,150.00,10606,2540,579037847,25,2060.0,158.46153846153845,80.0
엔수,크로아,다크나이트,291,33.787,2017-04-30T00:00+09:00,80,899,1778,257193492,282630208,81.00,424.00,169.28,95.54,110,143.35,66,100,99999,160,123,409,1380,780,101879,16288,11589,11217,115199,27501,1473,4,4,4,350,-111,64,50,103,4,63.00,5,6,7,5.00,0.00,91,226.00,9183,2743,499561970,10,2070.0,159.23076923076923,90.0
입학생,엘리시움,나이트로드,290,62.572,2019-06-22T00:00+09:00,77,863,239,141472564,166438309,75.00,548.00,61.77,96.75,127,124.40,59,100,79101,160,123,406,1350,750,9460,13020,8653,94945,61336,28764,4,4,4,1468,0,0,25,29,55,6,52.00,0,6,7,5.00,14.00,85,176.00,8553,2543,549304151,10,2070.0,159.23076923076923,90.0
닉밴,베라,비숍,295,53.588,2016-07-05T00:00+09:00,77,899,1406,63152908,66476744,66.00,451.00,58.73,95.75,93,104.15,65,100,24773,160,123,287,1350,770,4639,5401,62528,7665,43688,86938,4,4,1493,4,-454,-211,247,145,193,4,12.00,0,6,0,15.00,6.00,95,217.00,2255,8156,251930993,20,2090.0,160.76923076923077,110.0
피쓰,크로아,제로,293,46.623,2013-07-18T00:00+09:00,86,872,7990,385746817,428607570,178.00,611.00,177.81,97.58,101,159.55,64,100,99999,160,123,406,1350,760,97598,12240,9094,8968,112231,,1483,4,4,4,-229,0,51,57,67,4,12.00,3,6,16,5.00,14.00,90,195.00,10286,2920,578127573,10,2080.0,160.0,100.0
노조,베라,"아크메이지(불,독)",294,62.786,2016-08-07T00:00+09:00,85,878,741,187241711,195043446,122.00,301.00,231.10,91.24,122,114.35,46,100,28338,160,123,319,1380,760,5239,5378,66362,8425,53873,96245,4,4,1488,4,0,-215,270,146,199,4,103.00,5,6,0,15.00,6.00,96,270.00,2245,8074,211765252,10,2080.0,160.0,100.0
은긴,스카니아,"아크메이지(썬,콜)",290,92.49,2017-03-09T00:00+09:00,90,876,1982,158849819,167210334,119.00,485.00,54.00,93.51,85,108.15,64,100,38019,160,123,424,1350,750,9123,10432,100459,13399,56586,82090,4,4,1468,4,0,-231,24,29,153,4,12.00,2,6,7,15.00,8.00,95,106.00,2932,9950,577606125,22,2060.0,158.46153846153845,80.0
아침짹,베라,비숍,295,80.852,2015-10-31T00:00+09:00,92,880,855,239926531,252554238,193.00,314.00,249.80,92.45,139,139.35,70,100,22939,168,123,295,1350,760,4053,4177,62308,7965,54042,89131,4,4,1493,4,0,-268,296,195,200,4,110.00,5,6,0,15.00,0.00,95,590.00,2146,7984,172235796,12,2080.0,160.0,100.0
동냥,베라,나이트로드,293,51.412,2020-02-03T00:00+09:00,57,894,886,73748913,85754549,71.00,387.00,61.77,88.77,141,112.75,74,100,49576,160,123,270,1350,760,5582,7571,4474,64089,58614,34893,4,4,4,1483,550,300,270,146,55,6,104.00,2,6,7,5.00,6.00,86,295.00,6712,1766,194931452,0,2080.0,160.0,100.0
진이꼬야옹,스카니아,일리움,290,2.637,2019-03-10T00:00+09:00,91,896,267,97214240,108015820,94.00,333.00,61.70,93.88,91,111.85,60,100,33151,170,123,310,1350,750,8078,7045,75002,10973,76584,66649,4,4,1468,4,0,0,237,135,50,4,103.00,0,6,7,5.00,6.00,90,91.00,2357,9227,252809677,32,2040.0,156.92307692307693,60.0
수도자,스카니아,섀도어,290,80.448,2018-02-09T00:00+09:00,84,888,268,167785422,186428245,71.00,415.00,75.55,95.99,65,130.60,60,100,99999,160,123,397,1350,770,11539,14162,9096,100096,65801,26277,4,4,4,1468,0,0,25,49,65,6,12.00,3,6,7,5.00,8.00,90,154.00,11212,2519,576222992,0,2070.0,159.23076923076923,90.0
번화,오로라,"아크메이지(불,독)",291,97.924,2020-12-31T00:00+09:00,91,878,354,83132833,87508244,131.00,284.00,54.00,78.00,100,105.05,76,100,21733,160,123,359,1350,750,5092,4737,63230,7221,45299,86734,4,4,1473,4,0,0,245,144,193,4,95.00,5,6,0,15.00,6.00,95,264.00,2042,7880,195761569,30,2070.0,159.23076923076923,90.0
대훈,크로아,은월,290,21.642,2015-01-04T00:00+09:00,66,893,99999,220177211,244641344,112.00,481.00,61.41,95.77,90,122.85,70,100,99999,160,123,397,1350,730,102063,13043,10767,9142,59910,30798,1468,4,4,4,-462,-484,23,28,76,5,12.00,3,6,7,5.00,8.00,90,125.00,9982,2739,575333306,15,2050.0,157.69230769230768,70.0
알림이,크로아,캡틴,290,56.84,2022-01-27T00:00+09:00,84,892,446,190344486,223934687,120.00,548.00,42.56,96.75,118,186.40,102,100,94459,160,123,399,1350,730,14683,96204,9951,9621,62800,31685,4,1468,4,4,0,0,23,23,69,5,12.00,0,6,26,5.00,14.00,85,81.00,11915,2900,575142739,12,2050.0,157.69230769230768,70.0
버프훔쳐,유니온,팬텀,293,22.905,2011-12-31T00:00+09:00,94,891,1525,97164345,107960381,125.00,309.00,88.76,86.67,124,101.05,89,100,47144,160,123,238,1350,750,4823,6508,4005,63009,90027,56322,4,4,4,1483,-455,-237,225,145,60,5,110.00,5,6,7,5.00,6.00,90,256.00,7563,1627,191268566,10,2070.0,159.23076923076923,90.0
