character_level,character_exp_rate,dojang_best_floor,dojang_best_time,최소 스탯공격력,최대 스탯공격력,데미지,보스 몬스터 데미지,최종 데미지,방어율 무시,크리티컬 확률,크리티컬 데미지,상태이상 내성,방어력,이동속도,스타포스,STR,DEX,INT,LUK,HP,MP,아이템 드롭률,메소 획득량,버프 지속시간,공격 속도,일반 몬스터 데미지,재사용 대기시간 감소 (초),재사용 대기시간 감소 (%),재사용 대기시간 미적용,속성 내성 무시,상태이상 추가 데미지,무기 숙련도,추가 경험치 획득,공격력,마력,전투력,소환수 지속시간 증가,force_sum,force_mean,force_min
291,0.19263000000000002,89,867,19.382910699925567,19.48827120985279,113.0,533.0,26.5,0.9781,0.9,109.55,0.7,11.512925464970229,160,423,10.878594212702763,10.995175926131413,10.039721539859407,11.062661715954077,11.44939976409035,11.095954416675863,0.24,0.26,0.5,5,12.0,3,0.06,0.0,0.05,0.14,90,1.88,9.36383369293329,8.022240916806537,20.522136315239596,10,2060.0,158.46153846153845,80.0
294,0.44771,93,900,18.804782342020445,18.89909300882393,97.0,359.0,73.94,0.9158,1.11,106.85,0.45,10.8594027621935,160,324,8.623533227187563,8.363342466597977,8.058010800802085,7.875119281040293,13.122365377402328,,1.85,1.51,0.71,4,103.0,2,0.06,0.07,0.05,0.06,91,2.95,9.069698042173716,7.621684998724611,19.704931222191263,10,2090.0,160.76923076923077,110.0
293,0.57442,93,876,18.89390825839119,18.988218929514385,116.0,328.0,62.5,0.9484999999999999,1.27,142.55,0.71,11.512925464970229,160,327,11.179674035975085,9.100302266767246,8.716699572964293,8.644882552557126,11.084125197515005,10.547155581629395,3.34,1.98,0.5,5,114.0,2,0.06,0.07,0.05,0.06,91,5.89,9.21054035197885,7.769800996003896,19.533775805793933,0,2070.0,159.23076923076923,90.0
292,0.74965,70,873,18.564751814770396,18.727270727384557,119.0,372.0,73.25,0.9384,1.1,119.0,0.65,10.949050620114422,165,315,9.200693994924377,11.142137107992992,8.798303718484979,8.646113971483077,10.668606496608545,10.237492462093485,2.45,1.44,0.73,4,116.0,6,0.06,0.07,0.05,0.06,85,2.54,9.173053787190167,7.653969180478774,19.57027139142102,10,2070.0,159.23076923076923,90.0
293,0.52034,89,889,20.235562585458418,20.386385468450715,279.0,647.0,83.68,0.9799,1.1,182.8,0.75,11.331043811404658,160,424,9.403601868808472,9.70558524377515,9.48432911729596,11.598534192039565,10.870566451242388,10.228501536246666,0.49,0.29,0.62,6,12.0,0,0.06,0.07,0.05,0.14,86,2.24,9.469854424600042,8.30943074214033,20.589621077896158,12,2070.0,159.23076923076923,90.0
293,0.76545,87,882,18.484876056200502,18.635698933743402,99.0,529.0,42.56,0.9768000000000001,1.15,182.15,0.75,11.122959620308988,160,276,9.159047077588632,11.144972881121836,8.755107121633896,8.712266432135355,11.14161537641205,10.89282426427834,2.75,1.92,0.74,5,12.0,2,0.06,0.07,0.05,0.06,86,2.65,9.227787285579904,7.6128310304073565,19.69710401817665,12,2070.0,159.23076923076923,90.0
286,0.98906,67,885,19.558703647613054,19.7095265322845,143.0,592.0,74.69,0.9756,2.19,170.0,0.69,11.339071952867101,165,421,9.580385534853086,11.584082659286556,9.271529540288606,9.256842205627603,10.896905978325732,10.196642123515149,0.36,0.17,0.53,4,22.0,1,0.06,0.0,0.05,0.08,86,1.74,9.603125426926972,8.152774052744075,20.498974649850105,12,1980.0,152.30769230769232,0.0
292,0.43792000000000003,97,862,19.5663464005432,19.67170691079482,99.0,596.0,122.75,0.975,0.89,175.2,0.5,11.512925464970229,160,418,11.576557325215003,9.563037414545692,9.280052984387483,9.176886995716963,11.418186122207434,10.022203486241112,0.23,0.27,0.73,4,12.0,6,0.06,0.17,0.05,0.14,90,1.86,9.39349491507403,8.049746290952191,20.502798582403003,0,2050.0,157.69230769230768,70.0
291,0.72708,91,886,18.45280755671017,18.615326478460872,71.0,434.0,61.77,0.9098,0.94,108.35,0.87,10.948962742791108,168,327,8.919854372191667,9.160309438370618,8.776784383701493,11.180580698612255,10.878028324431728,10.198505154086057,2.45,1.43,0.55,6,96.0,0,0.06,0.0,0.05,0.06,85,2.56,9.044049632254756,7.643482907077201,19.555844911961866,0,2070.0,159.23076923076923,90.0
293,0.08080999999999999,93,898,18.49957277138571,18.650395640604394,89.0,418.0,61.77,0.9311,1.19,118.75,0.74,10.89698003731375,160,284,8.53089883847235,9.019785010255125,8.464425125877582,11.12285622984002,10.780517570456981,10.463417576808427,2.89,2.51,0.55,6,106.0,0,0.06,0.07,0.05,0.0,86,5.8025,9.03931477492408,7.605392364814935,19.452477945182316,10,2070.0,159.23076923076923,90.0
296,0.42829999999999996,67,886,18.705162292687763,18.79947295199457,122.0,383.0,89.0,0.9301,1.09,119.35,0.95,11.512925464970229,160,256,11.09343242387742,9.202005735186125,8.80056599227992,8.720134035412928,11.6195172223388,10.673734653476922,2.7,2.54,0.5,4,103.0,5,0.06,0.07,0.05,0.0,91,5.53,9.161255164285691,7.57095858316901,19.494056653799372,10,2080.0,160.0,100.0
291,0.27538,89,896,18.409600504192486,18.5149610026609,73.0,433.0,55.23,0.9395,0.99,116.75,0.84,11.512925464970229,165,297,11.18233589150717,9.054271186326293,8.602820277383675,8.697345730925353,11.000264825258508,10.857151137475086,2.44,1.43,0.55,5,114.0,2,0.06,0.07,0.05,0.06,90,1.64,9.00380808646717,7.611842399580417,19.494198020328202,10,2060.0,158.46153846153845,80.0
291,0.06415,83,888,19.378413381841934,19.483773890592044,131.0,593.0,67.31,0.9609000000000001,0.89,142.8,0.59,11.512925464970229,160,428,11.557784101278456,9.695109453422392,9.350450079960828,9.43747594455993,11.357931096004025,10.122904167442703,0.26,0.3,0.65,6,12.0,5,0.06,0.17,0.05,0.14,90,1.62,9.4925826756776,8.10530751550515,20.491826934144886,10,2080.0,160.0,100.0
293,0.65429,96,879,19.616626669913803,19.71093734439515,127.0,578.0,75.45,0.9876,1.11,180.55,0.8,11.512925464970229,170,484,11.570231645669894,9.608780865147382,9.383200644980624,9.309008543772885,11.181291504989264,9.942612107220178,0.36,0.31,0.95,4,12.0,2,0.06,0.07,0.05,0.14,91,2.75,9.65046452256919,8.37516869138682,20.508049440055345,20,2080.0,160.0,100.0
