recent_win_rate,recent_kill_death_rate,recent_assault_rate,recent_sniper_rate,recent_special_rate,ouid
60.0,51.166668,61.643837,0.0,48.333332,1e65f341d5d1db5e414c9352193aee1d
53.333336,50.833332,38.333332,42.666668,50.0,5991780600f8706dc8d603fb28bdf5e2
100.0,60.833336,60.000004,70.333336,61.78344,bf552b1d6edb03a8086be13a6907911f
50.0,51.333332,47.333332,60.0,54.666668,3912b69b1ab7f0287e6b2ad9cdde5e40
48.333332,54.166668,51.666668,68.333336,48.666668,4927311908b62f04caa5153ecd5c1d1b
30.769232,54.545456,53.012051,57.142857,69.230766,18e436caf38fb4823d3ef33e9eff0982
48.333332,52.999996,54.666668,60.563381,64.516129,be7f9957de91e2e0233992bbee3c97f0
30.000002,49.0,50.333332,0.0,50.0,7571c5e2df7391194cf1ec02bdce1845
53.333336,55.333336,48.666668,59.333332,49.666668,03b94b4aaed378998f8c6055c996895d
50.0,63.333332,64.666664,76.333336,62.333332,3cef12825374dcc0c3499ef15e0cbba6
53.333336,60.833336,56.666668,68.333336,54.0,c9d298982642462d026007f4f93474f3
70.0,57.5,54.000004,68.333336,59.0,97c838b8dadb430fe0cf8409fb6f24d4
50.0,47.5,39.666668,53.666668,46.0,2ae56582b589550bc1ffbdd5859e4605
50.0,54.333336,54.333336,59.666668,57.333332,109a3c427e092d6b0b3844800e2c0e1a
50.0,56.969696,0.0,0.0,52.447552,03fa501341a2fa63848ed2f931d05141
91.666672,63.5,0.0,76.666664,0.0,604b39adfef0824e2bb1510f17644a08
93.333336,54.833332,54.333332,67.0,56.0,817d474f8c723f028ec53466dbcdcbde
51.666664,42.666668,41.666664,54.0,50.0,e420541c6cac9d6b58f720d801078e01
48.333332,54.5,52.0,61.0,50.0,bc358a102f4f4681069b4cf9c8a91c6e
60.000004,63.0,62.333332,78.666664,60.57143,d4d54ff399e02a884c3a29b8d0f76bf7
70.0,55.0,52.0,66.0,54.666668,25c304ecd1f3bbd17e8bd5daf3f8791a
86.666664,47.333332,47.666664,59.333332,56.666668,71bdce0088162edbb6db96ed1d2d0820
82.978729,62.0,56.390976,73.0,62.637363,e6cf6e73d7262f61dca66df7e3ac2305
58.333332,57.333332,56.0,55.333332,59.0,79d56f4f87627e7c3f899ef16a2324b7
100.0,66.666672,69.333336,90.0,65.666664,895d02c1a9dab3a32ba0d65b374e9355
88.333336,64.5,66.333336,85.0,70.666664,f10f25fd064f7e23e426cec4af93aab1
96.666664,67.0,67.272728,87.962959,65.666664,cd0254b25571248cae1523b5b723c187
52.083332,53.830231,0.0,62.666668,40.0,5100560b5127802c827f73f7db6b5299
58.333332,64.0,67.333336,75.333336,65.666664,cfcdecb3308e7d631634c5b082791071
78.333336,72.5,83.666664,86.0,82.666664,607a2be8ce2321f1a38711652dcd6484
45.0,49.666668,52.0,52.0,55.555557,855523a27f6961ae1bae148ed358e897
85.0,55.5,51.333332,67.333336,44.666668,3929f14f59315fa59ee3404358bd8aad
100.0,61.833336,66.0,75.333336,63.666668,92bb3f9ffbcd4f1c0a0ec8d60d33f14b
58.333332,56.333332,65.0,67.666664,54.333332,438ed68efaecdc65677febe6b757d194
56.666668,49.833332,50.666664,66.666664,46.333332,9be965c7427ca308dc628447433913c8
100.0,79.166672,75.0,88.0,75.333336,fa5fb4b9ec24ddd10908ef975f2f0108
,,,,,c4f8eef70a3592eee199425c27efe5f1
51.666664,52.0,52.999996,50.0,49.056602,71abaae01aba3f3afb32d075022665c9
53.333336,56.166668,54.666668,0.0,0.0,964f3b777df0d000f66308224379f15f
81.25,61.139893,58.024693,76.315788,66.666664,003d0b600c59e36feaa73cca3994a408
100.0,72.166672,74.333336,87.0,70.748299,012e622254f0024d03b6e88db7b62e22
90.0,55.833332,61.666668,67.0,60.666668,91e4969aae0041b5fcf1de8fa5b7b046
51.666664,55.5,55.666668,63.0,52.333332,783e3b46481bb0f7dfd6b6557399ff81
100.0,73.666672,69.333336,82.666664,71.666664,88c7e238d0b187259e62a509337014dd
83.333328,57.833332,54.71698,64.0,67.391304,9e7f7390f9f0fecaaf9517d0cd52db47
48.333332,52.499996,52.666664,53.846153,56.666668,1e51738d7e451a9790159ccd29f2043d
98.333336,58.833332,61.333332,74.333336,61.0,21ecc9d162b6976e6874812bd89db38e
5.0,61.166668,63.666664,71.666664,59.0,0d6f8e5a184ac089ce34bf48f3003c38
55.0,53.166668,52.666668,50.0,52.666668,c86960708b3cfcbfef81b0620a013753
100.0,80.555557,0.0,88.46154,0.0,98415bb884faa7fc2858cfa84886f0df
100.0,76.833328,0.0,88.666664,0.0,8dfdfbefaee6a09dffe9450d037278e8
56.666668,58.833332,56.0,71.0,46.333332,32ec9fa271c7a520e296dcd797ab5eeb
45.0,56.0,57.666664,63.333332,54.333332,e437dc6081c673df101bfb2ef1265a33
51.666664,59.666668,62.666668,67.666664,62.030075,59b07f21113db19afff601f1bd24bb4d
61.666668,61.666668,60.333336,77.0,68.333336,38541b3bbc59a53af3339e84e2312dda
55.0,54.000004,51.636364,100.0,54.356846,e7f3d3cb8427626f3e983665e28c33ff
51.666664,47.5,44.0,50.0,48.666668,c7abe05310ed565ee8c74b417416ea51
50.0,64.406784,0.0,78.125,0.0,8e58ae8e743fdd1be3c4aa49959503bd
91.428574,62.989323,0.0,74.666664,70.0,dd68a8d4c783ce05fc92057d53af4f9b
92.68293,72.232643,77.41935,85.606064,0.0,a1f11bafc78171b7d2a216de6150e47b
46.666668,52.166664,54.666668,44.333332,50.0,f920c51fcb7ecc8b120d554b4a5f9923
100.0,56.333332,56.666668,64.0,50.666668,7d05df80fdadf9898a261510704664ba
46.666668,73.666672,77.666664,87.333336,71.666664,cb48f1c74757213dbe23fc643c1d0be3
53.333336,57.666664,56.666668,73.333336,61.333332,540000743f96e893dc467965c9b95d72
50.980396,57.377045,51.851852,0.0,62.804878,f8f98fcb83b87b08b56c4d113a8456ba
56.666668,55.166668,59.740257,63.666668,53.488373,a78800746a3fdb23e46ea90423516adc
51.666664,59.500004,60.666668,76.666664,58.666668,67ec1445c0b712067c75ff994702b533
48.484848,56.896549,57.377048,66.32653,44.897961,89078f1bbb3a60bfee94c6e621989379
60.000004,51.333332,43.666668,60.333332,54.0,0b3c531f07dbcf15100e4b9d0dff5a8e
0.0,52.666664,47.333332,65.666664,45.666668,3151975af5744631a41901c96ab7e189
54.000004,52.354568,39.130436,61.452515,56.0,a0a3b0f9e45f8fb84798a40f1290ca6b
33.333336,49.5,44.333332,53.666668,51.666668,cab8ee42b8c50ad8f460d5675489caa8
46.666668,60.333336,60.333336,83.333336,62.0,495695c5186471ba0636d8c3e6278d4d
69.444443,52.833332,58.18182,62.0,100.0,1cf448a29585aa7b2a4cd3d389a50af0
61.666668,42.166664,34.0,52.666668,33.666668,42f4fd9548b009767dab36495c8d75b8
67.391304,60.000004,0.0,69.0,0.0,aca1ff1b37b1fe852ea2782c424ef2cc
18.333334,50.666664,56.333332,61.333332,33.333332,5b587064099e9c92d1d2b1b73f92fa8e
50.0,61.666668,61.333332,73.0,60.333332,b46d3e07cac4798c5bbf7853d794e3da
,,,,,6013b18cbe747226982a104a6b5fbe0c
75.0,58.666664,61.832062,72.0,50.0,d23fe1632f3f21fee4c632bf3739c501
51.666664,55.5,56.666668,69.0,59.0,68f96715bc9e2320d83eb33d48b3bf1b
80.0,60.833336,57.666664,74.333336,56.25,dd887e6b3b0469d264797b4b49af34fe
100.0,61.844486,68.518517,72.727272,57.0,74d5bc3607a6b9b9ba8b06cbbd28222f
50.0,62.666668,55.333332,71.0,57.0,adda23744c9d4f133aab21426a1ef9ee
50.0,51.48148,50.746269,64.743591,42.553192,a8b730d005d5417fb5905504bf4aef0f
56.666668,59.833336,66.666672,74.666664,59.0,bfe219d139e6cbccb92905d99b8ded8d
51.666664,54.333336,53.333336,64.0,52.666668,4eaa7db077f085c49e230ba22f230837
45.0,51.0,50.0,65.0,56.25,9f2d24ab630bdf5b4dafc148bd13cc39
81.666664,52.833332,41.0,60.666668,49.626865,c0c4e6388a7add5e8a171f9fa5890d68
78.333336,55.333336,63.666664,63.0,64.0,10042a44c97f01d174179ea76ed6a6bc
86.666664,58.833332,61.0,69.666664,64.0,a1346cebd83fcc934ec274a2e91c843a
86.666664,61.5,66.666664,74.0,65.333336,e2cf2aa4a908a07bad0c8bb84576eee3
53.333336,51.333332,52.333332,55.0,56.666668,026267d573f2631b2a77202b0d5c6469
98.333336,61.166668,57.666664,65.333336,68.156425,06ff99b3d2e5ece5f7ec458f6b48c996
58.333332,53.169014,58.60215,55.555557,50.0,4ed792e406b193ce14bff2281d3387f4
78.571426,57.07317,58.959538,0.0,0.0,7dd215c992f4029e4cc10b36f5d9d72b
46.666668,47.333332,41.509434,59.333332,42.333332,dddc62da484a1e417b95c9403236df77
86.666664,61.166668,63.666664,72.413795,100.0,502bd6a28f44826f3dace4ac09c60af2
61.666668,57.166664,65.333328,66.666664,60.666668,f759e275f208c68c55a5915cf79a3559
56.666668,54.166668,49.333336,0.0,59.333332,3cf7b28b5abdb6688f9de5653f994c69
91.666672,56.5,54.666668,64.0,50.666668,6e4a4e8883700d65afe24ca42723613d
100.0,51.166664,49.666668,88.888885,0.0,f763ab73e1b8d8a7fb8be880a341675a
82.352943,56.914894,0.0,64.846413,0.0,527b0076d85741b44114ea5939fe7bd0
90.0,49.166668,44.0,51.666668,36.666668,4ae4a57c9ee04fe5246d36c72b940f8a
70.0,62.333332,61.666668,77.0,65.0,f334c37e0c7c6f118143a1d7af3ccc25
100.0,69.166664,63.333332,63.666668,56.551723,ee2e7f2743688fc61381dff85de3f337
98.333336,61.5,64.0,0.0,55.333332,c511d5f4a0a3f79c723f09bb59edaeab
56.666668,60.666668,57.894737,75.333336,51.333332,809157a89d859de8c3d41dbb25856620
70.0,52.166664,53.9823,66.0,52.272728,9133015a117b0505796f407562676187
46.666668,44.5,42.0,63.709679,49.666668,a8184e34117b44e70acd86dc2a32e192
85.0,61.333336,54.333336,80.666664,54.333332,3ce2315d183df77820031321145de21d
21.666666,50.333332,70.0,57.333332,45.666668,cc3530f39937b4c12bfcdd4c98ff365e
100.0,57.671959,59.7561,0.0,0.0,cad4fbe22ef3c0a144f136fbbf8d5bbc
98.333336,68.666664,67.666664,79.333336,69.0,67eace77bd34ca7bc099b51018007dc1
93.333336,58.0,57.333332,62.333332,44.666668,d0f1c9f9611efdd7713d9d7ca6a2103c
46.666668,56.0,50.666664,70.0,55.555557,c34952d9578663821e8477aae2615ea2
61.666668,62.5,66.666672,80.333336,66.333336,a60bc18c3f8fc18bf2f2c664e9ce4375
46.666668,48.166664,40.333332,61.0,49.333332,2e0cdcd12b08190b72a0e82bb2074e94
66.666672,60.689659,0.0,68.367348,0.0,bbc5ff91ec1650286bc07b8351246210
50.0,54.666668,59.333332,58.0,49.0,dd90338a9aa440cb59fa161c82bc95fc
46.666668,70.333336,68.333336,83.333336,69.666664,396e17a699fb90fd735db12dee9d878d
60.0,63.5,63.0,75.0,63.0,b82c698299929d817ddf3cec11c9f4ea
43.333332,50.333332,50.0,58.333332,51.333332,7c22577fe574631a09841def0bf2594d
40.0,47.5,44.0,60.333332,47.0,0907186c545595489102a1612a8833a4
50.0,57.833332,60.000004,0.0,64.666664,7c34db75cf3687c4796b1188029b1105
73.333336,61.666668,65.333336,78.0,62.333332,c43a357091d510640782af11cfe390e6
48.333332,52.499996,54.666668,76.666664,52.0,87fbf16442eb0fc1013e211011e59337
,,,,,4a5d548b87e3ec942a3050327a524e19
61.666668,55.166668,58.666668,64.666664,47.058823,955d17c31e06ca578cdcd27fbaf4d404
48.333332,56.333332,50.666668,66.666664,53.0,f268d422def1300c344d38d5c7dd92c4
0.0,75.0,100.0,0.0,0.0,56cfeec2f18746698562b416fb147089
48.333332,55.333336,58.333332,63.0,47.333332,379939017e20de784bd7ccfc35516cf0
73.333336,52.666664,48.333332,75.0,51.666668,a9280fd928de269ade81e1add5761d7e
68.333336,60.166668,58.333332,63.0,68.75,3044542e736279f9f8528527a0124d9f
85.0,55.166668,58.999996,55.0,53.666668,1a963170a056f4d0af3902ba540a9f5a
65.0,64.5,63.666664,75.0,60.666668,0b618f91e7189d9e6a2f763ae1e7860c
100.0,55.0,55.333332,66.0,50.0,0c464b65c0988d247d09d2f94a45890c
100.0,81.0,75.666664,92.333336,76.333336,18009d6772a34b26ab65b5c3dff5fdf7
0.0,64.516129,60.000004,75.0,72.727272,ce9439ca59ebe33bfa52c53cd02968c1
43.333332,52.0,43.666668,61.333332,49.666668,729bbf6aa98a09b60f974707710b76fd
90.0,56.166668,55.333336,73.666664,60.333332,2cea2fabb79ee499c0c1751d5aa02de1
71.666664,64.666664,69.666664,87.666664,58.333332,92ca6756f34450f84215c32363044a37
95.0,61.333336,61.0,66.333336,53.125,e792330af7df69124dbe45a80df29b2d
44.827587,56.089741,56.87204,0.0,0.0,df5af515e27b615494d6693e56b0ed63
100.0,65.166664,62.5,73.666664,65.217392,8ef98852f8218ba377f605e1714cf3b5
56.666668,54.666668,54.666668,52.333332,58.333332,4953b157d3f0a4cb029188c515451771
58.333332,55.5,59.666668,54.0,53.666668,5205b1df5bdc5777e521fb333df2213e
98.333336,66.833336,65.0,81.333336,72.0,cc8f1c7ddca740b2130d0b75ed5116d4
95.0,62.166668,57.333332,68.666664,60.0,c549402aaa799801784cb89feaabf3d2
48.333332,49.833332,48.333332,37.254902,43.434345,dcd8c06d9286620d37ac7bde2c056704
100.0,71.0,67.0,85.333336,60.333332,cb5f1cfe33a48281ad3b2c0284c4ed61
55.0,54.666668,0.0,66.333336,62.83186,501a248233a2f67803af126dbddde632
41.666664,52.833332,52.333332,55.0,50.666668,d86834be8fd750a1de8197706a354655
48.333332,56.0,57.803467,62.323944,57.0,699f08dd9d661e0adfc2c3d6fbefb01c
100.0,64.5,57.333332,73.666664,67.666664,08a0f75e671805b8d78b8662e46681c0
65.0,61.0,60.000004,76.333336,51.333332,a97b902fb4df840c106018b28005c6c1
93.333336,70.5,56.666668,92.0,58.333332,0a84e557e15a9426fe9f3bbffa0ef2b9
90.0,69.863014,0.0,0.0,75.438599,1f86bfafdf027296c104b7d985d14e71
56.666668,50.333332,50.333332,63.0,50.847458,f1d419c22f9c81e4f4ab821cd31884d8
55.0,63.5,68.0,77.333336,68.0,cffd6904b3ef10b6e0353fcef1750689
55.0,58.833332,59.333332,65.666664,66.666664,08d4d1fa0dcc4a7dddfb57728bfeb2ae
53.333336,57.5,56.53846,72.333336,0.0,9916598ae81bbbad03cb91129b06d217
100.0,62.666668,61.0,72.666664,59.0,6aa748988f666571d9af07c17941cd25
100.0,49.833332,50.666664,0.0,50.333332,b4775c8c1dd198d8a35b471a6d22f13d
,,,,,d1d1fb6bb1f68bf8f4948a355b5ffaa9
48.333332,61.666668,63.0,68.333336,59.666668,161197812850b4480adda8e1e5c22750
51.851852,56.73077,0.0,54.444443,65.217392,62c861aa5601c86000d135dcf7c1862f
53.333336,51.666664,56.0,78.0,56.0,36c46d331d65cce5429e27aa4944c5ee
50.0,55.0,55.666668,65.656563,55.438595,2cb4fc63b93d15eebc07245eca4e8c81
48.333332,45.5,46.333332,50.400002,50.0,93ff1b46406cf53dd8d596f65947a120
85.0,60.000004,62.333332,70.333336,61.0,6bef44f445384fb289ad44abc92a1f1a
60.000004,63.166664,71.0,0.0,59.0,8e0e5a88ae6189345ff50ee07fe90b8f
50.0,61.666668,50.333332,70.333336,58.666668,a798cc38ba7b3f6d01659ab9ba803deb
0.0,64.321609,0.0,77.519379,0.0,a7b83e25e1ceb0b44c036bad7be1abae
51.666664,53.500004,62.666668,53.0,57.666668,ae9d6c9016f2af4d632113487414ef56
55.0,59.166664,59.333332,72.666664,54.333332,c1bdf79dbe9e3a64f437f0ffa917d5a1
46.666668,53.500004,51.333332,69.333336,0.0,22780fd8fb59381e0600fb375ae87767
85.0,52.307693,57.14286,59.0,25.0,48889886f501c39df6bed8b8989f1d26
100.0,62.333332,48.484848,77.0,57.471264,4236821c928469ae19441ace071dbbbe
95.0,58.833332,56.666668,64.333336,61.666668,44bb2d0de3d2979a8af871f8734b091c
46.666668,45.333336,41.333332,55.666668,47.666668,ebbdb29332dd1412c0e0fe007ec9ada5
86.666664,62.0,60.333332,75.666664,64.333336,770d7f9d5847e2d8ecedd0f043108ad6
53.333336,55.666668,54.000004,68.0,58.510639,c27d1893afdebbde336433b9b1b46638
56.666668,58.166664,57.333332,69.333336,53.666668,cea4a7c89a31eb7858193e4ff075fd9e
48.333332,49.333336,47.333332,54.0,44.0,89854a41147b30e24291ff44e007823b
50.0,52.0,52.999996,63.666668,48.333332,9236cae9ed7baa27ffa325e9db967f68
95.0,47.833332,43.666668,49.333332,42.333332,7b7da41a193dcd80f799beb559c1fbad
90.0,58.333332,58.666664,53.0,56.333332,181a42151308c7acd449d72395ec4dab
45.0,54.000004,49.666668,64.0,51.333332,c02fe29e9d4252356b1afcdd6cfc7af3
53.333336,47.666664,45.0,64.333336,47.333332,d66a27fa856062aad4832b967246180f
26.666668,47.666664,53.333332,67.0,44.666668,94090c9f956327d34ec48689b133234c
40.0,43.166668,39.0,56.0,51.0,52ff4f416bdbe30d7f88364e11ebbaee
51.666664,50.666664,53.459122,66.666664,50.333332,64317f36e65e68577286e09bfbab022b
41.666664,47.833332,42.0,50.666668,44.333332,c840493a42e0e9a57b6d82ccee9c8af4
50.0,51.5,49.666668,63.666668,53.666668,c31ff64f873a966d228a110d3280de3b
48.333332,60.833336,57.666664,72.0,58.0,15cf22393280cc9c3650ad74bdd92b59
50.0,30.000002,73.0,86.666664,76.0,61d574ac8c25243e5d4b840f4ea982e9
60.000004,63.166664,66.0,79.0,58.666668,7dfb0592d0e22dad80c64662ee1fc059
55.0,57.333332,58.0,68.666664,55.0,25f7fb7e5362200a33bc5d1d56cc95cf
51.666664,68.5,65.666672,87.0,73.666664,052fe11aaad542264f5d569ef90ecc0e
50.0,54.666668,52.666668,60.666668,53.333332,902ca6c817f436a3b76329976af98638
66.666672,54.166668,51.0,68.333336,53.666668,4026da40f0a74220556f3e1c4b2f5035
46.666668,56.666668,55.0,63.666668,57.333332,2aa255cd2049dfc4a2e9f7e5b3177ab0
51.666664,45.0,44.0,66.0,51.0,2f8f42ef66aad8c17f96dee12590b3eb
93.333336,61.833336,59.666668,83.333336,50.333332,3b7e10dc8b96497c6f7e240d08e683cd
40.0,44.833332,42.0,71.532845,49.666668,2003571051f8469837c21fcae33ed70c
61.666668,61.666668,63.0,80.333336,61.0,e9334b3e3c6bc36a4f5e816925c3a5f6
100.0,58.999996,0.0,72.666664,0.0,90aacee187255d1f880229e3d84afc97
46.666668,48.694031,57.575756,59.803921,45.180721,0f2fa2066c86d878c3806b31c341ba1a
98.333336,69.333336,71.666664,83.333336,69.666664,174594ae32565532a673316987e3912d
48.333332,51.333332,60.483871,59.666668,50.333332,d4d4e66658a6d69bd6aceea5ec4dae8f
51.666664,41.833332,37.333332,51.0,42.666668,7624a2ab8c2440cce7e47331b255eb27
88.333336,64.333328,72.0,76.666664,71.666664,629692c9ced0f80d1edb22bd672dde44
56.666668,43.333332,44.0,48.333332,48.333332,5d59d0042f95012392c460b41178e47b
59.574467,60.666668,57.200005,74.333336,0.0,22723031d7abf482be8f1796c1fed155
60.0,52.166668,51.0,63.333332,48.0,ec9a069ad9c0083071c7b5ef77555af0
71.666664,61.5,58.974361,69.333336,100.0,18b82460acd3c585ea08a0aedeb2e859
53.333336,45.0,43.0,57.666668,36.333332,2243a0edb31661f2d3eeeb26807e5858
50.0,49.666668,46.333332,64.0,46.0,3259f682b743c43eadd002cc59d319e1
0.0,36.0,35.666664,69.333336,37.333332,42e4d5ed3d8c26f525f3882d81d91c36
100.0,60.000004,60.666668,73.333336,54.666668,33823c8b89e147c673f7f43ed7b938db
96.666664,62.0,60.000004,73.666664,58.0,91f6fadf7d829159b66f71ec086dcb1b
100.0,71.333328,78.333336,87.0,60.333332,26c7604e2110c9df8eb225884ae6eeeb
55.882351,55.5,0.0,65.333336,0.0,224a28a725adb83ef3476cf0c2e60a8b
100.0,58.0,57.333332,67.333336,57.666668,49d8fbbd3300cac8f2b7882b630ef12c
53.333332,46.333332,45.666668,66.0,40.666668,a3f727f36af962e37125cecb8b15d3f7
56.0,51.179249,50.666664,0.0,0.0,32c57f3592f8d23a5c36c3f4f8a426ba
91.666672,62.333332,63.666664,72.333336,60.666668,189715c17b7127128b68cfef6d58ed25
81.666664,51.333332,49.0,67.333336,55.666668,dee4b36723de263384d12d674f26816e
86.666664,54.5,54.000004,67.0,60.0,2bbd26f17484b842f81ecd3cca9a569e
88.888885,62.091503,0.0,67.5,0.0,d003b66f2ebc1ede22ed2aa71ccf9561
80.0,64.833328,66.0,79.666664,61.666668,353a0da4d2a5391b2adcb92047a44b8a
55.0,63.833332,63.0,76.0,60.333332,65c870e0e3af830f888d3dd360e0b84c
98.333336,58.833332,58.999996,70.792076,61.0,428d779d03183ed234ec99c9b55224e3
46.666668,58.666664,60.666668,76.666664,55.333332,49f468466f91dc59a234cfddcb133636
,,,,,db68d553f372ed4e463c9e70db24a5af
100.0,58.833332,59.333332,70.666664,62.448978,fea84497bacb22821f3802de6976dcf5
35.0,60.166668,58.0,73.333336,66.666664,1072209b94f7238f673b9e2ab24673b7
53.333336,59.333332,64.0,70.0,66.0,eb71034d115ad4cf7cfe0a29ae5943fc
46.666668,60.666668,58.666668,73.0,61.333332,2728682f9f4fee06a87d9c956efbc803
64.285713,50.595238,58.0,58.57143,66.666664,4a4a84b697bde5553aa923ae9d13fe84
45.0,44.333332,43.666668,55.333332,40.909092,b4b2a731adb78dc528689edddf9fdaa0
85.0,67.333336,64.333336,79.0,65.333336,84357c0241e6736903e4e422aa3a08d9
63.333332,56.166668,53.333336,65.467628,59.333332,f3ceb1dd00fb8402047598792ad1f8ae
85.0,68.333336,64.333336,77.666664,51.666668,dbb344cef056b5dc5c8c3313a416284f
52.941177,53.421051,50.684933,57.575756,58.620689,fa6c9626709c389c9bfb3ce357cacdc8
88.333336,55.666668,58.333332,63.666668,58.0,9e551ce788f54fb43fbdf88551f83434
46.666668,41.666664,37.333332,57.333332,40.0,a4efc1d7c6a4e4d3cfd02ba364326180
100.0,70.666664,69.333336,91.0,70.0,5ef03db5557aed94826792a515809b6a
51.666664,57.833332,55.666668,69.333336,50.0,edd1adea6cd980f8b4db0ab376634bbf
51.666664,59.333332,54.333336,71.333336,59.666668,ec315b6080878b5b395f7ef83a4a1137
100.0,49.5,49.333336,66.666664,56.470589,9a72823fcda0dcd310edacbe70c9b3a7
100.0,71.666664,66.0,86.333336,74.0,4c70141f1afa1b15f57d31776c92d081
48.333332,37.833332,39.666668,45.333332,43.0,4ae726138aaf035bb1003aa4a4aad770
80.0,57.166664,48.333332,67.333336,50.442478,e2eb47d5f66b072b1577a41df888bdcd
70.0,55.833332,58.999996,64.0,55.248619,7b3d8c4ccd7b7fd805dfd4025dac9011
50.0,52.499996,49.666668,62.666668,56.666668,db4c8d1a10c670a71db558bac80cefe3
48.333332,41.166668,32.333332,57.0,37.333332,aacf07455d3db27a0710a9708660e2b1
100.0,73.333336,0.0,100.0,69.811317,d83289d0b1377ab89e77851d623afa6c
0.0,0.0,0.0,0.0,0.0,a659d4dbccdde252737f47ace9ec6a80
,,,,,e08d243f31102b6c2a11b95c73adc75b
53.333332,64.833328,47.36842,74.666664,90.0,a6d6d9d1c5aa55cc4480999d59727c59
51.666664,50.833332,1.333333,62.0,48.666668,9efb03e5670aa6ea770a4711c550ecea
96.666664,65.666672,68.666664,79.0,61.666668,d97ea64f5a3db50f3a158328edf935f4
91.666672,55.5,49.0,56.097561,33.333332,233f05bdfae2a84501b24ef4190e9a22
50.0,56.333332,54.0,68.0,57.0,0860fd93bc89f27f85fdbb0b16a5e5e7
100.0,76.666664,0.0,0.0,79.333336,072528911ea01b8aecda399a3c01d6b3
50.0,61.5,57.666664,68.666664,54.676258,ea2566150af0cea235f705d65534e728
71.666664,54.000004,52.0,63.666668,58.0,cce4bd09f2f002733be7805a290e0467
50.0,58.0,59.333332,68.666664,55.0,4a5c51f0ac7e87353e32480e3b7e3978
35.0,47.0,50.0,64.666664,47.666668,d9b901750bb7ab4677d572dd4fa4b42a
56.666668,50.0,47.333332,33.666668,48.333332,a0550867b2f608ea37f0d90d347cc49c
55.0,47.166668,48.666668,57.333332,48.333332,85babaf867ee2182e9f4b478b56e644a
61.666668,55.333332,55.333332,72.0,51.0,16d4000a05692bd60ca8526d748c125a
75.0,61.29707,59.666668,0.0,100.0,b873fa0320ea3a7f1c0ffd63c41e4be1
46.666668,48.333332,46.0,65.333336,49.0,b1d603cca3a06d4243c4c3885c72eef5
46.666668,58.333332,61.333332,70.666664,61.333332,2d4c89ea7c33148bc2b35a1a80c8c935
30.000002,45.166664,49.666668,51.0,45.333332,d05e65891057cd6d6284fe55c77a5b10
58.333332,59.833336,60.666668,72.666664,70.333336,34e0803733bcaaec5301ac21e33519c4
64.864861,51.335312,0.0,0.0,51.333332,8afe554b304027f85fc6fd9adc0b3d90
90.0,59.333332,60.000004,100.0,100.0,691d6e3cd21f9658b5bfa9a7034e1239
98.333336,61.0,64.333328,72.0,67.666664,ed9394aa1593c5fbc16f81e49ff9a18a
45.0,33.333336,34.666668,35.0,39.666668,ff553d41736f8cd4ac40adcea1e066ed
63.333332,62.5,64.333328,74.0,60.666668,58cec55e83fa831f7d6a6a816242b667
71.666664,49.5,48.333332,60.0,51.0,fc8b04c1aa6718449cadf5d1389c586b
56.666668,53.666668,54.333332,67.333336,49.0,b38225ca78766077c1b59531d6fd3af2
50.0,61.5,75.0,70.0,63.636364,048da2db33a1b56e12487f5c47a7f1fd
68.333336,65.166664,63.333332,71.666664,56.0,c8a1a4f33d25f81eadb2ce0b9a8fc8ad
98.333336,55.0,49.0,70.333336,51.0,04460007eebc9875691785b39010be7f
84.615387,64.245811,0.0,74.45652,54.71698,fee4da8dfda5ea8382ed70af8a0daddc
85.18519,56.333332,52.499996,57.142857,62.0,2f49ce22e0c90b2cc7dfe9785bd3f3bb
53.333336,51.833332,51.333332,52.0,53.666668,bc9bd30de535c8c7f2cd74081448d1d5
48.333332,57.0,55.666668,64.666664,55.333332,94af27aa83c61cb6057d962d80a26ec2
48.333332,56.166668,60.000004,68.0,56.333332,0352c6a768014a8e822fc3a2ac585319
46.666668,49.833332,52.999996,58.333332,47.666668,ff5f71ebcc76a0023e80876aee9ed180
48.333332,63.666664,58.666668,70.666664,59.666668,25a88ba1f53491b509c175ebe6af0c19
50.0,46.333332,42.666668,74.333336,48.0,e84846846074d3bbeb45a0baa10dc463
100.0,74.333336,0.0,81.666664,0.0,4dda57dbe645890347feb57dc86dc4e6
51.666668,63.5,66.0,69.666664,68.0,947a2b9f2b14c33d52b93331a348db13
76.666664,62.166668,65.0,73.666664,62.666668,dd7604c9123d076e9d1fc7617bf16838
48.333332,49.5,50.333332,63.0,48.666668,f4d3629a13a469c9cc50d3b48e6e579f
78.333336,58.166668,51.0,69.333336,72.380951,46aff34bc820e464f7abee5fa89e30df
56.666668,61.166668,58.0,71.333336,100.0,61d3ef633109b47d4e8fe1762ea440ac
50.0,52.499996,48.0,62.333332,51.0,6258b1f20213096112679f2257f52cbb
66.666672,54.210526,38.46154,63.725491,36.363636,b5df85dcb741d84670dc2ca6360b1b44
100.0,62.333332,60.666668,75.666664,53.333332,6d13f7344d5aee653d4f623344c801ec
100.0,63.333332,61.333332,84.0,66.333336,278ba95b2addabb9edcc277def8a96be
95.0,51.833332,52.577316,61.0,66.666664,ce1a5c6fe0216202f940be27daf5a1cf
86.666664,58.333332,54.666668,65.333336,50.0,25ff9051570c40213ef3e6452f4134f9
50.0,57.833332,49.0,68.333336,56.333332,3f98539e614873797102e754873b881b
