recent_win_rate,recent_kill_death_rate,recent_assault_rate,recent_sniper_rate,recent_special_rate,ouid
36.666668,51.0,52.0,55.666668,54.333332,847c6e4a25a0ae9da06542b8b34e01d4
0.0,57.777779,0.0,78.571426,0.0,8e1780ebc367c8305e7c667bb7af65a2
95.0,57.166668,57.666668,65.333336,55.666668,282635d7a7febf09f6c6b75d2b4e53cf
48.333332,55.5,59.666668,64.333336,55.0,fbe05878f8cab4157b041b81814c73fd
48.333332,49.5,51.666664,67.0,49.666668,4b1e12a61248eea9ea7f78f71da6b86b
41.666664,48.0,42.253521,58.333332,42.0,20e33b6b3e0e957df549b3dd6ebf689d
100.0,61.5,62.666668,80.0,63.333332,9a8e0f12855b23c60c1ebe54564e226b
98.333336,56.5,59.558823,61.333332,55.333332,1ebc186e9f889fa3974a406aa09fc829
76.666664,57.666664,53.666668,66.0,64.666664,73fda248ff16eede5471edd2d0cc9359
68.333336,58.999996,60.000004,74.0,55.0,ccd01264eed929b82d4003fcdce85736
51.666668,56.833332,57.0,64.0,55.333332,fc68a32950692ff790bd92cb066a64f0
48.333332,58.333332,58.0,68.0,50.0,502b6e40e6cef4db201a588c20f73977
,,,,,805397ecbb640a9e4188a9baf1b2eeb6
96.666664,62.5,69.0,76.333336,62.0,54426b475bfc0c84eba9e490bd0ecae6
68.333336,58.166664,58.666664,69.666664,55.333332,28881b22e56d1ebbf792d94f5fab6ed2
95.0,83.5,80.333336,81.666664,79.0,b50e93b420473990d23459de55b61203
88.333336,62.833332,65.666672,75.0,64.0,0f9cfab8569741459e9c2a440df4a74e
78.333336,48.833336,46.666668,66.0,49.0,829b554a9d54873ddd2c8d14efe96680
55.0,57.333332,59.0,67.666664,60.0,c66ffea284872e0abf389280359bc617
95.0,56.833332,52.666664,67.333336,58.333332,f790fef8b19ccf53a5b32fafb52ff105
100.0,70.333328,79.0,79.333336,79.0,a562d72f5e2a91814cde18aa5a0c9b97
88.333336,49.666668,47.333332,57.0,54.666668,ee09be66fcfd5a10672223d9f542585c
51.666664,49.0,56.25,57.0,44.285713,a5cd9595e1f9325195c08629431ab9ea
