grade_ranking,season_grade_ranking,ouid
519.0,14438.0,a97b902fb4df840c106018b28005c6c1
512.0,410.0,0a84e557e15a9426fe9f3bbffa0ef2b9
101836.0,49432.0,1f86bfafdf027296c104b7d985d14e71
516.0,101759.0,f1d419c22f9c81e4f4ab821cd31884d8
523.0,2055.0,cffd6904b3ef10b6e0353fcef1750689
525.0,1059.0,08d4d1fa0dcc4a7dddfb57728bfeb2ae
525.0,35540.0,9916598ae81bbbad03cb91129b06d217
526.0,931.0,6aa748988f666571d9af07c17941cd25
524.0,1416.0,b4775c8c1dd198d8a35b471a6d22f13d
515.0,322552.0,d1d1fb6bb1f68bf8f4948a355b5ffaa9
528.0,297.0,161197812850b4480adda8e1e5c22750
530.0,1780.0,62c861aa5601c86000d135dcf7c1862f
531.0,80572.0,36c46d331d65cce5429e27aa4944c5ee
532.0,119338.0,2cb4fc63b93d15eebc07245eca4e8c81
533.0,891.0,93ff1b46406cf53dd8d596f65947a120
527.0,84331.0,6bef44f445384fb289ad44abc92a1f1a
535.0,6096.0,8e0e5a88ae6189345ff50ee07fe90b8f
536.0,343.0,a798cc38ba7b3f6d01659ab9ba803deb
537.0,2049.0,a7b83e25e1ceb0b44c036bad7be1abae
538.0,912.0,ae9d6c9016f2af4d632113487414ef56
534.0,963.0,c1bdf79dbe9e3a64f437f0ffa917d5a1
540.0,1040.0,22780fd8fb59381e0600fb375ae87767
543.0,2581.0,48889886f501c39df6bed8b8989f1d26
542.0,1421.0,4236821c928469ae19441ace071dbbbe
527.0,240949.0,44bb2d0de3d2979a8af871f8734b091c
544.0,2946.0,ebbdb29332dd1412c0e0fe007ec9ada5
545.0,1353.0,770d7f9d5847e2d8ecedd0f043108ad6
546.0,13046.0,c27d1893afdebbde336433b9b1b46638
551.0,965.0,cea4a7c89a31eb7858193e4ff075fd9e
549.0,30988.0,89854a41147b30e24291ff44e007823b
549.0,234.0,9236cae9ed7baa27ffa325e9db967f68
552.0,3363.0,7b7da41a193dcd80f799beb559c1fbad
553.0,3815.0,181a42151308c7acd449d72395ec4dab
552.0,1550.0,c02fe29e9d4252356b1afcdd6cfc7af3
539.0,1856.0,d66a27fa856062aad4832b967246180f
517.0,5300.0,94090c9f956327d34ec48689b133234c
555.0,1254.0,52ff4f416bdbe30d7f88364e11ebbaee
557.0,519.0,64317f36e65e68577286e09bfbab022b
561.0,1220.0,c840493a42e0e9a57b6d82ccee9c8af4
559.0,1944.0,c31ff64f873a966d228a110d3280de3b
560.0,8267.0,15cf22393280cc9c3650ad74bdd92b59
564.0,776.0,61d574ac8c25243e5d4b840f4ea982e9
562.0,7465.0,7dfb0592d0e22dad80c64662ee1fc059
543.0,6556.0,25f7fb7e5362200a33bc5d1d56cc95cf
564.0,6344.0,052fe11aaad542264f5d569ef90ecc0e
565.0,3760.0,902ca6c817f436a3b76329976af98638
567.0,100854.0,4026da40f0a74220556f3e1c4b2f5035
568.0,20566.0,2aa255cd2049dfc4a2e9f7e5b3177ab0
569.0,68902.0,2f8f42ef66aad8c17f96dee12590b3eb
570.0,2340.0,3b7e10dc8b96497c6f7e240d08e683cd
572.0,1762.0,2003571051f8469837c21fcae33ed70c
572.0,1164.0,e9334b3e3c6bc36a4f5e816925c3a5f6
573.0,6077.0,90aacee187255d1f880229e3d84afc97
554.0,19512.0,0f2fa2066c86d878c3806b31c341ba1a
577.0,1317.0,174594ae32565532a673316987e3912d
577.0,8359.0,d4d4e66658a6d69bd6aceea5ec4dae8f
582.0,66562.0,7624a2ab8c2440cce7e47331b255eb27
581.0,1652.0,629692c9ced0f80d1edb22bd672dde44
581.0,319.0,5d59d0042f95012392c460b41178e47b
581.0,43224.0,22723031d7abf482be8f1796c1fed155
588.0,168523.0,ec9a069ad9c0083071c7b5ef77555af0
587.0,487.0,18b82460acd3c585ea08a0aedeb2e859
587.0,13457.0,2243a0edb31661f2d3eeeb26807e5858
589.0,416.0,3259f682b743c43eadd002cc59d319e1
590.0,1366.0,42e4d5ed3d8c26f525f3882d81d91c36
591.0,878.0,33823c8b89e147c673f7f43ed7b938db
592.0,1267.0,91f6fadf7d829159b66f71ec086dcb1b
593.0,30133.0,26c7604e2110c9df8eb225884ae6eeeb
594.0,3288.0,224a28a725adb83ef3476cf0c2e60a8b
593.0,259198.0,49d8fbbd3300cac8f2b7882b630ef12c
597.0,6671.0,a3f727f36af962e37125cecb8b15d3f7
599.0,3121.0,32c57f3592f8d23a5c36c3f4f8a426ba
601.0,3389.0,189715c17b7127128b68cfef6d58ed25
601.0,2549.0,dee4b36723de263384d12d674f26816e
558.0,133766.0,2bbd26f17484b842f81ecd3cca9a569e
568.0,290169.0,d003b66f2ebc1ede22ed2aa71ccf9561
602.0,24.0,353a0da4d2a5391b2adcb92047a44b8a
605.0,2728.0,65c870e0e3af830f888d3dd360e0b84c
606.0,1210.0,428d779d03183ed234ec99c9b55224e3
608.0,2060.0,49f468466f91dc59a234cfddcb133636
,,db68d553f372ed4e463c9e70db24a5af
560.0,231541.0,fea84497bacb22821f3802de6976dcf5
611.0,14913.0,1072209b94f7238f673b9e2ab24673b7
613.0,282.0,eb71034d115ad4cf7cfe0a29ae5943fc
611.0,162554.0,2728682f9f4fee06a87d9c956efbc803
615.0,75.0,4a4a84b697bde5553aa923ae9d13fe84
617.0,6383.0,b4b2a731adb78dc528689edddf9fdaa0
618.0,104459.0,84357c0241e6736903e4e422aa3a08d9
619.0,5715.0,f3ceb1dd00fb8402047598792ad1f8ae
621.0,596.0,dbb344cef056b5dc5c8c3313a416284f
621.0,178.0,fa6c9626709c389c9bfb3ce357cacdc8
623.0,2119.0,9e551ce788f54fb43fbdf88551f83434
624.0,10235.0,a4efc1d7c6a4e4d3cfd02ba364326180
616.0,64.0,5ef03db5557aed94826792a515809b6a
626.0,4910.0,edd1adea6cd980f8b4db0ab376634bbf
611.0,145358.0,ec315b6080878b5b395f7ef83a4a1137
628.0,1139.0,9a72823fcda0dcd310edacbe70c9b3a7
629.0,2540.0,4c70141f1afa1b15f57d31776c92d081
617.0,20579.0,4ae726138aaf035bb1003aa4a4aad770
632.0,22105.0,e2eb47d5f66b072b1577a41df888bdcd
631.0,2583.0,7b3d8c4ccd7b7fd805dfd4025dac9011
633.0,24607.0,db4c8d1a10c670a71db558bac80cefe3
634.0,702.0,aacf07455d3db27a0710a9708660e2b1
634.0,435.0,d83289d0b1377ab89e77851d623afa6c
618.0,8716.0,a659d4dbccdde252737f47ace9ec6a80
565.0,135997.0,e08d243f31102b6c2a11b95c73adc75b
639.0,307.0,a6d6d9d1c5aa55cc4480999d59727c59
635.0,634.0,9efb03e5670aa6ea770a4711c550ecea
641.0,3016.0,d97ea64f5a3db50f3a158328edf935f4
642.0,7518.0,233f05bdfae2a84501b24ef4190e9a22
643.0,1905.0,0860fd93bc89f27f85fdbb0b16a5e5e7
644.0,436.0,072528911ea01b8aecda399a3c01d6b3
646.0,4104.0,ea2566150af0cea235f705d65534e728
646.0,5681.0,cce4bd09f2f002733be7805a290e0467
648.0,1120.0,4a5c51f0ac7e87353e32480e3b7e3978
648.0,1717.0,d9b901750bb7ab4677d572dd4fa4b42a
649.0,4763.0,a0550867b2f608ea37f0d90d347cc49c
650.0,6796.0,85babaf867ee2182e9f4b478b56e644a
653.0,6282.0,16d4000a05692bd60ca8526d748c125a
653.0,489.0,b873fa0320ea3a7f1c0ffd63c41e4be1
654.0,10224.0,b1d603cca3a06d4243c4c3885c72eef5
653.0,194250.0,2d4c89ea7c33148bc2b35a1a80c8c935
658.0,24084.0,d05e65891057cd6d6284fe55c77a5b10
655.0,3663.0,34e0803733bcaaec5301ac21e33519c4
654.0,216.0,8afe554b304027f85fc6fd9adc0b3d90
619.0,19.0,691d6e3cd21f9658b5bfa9a7034e1239
656.0,419.0,ed9394aa1593c5fbc16f81e49ff9a18a
661.0,2373.0,ff553d41736f8cd4ac40adcea1e066ed
662.0,6652.0,58cec55e83fa831f7d6a6a816242b667
663.0,409.0,fc8b04c1aa6718449cadf5d1389c586b
664.0,762.0,b38225ca78766077c1b59531d6fd3af2
665.0,6942.0,048da2db33a1b56e12487f5c47a7f1fd
652.0,239103.0,c8a1a4f33d25f81eadb2ce0b9a8fc8ad
667.0,73124.0,04460007eebc9875691785b39010be7f
669.0,4736.0,fee4da8dfda5ea8382ed70af8a0daddc
653.0,234978.0,2f49ce22e0c90b2cc7dfe9785bd3f3bb
645.0,195345.0,bc9bd30de535c8c7f2cd74081448d1d5
681.0,1212.0,94af27aa83c61cb6057d962d80a26ec2
672.0,32484.0,0352c6a768014a8e822fc3a2ac585319
673.0,840.0,ff5f71ebcc76a0023e80876aee9ed180
674.0,12594.0,25a88ba1f53491b509c175ebe6af0c19
679.0,328.0,e84846846074d3bbeb45a0baa10dc463
679.0,11696.0,4dda57dbe645890347feb57dc86dc4e6
676.0,40482.0,947a2b9f2b14c33d52b93331a348db13
674.0,155.0,dd7604c9123d076e9d1fc7617bf16838
680.0,889.0,f4d3629a13a469c9cc50d3b48e6e579f
683.0,34018.0,46aff34bc820e464f7abee5fa89e30df
684.0,2384.0,61d3ef633109b47d4e8fe1762ea440ac
683.0,2128.0,6258b1f20213096112679f2257f52cbb
682.0,8201.0,b5df85dcb741d84670dc2ca6360b1b44
685.0,42622.0,6d13f7344d5aee653d4f623344c801ec
684.0,2982.0,278ba95b2addabb9edcc277def8a96be
687.0,4911.0,ce1a5c6fe0216202f940be27daf5a1cf
645.0,73870.0,25ff9051570c40213ef3e6452f4134f9
684.0,2111.0,3f98539e614873797102e754873b881b
690.0,16571.0,f490ba66535ff10f1c2d87a0c7c3d9cb
691.0,3004.0,4253443af73006999fdee1a0bee00f2d
692.0,5431.0,07b7a8900f1bf2754fbdfebc0ee88c5c
694.0,915.0,b9b659592387b4720333f1232376ab43
694.0,994.0,73ff95ff65289cdefab1d2fd698df089
695.0,1296.0,2935eedaca3f5d6453fd894e08be838e
699.0,1485.0,94ae30ffbed3f35fb0bfb579643e573b
697.0,256.0,d6cf12119bcd66714c95922f560ae8dc
698.0,624.0,48bec16f5cc92d9a112748fe35175b53
699.0,556.0,7005a72ff3cebf6121de204b4ddf42af
700.0,264.0,b1c090d0493f9e708e4796f05c2738f8
676.0,47710.0,f37d765295f9ebb1611fcbb19962327f
702.0,31904.0,0ca2a4083631691d9d35f6737a322ffd
699.0,30868.0,5e9587056cd610d14facddd0d83ee712
704.0,24023.0,81d427e54d953e876dc844269d61f060
448.0,10749.0,f694d0a11957bc99731e13907764f5e2
707.0,575.0,562fdd34b4014e932cf7998b412425e3
748.0,27820.0,d0a41382c7748a6d96f7505a6686f053
711.0,7989.0,9ad5409135350024094186327d717d26
712.0,1276.0,a2aa414694cc9a3198d5d6183609ded8
712.0,15050.0,c35525f08ec5c2af9e1ab4d9233e02de
711.0,30581.0,88512eae6b2b9af0c1c53303ad00812c
714.0,7322.0,5f9e8b0578c0650dcfb1386023b14c8d
718.0,4535.0,81e2652b7a0bb9151b2cd5db442229fa
688.0,568.0,e84af445c033ae2b4c68cff984e3e951
721.0,4171.0,26d301c6fc02d9a22c2ab6269c399a97
722.0,286.0,dd05440e0b1e6605a136d187812e7318
716.0,248.0,061e4c00117da1d0bc28ac3d3a583959
722.0,5889.0,394a4b8701baef2a4e023613fb309b96
723.0,1182.0,60cab1d8cc4a48184ad854a3fd878a2a
,,90d0fa0eef2ecd494de03b3288fa7e0e
725.0,2677.0,957e39aaf2d8667291b2852287add228
726.0,159499.0,54f98e074e8b2230fc9db61965d93176
727.0,2254.0,ef335cbb91a04867d33af5039cf98e97
728.0,3091.0,609978bf310642b749cf0b011879e2e9
729.0,421.0,ee7db77dc862a88e06ff86728bd9737c
711.0,4145.0,f90470ae8e245f7ddd1bc9eb5ce8d7dc
731.0,811.0,080a2ecb557c6b24992a9f62b3ca8446
707.0,163426.0,1833098c36962cfe60d9f85a0745708d
733.0,324.0,a88af2be65e0ba8b2b601a6c7c28f6fa
545.0,47237.0,ff6fb5fa190b6b408a46be54c37f2627
727.0,332483.0,063536b196ffc04e1d2beabec0dfe894
736.0,4400.0,7da3d43e89e91fccfa92694041daf1f9
728.0,2947.0,eaba7b4fce4e637d3c7f1e72e52ead01
738.0,3112.0,0eeb1a96a02e120cb5660652d6accbdd
739.0,415.0,ec6b0f70f474323660bc4e816c83ce83
742.0,9287.0,fbf2bb19f450161678db557e07f267a9
741.0,364.0,ff0a3be194396e139d9aaf35f2a53c48
743.0,5299.0,99ac226ac4e9885d7ded14e477ebe5df
744.0,445.0,2354d5cd6e5c01b2a197525aef874b14
745.0,1156.0,6c979b69b0201030c178c6cada8ad70c
746.0,463.0,d2881d87c396594f3b415ab7bc484b23
747.0,597.0,0664fb9951acb88f50431dd59ca84f6f
715.0,27923.0,109b9d64b1953906391fe111ce7fdece
743.0,737.0,bd652cdc1d4de03de68670ca62719b51
755.0,3770.0,9a6053c3e3bb782c3cbce6124d8c5af4
752.0,18742.0,0ae58240e392aedf81a66bc7928a20c6
753.0,1428.0,0dd339d73862de3ab11ed39680c7dfc2
754.0,728.0,047614dc5507d8d986d6fc4a4e533745
755.0,9308.0,aa2bdc208e4200f5e47e658a45ebb6ba
756.0,5213.0,0c9a6e4fdf320ffc3e8cb7fda7e4ce59
757.0,16336.0,eb30b64a5db903a10222cd94e6af6644
601.0,733286.0,de54a241e3c3fa4544ec473032c471ae
759.0,12115.0,d53de16b99922c976294d61a5631b390
760.0,6544.0,c73a22b6f14334fa6ab295360002c2fd
764.0,13469.0,dd831c84c5923403c493428fbe972528
763.0,1987.0,8a75e746de5b443a2819a666741a2810
764.0,37018.0,da784611a27e752ac2bb69eaecd52097
740.0,13658.0,04d1fd5419e6e82352ccd480ece65748
766.0,253.0,742bab1bd01f243b4e537ef6c7eddaaf
767.0,1048.0,998ec5ccca58432bd6f7fae53ccd7282
768.0,3133.0,5b806171408c0c03d3c5ea33b9452c2e
769.0,1390.0,ab957544c77edf2180c2683690d03529
770.0,43.0,3b111174728458ca728f88919f735be2
771.0,660.0,4b98e9279df9cbfa3cd3e4f7d471c1ab
769.0,647.0,c900fddb6efadc9a6fe1adb5ccdc6bd7
773.0,2732.0,813e99aa1a6bb869047346cf7e716c33
774.0,24751.0,5d408131705530dc8d65542f49156355
764.0,86.0,11aece3ae32c91a5d48da4f02005a108
776.0,6501.0,464b7daceba55f87b802acf5e77d7c7f
777.0,8501.0,6b6e604df13b0199a3ac751d07f92405
778.0,5477.0,be25881a2468c9d111b5e3698ccb1bcc
779.0,3004.0,874b67358c3c0007007f356ad01e60a8
783.0,8730.0,4360cf85c54fc6702245ba2fe96eb290
782.0,121.0,bf7d5222ef429a9b6818ff988c1be03d
783.0,1158.0,bf652982b913038e6a9dd6f88aedb24b
785.0,14299.0,e9817aa012d45bf5471ea800b898d425
788.0,16378.0,cab1af0b6ac9a716069bbaf8870c73c3
785.0,17073.0,458dce09541d8b4dd645bc4bbccc22ad
789.0,1588.0,0bc879293cac66c60e75d4de22a1db52
782.0,5.0,8a899769658d5e33111bc30818ecbda0
792.0,7994.0,9067d56638c1546f52ece1404db99c35
792.0,11.0,0edf8db49fdf58df2e3936c64e639d4c
790.0,1641.0,aa515d5d04402bd2b4eac3fba339f74f
626.0,1596.0,1e6527c60406b80bfe7efccf8e4a99ba
795.0,4780.0,297f0ef018b8754e1434ec62740c9070
785.0,102199.0,bc10c4aa858abaacce48310f2a007eb4
791.0,812.0,5ed87a8d004353c82153666292cbef9b
1328.0,31358.0,2c82f5dadcdbd97052375e17fbfab8e3
799.0,381360.0,86f0cccfaf8edfd27f2ae6bf40549d63
800.0,5287.0,fe1db468c66d4a2f236ec02e34576895
803.0,468.0,c69b1ec7532c5c4d495f037fee34001f
797.0,818.0,f4b52fa433911e56c82a1c9aae7f9273
804.0,506.0,321678412158fc4f9c7f4b334129243a
796.0,1144.0,9ab732a986fb6f3d79010c349c79306b
782.0,40679.0,290a0881c96db9a29b8dc36da1d02466
806.0,394.0,1fdcd39af6d1e05c095d252aa6b4195e
793.0,56.0,cc21eb3edce8e8e00eb9f10ea7f3c193
809.0,135047.0,13ff47a0fa9431b003787acd37e59fc6
810.0,5595.0,302cf3d52b39a070bbf935f877ed4971
811.0,9907.0,14e3eb4e46c747050094146c71491125
659.0,936442.0,1e54053c4dce0398db146f79f3f47ace
814.0,3791.0,bfb205e04580253c93e529d330032b36
800.0,5802.0,34c790657d152676e77f3316e7275983
815.0,584.0,85f2eb8083a04e3c86cd4fdfd5b8d954
618.0,171702.0,225f7e878dcb9e69ba93dca8f612504c
817.0,20534.0,a918ac309520c1f6781708a6e68bb130
806.0,42522.0,9034bda6cda258f467572040a15445f9
820.0,4632.0,42bd97e135f5beb27e8db1b7b0d0ca66
,,b75bcd48b8f95f858171c3ec00286349
824.0,1178.0,be2a967ffaf8501027b4fdceebe8c232
823.0,6146.0,2c739264096a813f3d670ff0bd326a3e
781.0,202555.0,448d59cb382c4100f083d393680f2ee5
813.0,883535.0,7a4be4cd67e5ac38a4b67784d41f99d2
793.0,46965.0,c02c1e967e4ef17e2229afdc4507c1db
827.0,4469.0,75933946369cfffce26709dda131a1ce
828.0,31970.0,4bc70905956ded382326fe37d33a1f2f
756.0,1152.0,f0195e57d8b8ec2146f882fc71cda4c1
831.0,877.0,b56f0d2691245f2571cf3b9f1db8f115
835.0,1914.0,05a18cd649ee37f1af1483b77be9636a
833.0,2111.0,d3957ebda91a02b6a293b0bdf9351d1a
834.0,137038.0,dcf10cd5b38307f0be40e5ec8b0552bd
818.0,1087.0,aac436fe720a847cdfb4d6b6acaca36d
836.0,2857.0,74cefc43c05dabb71cbabd7c108fc27f
831.0,1428.0,07de6556a78d8a90a248686b1e8050d5
838.0,1502.0,ebfa759b4e5684fefe8ad4b1cf2afd9f
841.0,278227.0,08eda9546e5f1fb347c1c1baf9995fe0
843.0,63792.0,5d9824a4a3caf71975b4582e5c15172c
843.0,5235.0,c582896d49ae12fa1bcb1fdeef3fc79e
840.0,4335.0,32c72276a29b4c933693cbc2a95c25a4
,,a4b7bec52f5633ad0e6f8837fdeb5a97
846.0,6314.0,93be843504a5f52ccb3b206f3382b7a0
843.0,90753.0,02f7b46afbb4a512444950abcaa82fc5
850.0,6174.0,a1c86f2664ef0e1154e6c91c68355118
825.0,1507.0,cb9dc495f934fc020a64f5d679079983
600.0,410931.0,1ab75b4f4b2e6b652dc5a52ca36c42f1
844.0,977.0,679f72357e5307d22d88d03955075519
853.0,93777.0,bf0e9f16bd742d6ff1c140c450752f53
854.0,2380.0,d7a4b30fe2bf5aee4d4fe5d227453151
859.0,217.0,165f9d75f76689ecf5a6e5380749af64
856.0,5799.0,97db329778c3ac87524c8c52c3a9e78a
857.0,10769.0,2b74d979470e71bff7d4b189ee4788c8
861.0,10233.0,9ca9c9cef7e51b9c477b9a59f92df81f
862.0,1062.0,1a7f2212c416e739e262975fc9771b32
859.0,9936.0,2367552c16d60ef3c469e83c1a12f865
865.0,49988.0,8b18c4e0a836f13f380e07895554bfda
863.0,401.0,e850740bb69a6a7ad75c27fba5ebcf1e
864.0,635.0,e8eac1a3b5a5a59a602ddc4d1e14bd9d
858.0,2883.0,0f4b38c4a1c403e99090af70b584f4db
866.0,1856.0,c502d3fd5758722587e8cd9e198e330f
656.0,258521.0,cbcea67075a87428c839e15efc2d9e30
869.0,11520.0,e46d4a5de0af0d4bdcb1feded8a6db8c
870.0,16686.0,06aa26986feabc7a6fb3a47842f62505
874.0,3405.0,3f0ac62f6ad7d5694c320da8d2fc7538
695.0,5631.0,0e76d3d63aab916b051ec98c09b33d24
878.0,633.0,5798c06fe07f4617c7fa9d7742972654
786.0,227662.0,ee7e103078c7a3b1c9ffff46368dc8fd
881.0,36527.0,9ec56da7ab9d01350ee28cfa9ee404f1
880.0,665.0,aa3de16816bef2bc2685d5c9b269128c
879.0,2128.0,387472745545c752f7933119441c39e2
883.0,16861.0,ee2e50222837cd55102dd375873d1364
884.0,1514.0,2aba1ddc5b1637c56e73fff004b850a8
885.0,14615.0,273fc7cacbb72e25dddc8703a37c4f68
886.0,8700.0,997f1bbcf0d794553dd5cd3e8ba2f31a
891.0,2652.0,a4ae38c88df1ff2017f150330339a39d
888.0,6672.0,b011e8a735e4bbf067688287a4f5d689
884.0,11809.0,15adce07e64a4eb8f4a84c4b04b264ef
891.0,408.0,238ab45e41be1a196441840ec914cb57
892.0,11581.0,99fdd03cfedd4e2d1e2a275c5f0ea50f
894.0,5332.0,e4f6adb7bd718c5aba0e700080581b13
900.0,87.0,988dd6365ec78a8c0d870110a69e8654
896.0,1111.0,02061ef94e66b0b019e9feaf0476adc4
899.0,29296.0,be005cfda14380a5ab1f0e965bdbcb61
896.0,50.0,1dcd6b5f45db490fbf8321ceb43352fc
900.0,26786.0,10706f53ff802d275825ee36c15c7554
,,59c2c01525734e37da87d6f6653295b1
905.0,105286.0,6f646e98f6cbe679aacbfe14733691ca
898.0,657.0,e6c831cafc641abaf4336f8b28a58142
905.0,608.0,1ef648ff7e16c517cec9b71110978e27
907.0,6539.0,9cd47aec7dfdd7f51ed31f1520caf251
906.0,2754.0,07bf9dd59261298e26f3e5b169a778dd
900.0,249708.0,3448d8af4b56d5748ba5104f54c330ef
909.0,17431.0,223dc4b251c64a10660866406caa8daf
908.0,12811.0,d3315dfb5018f3acb0fc9932d90266c3
911.0,1597.0,58f18738ea6585757975e8f70991bbbd
913.0,28367.0,34114a81e834c9467e9c9bd5ffbbfee2
913.0,5598.0,337a7817d589999370235ce3bfd4cb44
908.0,480.0,09dc7f714499c12dbf439ac7725247b4
915.0,327815.0,741b229d713260f2539035b1fdeeeef3
916.0,813.0,4dc9515741bcc25dac7398682090c42d
918.0,27436.0,bc0c6b33bb6dec1f7544163c79f9166d
869.0,237542.0,63a891307be8815c201667d80d639a56
920.0,7007.0,c55e90223e61741aff2c9ce6076ff126
922.0,3848.0,b53fea4650f6aaa0dce64c16ea2f7f66
919.0,1205.0,610f234b3542806e2b0c6e5674aa5a68
921.0,1234.0,4bd46191f5c81da3a8178827bb144913
913.0,64640.0,e1647cc09499823f4b0fafd6323bb2c3
930.0,1827.0,34384d6b88c86036563b9f2f395903e2
922.0,7059.0,61638c71abdeafdf22d5d03e78d0eb90
931.0,4761.0,fb60214fffa137c2fbb198141346ab52
934.0,2216.0,2201e38168ca744bc2de0b894831b828
934.0,2167.0,3c475d36a9a7687ef34150e8194bc33d
