mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.07448825836181641,0.02272955641525533,0.007323551177978516,0.001563026115955256,0.8,0.05,5,250,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 250, 'subsample': 0.8}",0.7,0.6938775510204082,0.7727272727272727,0.76,0.7450980392156863,0.7343405725926735,0.031825144433265416,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.06306390762329102,0.004762720639622703,0.005610847473144531,0.0005849323461497593,0.8,0.05,5,250,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 250, 'subsample': 1.0}",0.7317073170731707,0.7058823529411765,0.7142857142857143,0.7450980392156863,0.7058823529411765,0.7205711552913849,0.01547004028352222,127,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.03467869758605957,0.0041086669046506525,0.005608224868774414,0.00037328771696697763,0.8,0.05,7,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.8}",0.717948717948718,0.7058823529411765,0.7555555555555555,0.76,0.7307692307692307,0.7340311714429362,0.02097293836567126,37,0.9941520467836257,1.0,1.0,1.0,1.0,0.9988304093567251,0.0023391812865497298
0.03859944343566894,0.002953593020450506,0.005612325668334961,0.0012405182142610517,0.8,0.05,7,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 100, 'subsample': 1.0}",0.631578947368421,0.7083333333333334,0.7391304347826086,0.72,0.7058823529411765,0.7009850136851078,0.036638304082637484,239,0.9942196531791907,1.0,1.0,1.0,1.0,0.9988439306358382,0.0023121387283237204
0.04783120155334473,0.006338010946888682,0.005211162567138672,0.000512908474533626,0.8,0.05,7,150,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 150, 'subsample': 0.8}",0.7,0.7058823529411765,0.7727272727272727,0.76,0.7307692307692307,0.733875771287536,0.028749832816816905,38,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.04602251052856445,0.0025410268451029156,0.005610275268554688,0.0004925243920764227,0.8,0.05,7,150,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 150, 'subsample': 1.0}",0.5945945945945946,0.7083333333333334,0.7391304347826086,0.72,0.7058823529411765,0.6935881431303427,0.05087234492912234,247,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.05522975921630859,0.004273312482207258,0.005526161193847657,0.00031811395407334525,0.8,0.05,7,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.8}",0.7,0.6938775510204082,0.7727272727272727,0.76,0.7450980392156863,0.7343405725926735,0.031825144433265416,35,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.05686101913452148,0.0033814393287531132,0.005515050888061523,1.8492431096711461e-06,0.8,0.05,7,200,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 200, 'subsample': 1.0}",0.6666666666666666,0.7083333333333334,0.7391304347826086,0.72,0.7058823529411765,0.7080025575447569,0.023774540675564594,218,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.06165189743041992,0.002163744458789209,0.005113363265991211,0.0005852579505954183,0.8,0.05,7,250,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 250, 'subsample': 0.8}",0.7317073170731707,0.6938775510204082,0.7727272727272727,0.76,0.7450980392156863,0.7406820360073075,0.027169053750300622,11,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.07156462669372558,0.005466581419898852,0.005411005020141602,0.00019996407147965782,0.8,0.05,7,250,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 250, 'subsample': 1.0}",0.6666666666666666,0.6938775510204082,0.7727272727272727,0.72,0.7058823529411765,0.7118307686711048,0.03513578896323381,198,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.03418145179748535,0.0001935437677255503,0.005109357833862305,0.0003778092594411466,0.8,0.05,10,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 10, 'n_estimators': 100, 'subsample': 0.8}",0.717948717948718,0.68,0.7391304347826086,0.76,0.7307692307692307,0.7255696767001115,0.026574616202939504,91,0.9941520467836257,1.0,1.0,1.0,1.0,0.9988304093567251,0.0023391812865497298
0.03668684959411621,0.0011408652965685536,0.005009698867797852,0.00044518323558409464,0.8,0.05,10,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 10, 'n_estimators': 100, 'subsample': 1.0}",0.6666666666666666,0.7083333333333334,0.7727272727272727,0.72,0.7307692307692307,0.7196993006993007,0.03428190506907542,137,0.9883720930232558,1.0,1.0,1.0,1.0,0.9976744186046511,0.004651162790697683
0.045005083084106445,0.001990948459865612,0.005208110809326172,0.0002488267971105893,0.8,0.05,10,150,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 10, 'n_estimators': 150, 'subsample': 0.8}",0.717948717948718,0.68,0.7727272727272727,0.76,0.7307692307692307,0.7322890442890444,0.03269631884778649,46,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.047785282135009766,0.0014999100520678918,0.005408716201782226,0.0009692087189785189,0.8,0.05,10,150,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 10, 'n_estimators': 150, 'subsample': 1.0}",0.7,0.7083333333333334,0.7727272727272727,0.7346938775510204,0.7058823529411765,0.7243273673105606,0.026973556892359064,103,1.0,1.0,1.0,1.0,1.0,1.0,0.0
