mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.05401535034179687,0.0012733794793473056,0.005508899688720703,0.0003160977582887417,0.8,0.05,10,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 10, 'n_estimators': 200, 'subsample': 0.8}",0.717948717948718,0.68,0.7727272727272727,0.76,0.7307692307692307,0.7322890442890444,0.03269631884778649,46,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.06484780311584473,0.0091578633867033,0.0053116798400878905,0.0004042100073570592,0.8,0.05,10,200,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 10, 'n_estimators': 200, 'subsample': 1.0}",0.7317073170731707,0.7083333333333334,0.7727272727272727,0.7083333333333334,0.7058823529411765,0.7253967218816574,0.025468151513872706,93,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.07045555114746094,0.011987507459557406,0.005610752105712891,0.0007436922280061291,0.8,0.05,10,250,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 10, 'n_estimators': 250, 'subsample': 0.8}",0.7317073170731707,0.68,0.7727272727272727,0.76,0.7450980392156863,0.7379065258032259,0.032074662283715756,20,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.06823921203613281,0.0019106909852038153,0.005313682556152344,0.0004026585703514097,0.8,0.05,10,250,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 10, 'n_estimators': 250, 'subsample': 1.0}",0.7,0.6938775510204082,0.7441860465116279,0.7346938775510204,0.7058823529411765,0.7157279656048466,0.019956521706695433,159,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.021941614151000977,0.0009149057468611683,0.005312442779541016,0.0005122437459336726,0.8,0.1,3,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",0.7,0.68,0.7727272727272727,0.76,0.7450980392156863,0.7315650623885916,0.035612704254151265,53,0.9941520467836257,1.0,0.9942857142857143,0.9941520467836257,1.0,0.9965179615705931,0.0028434914013221076
0.022844696044921876,0.0004058838786935349,0.005311250686645508,0.0008137565807446399,0.8,0.1,3,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",0.7804878048780488,0.7346938775510204,0.7142857142857143,0.6938775510204082,0.7924528301886793,0.7431595555847743,0.03783466005210969,8,1.0,0.9942857142857143,1.0,1.0,0.9941520467836257,0.9976875522138681,0.002832473979667181
0.029565763473510743,0.0011478225091259855,0.005308961868286133,0.0007508348603692695,0.8,0.1,3,150,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 150, 'subsample': 0.8}",0.7,0.68,0.7727272727272727,0.7450980392156863,0.72,0.7235650623885916,0.032700240098676836,108,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.029360294342041016,0.0008178644021004249,0.004914426803588867,0.00048339943053343434,0.8,0.1,3,150,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 150, 'subsample': 1.0}",0.7317073170731707,0.7346938775510204,0.7142857142857143,0.6938775510204082,0.7692307692307693,0.7287590458322166,0.024932191769080035,69,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.03637394905090332,0.0014789473911684644,0.005511808395385742,0.00045703062829797846,0.8,0.1,3,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}",0.7,0.6666666666666666,0.7142857142857143,0.72,0.6938775510204082,0.6989659863945579,0.01869401617946599,243,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.03697538375854492,0.0010694180891579108,0.005113124847412109,0.0004946616611171828,0.8,0.1,3,200,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",0.7317073170731707,0.7346938775510204,0.6829268292682927,0.6666666666666666,0.7547169811320755,0.7141423343382453,0.033482960702373034,174,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.04518957138061523,0.002705310692575281,0.00531153678894043,0.0005996647188714943,0.8,0.1,3,250,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 250, 'subsample': 0.8}",0.7317073170731707,0.6666666666666666,0.7441860465116279,0.72,0.72,0.7165120060502931,0.02647882193147146,157,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.043893623352050784,0.00229792612373874,0.0052088737487792965,0.0008757263458067819,0.8,0.1,3,250,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 250, 'subsample': 1.0}",0.7317073170731707,0.75,0.6829268292682927,0.6938775510204082,0.7547169811320755,0.7226457356987893,0.02920319432470049,114,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.02886166572570801,0.0014742628259697787,0.0052093505859375,0.0005126865358183289,0.8,0.1,5,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.8}",0.7,0.6938775510204082,0.7272727272727273,0.76,0.72,0.720230055658627,0.023388075058219396,129,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.030060577392578124,0.0021688888601536075,0.005107784271240234,0.0005838319780460983,0.8,0.1,5,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1.0}",0.6666666666666666,0.7058823529411765,0.7441860465116279,0.7346938775510204,0.7058823529411765,0.7114622593223336,0.027127366865772565,200,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.04068007469177246,0.004361852506405532,0.005314350128173828,0.00024227968845135073,0.8,0.1,5,150,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 150, 'subsample': 0.8}",0.7317073170731707,0.68,0.7142857142857143,0.76,0.7450980392156863,0.7262182141149143,0.02759092232185714,82,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.03827958106994629,0.0018108833048656723,0.005717563629150391,0.000600693732124538,0.8,0.1,5,150,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 150, 'subsample': 1.0}",0.7,0.7058823529411765,0.7441860465116279,0.7346938775510204,0.7307692307692307,0.7231063015546111,0.017134255901232295,110,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.048303747177124025,0.005115691321049448,0.005786609649658203,0.0008878847760287989,0.8,0.1,5,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.8}",0.7317073170731707,0.68,0.7441860465116279,0.7346938775510204,0.7450980392156863,0.727137056070301,0.02413777074262568,75,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.051285505294799805,0.004332997214558369,0.005408477783203125,0.0008649283794830973,0.8,0.1,5,200,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'subsample': 1.0}",0.7,0.6923076923076923,0.7441860465116279,0.7346938775510204,0.7307692307692307,0.7203913694279143,0.020410532917529974,128,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.06434588432312012,0.004710810580957354,0.0066166877746582035,0.0008029885161628629,0.8,0.1,5,250,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 250, 'subsample': 0.8}",0.7317073170731707,0.6666666666666666,0.7441860465116279,0.7346938775510204,0.7450980392156863,0.7244703894036344,0.029367908560926526,102,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.05848636627197266,0.00905075610628421,0.005559492111206055,0.0005034945297627787,0.8,0.1,5,250,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 250, 'subsample': 1.0}",0.7,0.6923076923076923,0.6829268292682927,0.7346938775510204,0.7307692307692307,0.7081395259792472,0.020831783612011403,217,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.03142142295837402,0.0026729978495810924,0.005825042724609375,0.0006661200229781059,0.8,0.1,7,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.8}",0.75,0.68,0.7272727272727273,0.76,0.7450980392156863,0.7324741532976826,0.028301171820209674,45,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.03574562072753906,0.003928594673166035,0.00618896484375,0.0007305457379916902,0.8,0.1,7,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'subsample': 1.0}",0.7317073170731707,0.7346938775510204,0.7441860465116279,0.7450980392156863,0.7307692307692307,0.7372909022241473,0.006147317489877065,25,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.041983842849731445,0.002636846611452975,0.005410528182983399,0.0006644417841508859,0.8,0.1,7,150,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 150, 'subsample': 0.8}",0.75,0.6938775510204082,0.7441860465116279,0.76,0.7692307692307693,0.743458873352561,0.026227550898815417,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.04387674331665039,0.004511539523852775,0.0063053607940673825,0.0009816196028940025,0.8,0.1,7,150,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 150, 'subsample': 1.0}",0.7,0.72,0.7441860465116279,0.6938775510204082,0.7307692307692307,0.7177665656602533,0.01875303907725442,151,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.046313142776489256,0.0018192819320008294,0.005290031433105469,0.0008183819189505418,0.8,0.1,7,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.8}",0.7,0.68,0.7441860465116279,0.7346938775510204,0.7692307692307693,0.7256221386586834,0.031832377564087,89,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.055364990234375,0.006495519181312142,0.006515407562255859,0.0016811221465396417,0.8,0.1,7,200,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'subsample': 1.0}",0.7,0.72,0.7441860465116279,0.7083333333333334,0.7307692307692307,0.7206577221228384,0.015715529239451853,125,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.05785279273986817,0.0066518073221741225,0.006047248840332031,0.0014968833154079468,0.8,0.1,7,250,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 250, 'subsample': 0.8}",0.7,0.68,0.7441860465116279,0.7346938775510204,0.7692307692307693,0.7256221386586834,0.031832377564087,89,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.06866869926452637,0.012022875968091522,0.005335235595703125,0.00027047221664992875,0.8,0.1,7,250,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 250, 'subsample': 1.0}",0.6666666666666666,0.72,0.7441860465116279,0.75,0.7058823529411765,0.7173470132238943,0.02997841074711474,155,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.03218240737915039,0.0020119005466669197,0.005933523178100586,0.0006153813996667714,0.8,0.1,10,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 100, 'subsample': 0.8}",0.7,0.6938775510204082,0.6976744186046512,0.76,0.7450980392156863,0.7193300017681491,0.027598844213663865,138,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.033496761322021486,0.0012049173477508693,0.005371999740600586,0.0006216711010250628,0.8,0.1,10,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 100, 'subsample': 1.0}",0.7,0.7346938775510204,0.7441860465116279,0.6938775510204082,0.7058823529411765,0.7157279656048466,0.019956521706695433,159,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.041328048706054686,0.002297315771114134,0.005587387084960938,0.0004976998294887866,0.8,0.1,10,150,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 150, 'subsample': 0.8}",0.7317073170731707,0.6938775510204082,0.7441860465116279,0.76,0.7450980392156863,0.7349737907641787,0.02241984827259491,31,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.041145038604736325,0.0019020862069334527,0.005558395385742187,0.00032556779731904723,0.8,0.1,10,150,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 150, 'subsample': 1.0}",0.7,0.7346938775510204,0.7441860465116279,0.7083333333333334,0.68,0.7134426514791964,0.02333234620153614,182,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.052841997146606444,0.004684805081313384,0.007013273239135742,0.0032619022083331794,0.8,0.1,10,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 200, 'subsample': 0.8}",0.7,0.68,0.7142857142857143,0.76,0.7450980392156863,0.7198767507002801,0.029197563876964833,134,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0614072322845459,0.011545572069252615,0.007666206359863282,0.004910780678605482,0.8,0.1,10,200,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 200, 'subsample': 1.0}",0.7,0.7346938775510204,0.7441860465116279,0.7083333333333334,0.72,0.7214426514791963,0.016288522204337543,120,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.05893702507019043,0.006383390511702418,0.005018091201782227,0.0005505977073444529,0.8,0.1,10,250,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 250, 'subsample': 0.8}",0.7,0.68,0.7142857142857143,0.7346938775510204,0.7450980392156863,0.7148155262104842,0.023426825772221535,166,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.06358656883239747,0.00923533114837191,0.0055907249450683595,0.0005901492672518398,0.8,0.1,10,250,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 250, 'subsample': 1.0}",0.7,0.72,0.7441860465116279,0.7083333333333334,0.72,0.7185038759689922,0.01489888600797352,147,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.023203611373901367,0.002160778335535509,0.006116056442260742,0.001428244802451522,0.8,0.2,3,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",0.6666666666666666,0.6938775510204082,0.6829268292682927,0.76,0.7692307692307693,0.7145403632372274,0.041894814104813285,172,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.02194218635559082,0.001221206786513878,0.005614614486694336,0.0005820408737828892,0.8,0.2,3,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",0.7317073170731707,0.75,0.7727272727272727,0.6382978723404256,0.7307692307692307,0.72470033858202,0.0458213370469308,100,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.028520965576171876,0.0016054511207894268,0.004708337783813477,0.000598116244984119,0.8,0.2,3,150,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 150, 'subsample': 0.8}",0.6666666666666666,0.68,0.6829268292682927,0.7346938775510204,0.7692307692307693,0.7067036285433498,0.03892165371491375,219,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.03186287879943848,0.0032013486203169416,0.0053218364715576175,0.000641851803576989,0.8,0.2,3,150,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 150, 'subsample': 1.0}",0.7317073170731707,0.7346938775510204,0.7441860465116279,0.6666666666666666,0.7307692307692307,0.7216046277143433,0.027876451645415586,119,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.03862090110778808,0.004586734550974423,0.005211591720581055,0.0008165012164883084,0.8,0.2,3,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}",0.6666666666666666,0.68,0.6829268292682927,0.75,0.7692307692307693,0.7097648530331457,0.04151804885693568,207,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0513157844543457,0.010275964934224979,0.006717777252197266,0.0015060800122064881,0.8,0.2,3,200,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",0.7,0.7346938775510204,0.7142857142857143,0.6808510638297872,0.7307692307692307,0.7121199772871506,0.0199334133732991,192,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.05282416343688965,0.013493300903179366,0.005406904220581055,0.0005031054239498151,0.8,0.2,3,250,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 250, 'subsample': 0.8}",0.6666666666666666,0.68,0.6829268292682927,0.75,0.7450980392156863,0.7049383070301292,0.035254795501961436,229,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.043029260635375974,0.0015456601599753597,0.005315113067626953,0.00040349405271805313,0.8,0.2,3,250,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 3, 'n_estimators': 250, 'subsample': 1.0}",0.7,0.7346938775510204,0.7142857142857143,0.6808510638297872,0.7307692307692307,0.7121199772871506,0.0199334133732991,192,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.02570681571960449,0.002918414380481758,0.004911899566650391,0.00036699690642434543,0.8,0.2,5,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.8}",0.7317073170731707,0.6666666666666666,0.7142857142857143,0.76,0.7692307692307693,0.7283780934512641,0.03657011120678572,71,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.03244848251342773,0.010215751729274053,0.005307292938232422,0.0006821479393005914,0.8,0.2,5,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1.0}",0.7,0.6923076923076923,0.7441860465116279,0.723404255319149,0.7058823529411765,0.7131560694159291,0.018593163984355288,184,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.03257303237915039,0.0011140605781199018,0.005368423461914062,0.0008356450783355841,0.8,0.2,5,150,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 150, 'subsample': 0.8}",0.7317073170731707,0.7058823529411765,0.7441860465116279,0.7083333333333334,0.7692307692307693,0.7318679638180156,0.023566378600148253,52,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.038671350479125975,0.008745487722721669,0.0056270122528076175,0.00019959868047088788,0.8,0.2,5,150,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 150, 'subsample': 1.0}",0.7,0.6923076923076923,0.7441860465116279,0.723404255319149,0.7058823529411765,0.7131560694159291,0.018593163984355288,184,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.039031028747558594,0.0012966564727002199,0.005122566223144531,0.0004923696043505716,0.8,0.2,5,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.8}",0.7317073170731707,0.68,0.7142857142857143,0.7083333333333334,0.7692307692307693,0.7207114267845975,0.029417557492393536,124,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.042991924285888675,0.005714285295387706,0.0054112434387207035,0.0005857291222067011,0.8,0.2,5,200,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 200, 'subsample': 1.0}",0.7,0.6923076923076923,0.7142857142857143,0.75,0.72,0.7153186813186814,0.019949652846952597,162,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.047448253631591795,0.003034881159745132,0.0055064201354980465,0.0003159701477316188,0.8,0.2,5,250,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 250, 'subsample': 0.8}",0.7317073170731707,0.68,0.7142857142857143,0.723404255319149,0.7692307692307693,0.7237256111817606,0.028759593301085302,106,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.04693737030029297,0.0023380224993317378,0.005511474609375,0.0007111578440341441,0.8,0.2,5,250,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 250, 'subsample': 1.0}",0.7,0.7058823529411765,0.7142857142857143,0.723404255319149,0.72,0.7127144645092078,0.008696606660554447,190,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.025919485092163085,0.00039297536835463076,0.005408382415771485,0.0006655805822942929,0.8,0.2,7,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.8}",0.7619047619047619,0.6938775510204082,0.6829268292682927,0.76,0.7450980392156863,0.7287614362818298,0.03364196529026741,68,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.027258634567260742,0.0019650643786828016,0.005112838745117187,0.0004892645607536334,0.8,0.2,7,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 100, 'subsample': 1.0}",0.7,0.68,0.7142857142857143,0.6666666666666666,0.7307692307692307,0.6983443223443223,0.023014047724799723,244,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.03328275680541992,0.0008158591669567115,0.005412435531616211,0.0003826688635109443,0.8,0.2,7,150,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 150, 'subsample': 0.8}",0.7619047619047619,0.72,0.7142857142857143,0.75,0.7450980392156863,0.7382577030812325,0.0181761112176349,18,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.03928399085998535,0.0071436370744680545,0.005613088607788086,0.0007442692892023136,0.8,0.2,7,150,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 150, 'subsample': 1.0}",0.7,0.68,0.7142857142857143,0.6666666666666666,0.7307692307692307,0.6983443223443223,0.023014047724799723,244,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.041793107986450195,0.0022198378866196866,0.005111074447631836,0.0007371885286091554,0.8,0.2,7,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.8}",0.7317073170731707,0.68,0.7142857142857143,0.723404255319149,0.7450980392156863,0.718899065178744,0.021932416983192038,143,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.039882326126098634,0.001508961826087453,0.0053131103515625,0.0005141039098726391,0.8,0.2,7,200,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 200, 'subsample': 1.0}",0.7,0.68,0.7142857142857143,0.6808510638297872,0.7307692307692307,0.7011812017769465,0.019547545948506224,238,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.04762058258056641,0.0017399883060921675,0.005514860153198242,0.0007074702770689045,0.8,0.2,7,250,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 250, 'subsample': 0.8}",0.7,0.68,0.7441860465116279,0.723404255319149,0.72,0.7135180603661553,0.02184708718825716,180,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.04891180992126465,0.002727234662416739,0.005512762069702149,0.00032118748583522086,0.8,0.2,7,250,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 7, 'n_estimators': 250, 'subsample': 1.0}",0.7,0.68,0.7142857142857143,0.7083333333333334,0.7307692307692307,0.7066776556776557,0.016717154138674705,220,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.027362871170043945,0.0008156197128276754,0.005310964584350586,0.000247302498103672,0.8,0.2,10,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 10, 'n_estimators': 100, 'subsample': 0.8}",0.7317073170731707,0.7083333333333334,0.7441860465116279,0.76,0.7450980392156863,0.7378649472267635,0.01727580449890753,21,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.027558374404907226,0.0011480083631644892,0.005318593978881836,0.00024065997356312338,0.8,0.2,10,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 10, 'n_estimators': 100, 'subsample': 1.0}",0.7,0.6938775510204082,0.7142857142857143,0.72,0.7307692307692307,0.7117864992150708,0.01336939607878111,199,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.03377723693847656,0.000977920878766561,0.0052105426788330075,0.0002434266349094528,0.8,0.2,10,150,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 10, 'n_estimators': 150, 'subsample': 0.8}",0.7,0.7083333333333334,0.7441860465116279,0.6666666666666666,0.7450980392156863,0.7128568171454628,0.029462880603985574,188,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0361783504486084,0.0020883317895550465,0.005419111251831055,0.0007379008510239637,0.8,0.2,10,150,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 10, 'n_estimators': 150, 'subsample': 1.0}",0.7,0.68,0.7142857142857143,0.7346938775510204,0.7450980392156863,0.7148155262104842,0.023426825772221535,166,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.04170646667480469,0.0020110955153361592,0.006110668182373047,0.0016625140294210063,0.8,0.2,10,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 10, 'n_estimators': 200, 'subsample': 0.8}",0.7,0.6938775510204082,0.7441860465116279,0.6666666666666666,0.72,0.7049460528397405,0.02599494183674599,228,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.040590095520019534,0.0023925105546924053,0.005813503265380859,0.0002447174845614752,0.8,0.2,10,200,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 10, 'n_estimators': 200, 'subsample': 1.0}",0.7,0.68,0.7142857142857143,0.7346938775510204,0.7450980392156863,0.7148155262104842,0.023426825772221535,166,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0498136043548584,0.007593053564580212,0.005407476425170898,0.0003821857884303948,0.8,0.2,10,250,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 10, 'n_estimators': 250, 'subsample': 0.8}",0.7,0.7083333333333334,0.7441860465116279,0.6956521739130435,0.72,0.7136343107516009,0.01738552613008018,177,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.051101303100585936,0.004490086122435205,0.005411958694458008,0.00018938028220469235,0.8,0.2,10,250,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.2, 'max_depth': 10, 'n_estimators': 250, 'subsample': 1.0}",0.7,0.6530612244897959,0.7142857142857143,0.7083333333333334,0.7450980392156863,0.704155662264906,0.029746462715067847,232,1.0,1.0,1.0,1.0,1.0,1.0,0.0
