user_name,is_win,is_draw,is_loss,kill,death,assist,total_matches,actual_win_rate,user_kda,user_kill,user_death,user_assist,kill_per_match,death_per_match,assist_per_match,match_id
웅다미,1,0,0,2,5,4,1,1.0,1.2,2,5,4,2.0,5.0,4.0,250803181304124002
차단하고할게요.,0,0,1,6,5,1,1,0.0,1.4,6,5,1,6.0,5.0,1.0,250803181304124002
혈세,0,0,1,3,9,4,1,0.0,0.7777777777777778,3,9,4,3.0,9.0,4.0,250803181304124002
ßd.선일,0,0,1,10,12,0,1,0.0,0.8333333333333334,10,12,0,10.0,12.0,0.0,250806214919124001
아포스뜨리,1,0,0,2,9,2,1,1.0,0.4444444444444444,2,9,2,2.0,9.0,2.0,250806214919124001
아포스민츠,1,0,0,10,10,4,1,1.0,1.4,10,10,4,10.0,10.0,4.0,250806214919124001
아포스산드라,1,0,0,16,11,11,1,1.0,2.4545454545454546,16,11,11,16.0,11.0,11.0,250806214919124001
유삼,1,0,0,13,9,0,1,1.0,1.4444444444444444,13,9,0,13.0,9.0,0.0,250806214919124001
이주헌,1,0,0,19,5,3,1,1.0,4.4,19,5,3,19.0,5.0,3.0,250806214919124001
BE폭력간디,0,0,1,11,9,1,1,0.0,1.3333333333333333,11,9,1,11.0,9.0,1.0,250807225502124002
º마차이짬뽕º,1,0,0,9,10,5,1,1.0,1.4,9,10,5,9.0,10.0,5.0,250807225502124002
배팅,1,0,0,10,9,1,1,1.0,1.2222222222222223,10,9,1,10.0,9.0,1.0,250807225502124002
뱅구르기,0,0,1,8,11,2,1,0.0,0.9090909090909092,8,11,2,8.0,11.0,2.0,250807225502124002
술잘사주는아저씨,1,0,0,15,8,1,1,1.0,2.0,15,8,1,15.0,8.0,1.0,250807225502124002
진짜귀여움,1,0,0,5,8,1,1,1.0,0.75,5,8,1,5.0,8.0,1.0,250807225502124002
250601♡시작,1,0,0,5,6,3,1,1.0,1.3333333333333333,5,6,3,5.0,6.0,3.0,250806204425124001
BENZ♣,1,0,0,4,2,3,1,1.0,3.5,4,2,3,4.0,2.0,3.0,250806204425124001
가평미술관.,0,0,1,3,7,1,1,0.0,0.5714285714285714,3,7,1,3.0,7.0,1.0,250806204425124001
으읏,1,0,0,11,3,1,1,1.0,4.0,11,3,1,11.0,3.0,1.0,250806204425124001
장총찬장애,0,0,1,5,6,0,1,0.0,0.8333333333333334,5,6,0,5.0,6.0,0.0,250806204425124001
저걱3조장,0,0,1,3,7,0,1,0.0,0.4285714285714285,3,7,0,3.0,7.0,0.0,250806204425124001
&&_º,0,0,1,11,12,1,1,0.0,1.0,11,12,1,11.0,12.0,1.0,250518030323124001
empert,1,0,0,14,7,0,1,1.0,2.0,14,7,0,14.0,7.0,0.0,250518030323124001
moo,1,0,0,2,4,1,1,1.0,0.75,2,4,1,2.0,4.0,1.0,250518030323124001
tinkerbelI,1,0,0,18,9,1,1,1.0,2.111111111111111,18,9,1,18.0,9.0,1.0,250518030323124001
강보람,0,0,1,10,14,3,1,0.0,0.9285714285714286,10,14,3,10.0,14.0,3.0,250518030323124001
지년,0,0,1,12,12,2,1,0.0,1.1666666666666667,12,12,2,12.0,12.0,2.0,250518030323124001
RING-GU,1,0,0,11,9,0,1,1.0,1.2222222222222223,11,9,0,11.0,9.0,0.0,250524224224124001
RING_GU,1,0,0,15,11,4,1,1.0,1.7272727272727273,15,11,4,15.0,11.0,4.0,250524224224124001
뜽민이♥,0,0,1,7,13,7,1,0.0,1.0769230769230769,7,13,7,7.0,13.0,7.0,250524224224124001
상처에소금을,1,0,0,12,13,3,1,1.0,1.1538461538461535,12,13,3,12.0,13.0,3.0,250524224224124001
서준티비,0,0,1,9,13,3,1,0.0,0.9230769230769232,9,13,3,9.0,13.0,3.0,250524224224124001
업템포,0,0,1,17,12,1,1,0.0,1.5,17,12,1,17.0,12.0,1.0,250524224224124001
03놈임,0,0,1,2,6,0,1,0.0,0.3333333333333333,2,6,0,2.0,6.0,0.0,250807002017124001
Oneː하주,1,0,0,5,2,0,1,1.0,2.5,5,2,0,5.0,2.0,0.0,250807002017124001
대머리행주,0,0,1,1,6,0,1,0.0,0.1666666666666666,1,6,0,1.0,6.0,0.0,250807002017124001
원포지영♡,1,0,0,7,1,0,1,1.0,7.0,7,1,0,7.0,1.0,0.0,250807002017124001
akffkd.,1,0,0,9,9,7,1,1.0,1.7777777777777777,9,9,7,9.0,9.0,7.0,250604230653124001
ott,1,0,0,7,11,6,1,1.0,1.181818181818182,7,11,6,7.0,11.0,6.0,250604230653124001
댕댕비rv,0,0,1,8,10,2,1,0.0,1.0,8,10,2,8.0,10.0,2.0,250604230653124001
부산키라,1,0,0,11,10,1,1,1.0,1.2,11,10,1,11.0,10.0,1.0,250604230653124001
빵귤이짱,1,0,0,5,9,4,1,1.0,1.0,5,9,4,5.0,9.0,4.0,250604230653124001
빵이힝,0,0,1,13,8,0,1,0.0,1.625,13,8,0,13.0,8.0,0.0,250604230653124001
썸띵,1,0,0,11,11,4,1,1.0,1.3636363636363635,11,11,4,11.0,11.0,4.0,250604230653124001
알렌rv,0,0,1,4,9,8,1,0.0,1.3333333333333333,4,9,8,4.0,9.0,8.0,250604230653124001
이네이트덱스,0,0,1,14,8,3,1,0.0,2.125,14,8,3,14.0,8.0,3.0,250604230653124001
지현,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0.0,0.0,0.0,250604230653124001
WYPW,1,0,0,2,2,1,1,1.0,1.5,2,2,1,2.0,2.0,1.0,250731111340124001
원포임원준,1,0,0,4,1,1,1,1.0,5.0,4,1,1,4.0,1.0,1.0,250731111340124001
caIi2paris,1,0,0,17,6,0,1,1.0,2.833333333333333,17,6,0,17.0,6.0,0.0,250223212229124001
새냐,1,0,0,3,11,1,1,1.0,0.3636363636363636,3,11,1,3.0,11.0,1.0,250223212229124001
지옥:화살촉,0,0,1,8,9,1,1,0.0,1.0,8,9,1,8.0,9.0,1.0,250223212229124001
퍁드,0,0,1,9,11,1,1,0.0,0.9090909090909092,9,11,1,9.0,11.0,1.0,250223212229124001
Snape,1,0,0,14,10,4,1,1.0,1.8,14,10,4,14.0,10.0,4.0,250616151455124001
clue,1,0,0,19,5,1,1,1.0,4.0,19,5,1,19.0,5.0,1.0,250616151455124001
교관,1,0,0,7,10,6,1,1.0,1.3,7,10,6,7.0,10.0,6.0,250616151455124001
루엘아장,0,0,1,9,13,1,1,0.0,0.7692307692307693,9,13,1,9.0,13.0,1.0,250616151455124001
원니,1,0,0,7,10,7,1,1.0,1.4,7,10,7,7.0,10.0,7.0,250616151455124001
푸바오,1,0,0,10,11,2,1,1.0,1.0909090909090908,10,11,2,10.0,11.0,2.0,250616151455124001
bonvoyage,0,0,1,3,9,3,1,0.0,0.6666666666666666,3,9,3,3.0,9.0,3.0,250714153643124001
mitsuki,1,0,0,7,6,4,1,1.0,1.8333333333333333,7,6,4,7.0,6.0,4.0,250714153643124001
규요이,0,0,1,5,9,1,1,0.0,0.6666666666666666,5,9,1,5.0,9.0,1.0,250714153643124001
스베,1,0,0,11,2,1,1,1.0,6.0,11,2,1,11.0,2.0,1.0,250714153643124001
보근,1,0,0,3,3,0,1,1.0,1.0,3,3,0,3.0,3.0,0.0,250415000349125001
복쟈,1,0,0,4,2,1,1,1.0,2.5,4,2,1,4.0,2.0,1.0,250415000349125001
성현^^*,1,0,0,0,2,1,1,1.0,0.5,0,2,1,0.0,2.0,1.0,250415000349125001
정경수,1,0,0,1,2,0,1,1.0,0.5,1,2,0,1.0,2.0,0.0,250415000349125001
훅샷,1,0,0,2,2,0,1,1.0,1.0,2,2,0,2.0,2.0,0.0,250415000349125001
김선생.,1,0,0,8,2,2,1,1.0,5.0,8,2,2,8.0,2.0,2.0,250220225604124001
번쩍들고박기,1,0,0,5,4,2,1,1.0,1.75,5,4,2,5.0,4.0,2.0,250220225604124001
야보키,1,0,0,6,5,2,1,1.0,1.6,6,5,2,6.0,5.0,2.0,250220225604124001
장시그:),1,0,0,12,2,5,1,1.0,8.5,12,2,5,12.0,2.0,5.0,250220225604124001
토고해녀ψ,1,0,0,7,2,2,1,1.0,4.5,7,2,2,7.0,2.0,2.0,250220225604124001
noxs,1,0,0,11,10,8,1,1.0,1.9,11,10,8,11.0,10.0,8.0,250730223026124001
roro.wc,0,0,1,14,9,2,1,0.0,1.7777777777777777,14,9,2,14.0,9.0,2.0,250730223026124001
xlim·,1,0,0,11,9,4,1,1.0,1.6666666666666667,11,9,4,11.0,9.0,4.0,250730223026124001
급히만듬,1,0,0,7,11,6,1,1.0,1.181818181818182,7,11,6,7.0,11.0,6.0,250730223026124001
논현초2학년3반,0,0,1,3,9,1,1,0.0,0.4444444444444444,3,9,1,3.0,9.0,1.0,250730223026124001
또도가스야,1,0,0,9,11,1,1,1.0,0.9090909090909092,9,11,1,9.0,11.0,1.0,250730223026124001
민간인사냥꾼,0,0,1,11,11,4,1,0.0,1.3636363636363635,11,11,4,11.0,11.0,4.0,250730223026124001
빵누,0,0,1,7,9,4,1,0.0,1.2222222222222223,7,9,4,7.0,9.0,4.0,250730223026124001
아이드롭,1,0,0,14,7,1,1,1.0,2.142857142857143,14,7,1,14.0,7.0,1.0,250730223026124001
울산랜딩스나이퍼,0,0,1,13,11,1,1,0.0,1.2727272727272727,13,11,1,13.0,11.0,1.0,250730223026124001
PP.3.허부자,1,0,0,2,0,2,1,1.0,4.0,2,0,2,2.0,0.0,2.0,250808003212124001
슬삐,1,0,0,3,1,2,1,1.0,5.0,3,1,2,3.0,1.0,2.0,250808003212124001
예랑d_b,1,0,0,0,1,1,1,1.0,1.0,0,1,1,0.0,1.0,1.0,250808003212124001
폭타니형이야,1,0,0,1,1,0,1,1.0,1.0,1,1,0,1.0,1.0,0.0,250808003212124001
허영석!!,1,0,0,6,0,0,1,1.0,6.0,6,0,0,6.0,0.0,0.0,250808003212124001
김천구마적,0,0,1,13,11,0,1,0.0,1.181818181818182,13,11,0,13.0,11.0,0.0,250803221124124002
둣툼,1,0,0,8,9,0,1,1.0,0.8888888888888888,8,9,0,8.0,9.0,0.0,250803221124124002
뜐뜐덍이,1,0,0,14,7,1,1,1.0,2.142857142857143,14,7,1,14.0,7.0,1.0,250803221124124002
뜐뜐멍이,1,0,0,6,9,1,1,1.0,0.7777777777777778,6,9,1,6.0,9.0,1.0,250803221124124002
형오,0,0,1,8,13,5,1,0.0,1.0,8,13,5,8.0,13.0,5.0,250803221124124002
recent.wct-,1,0,0,4,11,0,1,1.0,0.3636363636363636,4,11,0,4.0,11.0,0.0,250729213130125001
동글ss,0,0,1,10,8,0,1,0.0,1.25,10,8,0,10.0,8.0,0.0,250729213130125001
신사나경,1,0,0,20,8,0,1,1.0,2.5,20,8,0,20.0,8.0,0.0,250729213130125001
열심히는해용,1,0,0,4,10,1,1,1.0,0.5,4,10,1,4.0,10.0,1.0,250729213130125001
응,1,0,0,7,9,1,1,1.0,0.8888888888888888,7,9,1,7.0,9.0,1.0,250729213130125001
포페클소확인,1,0,0,7,8,1,1,1.0,1.0,7,8,1,7.0,8.0,1.0,250729213130125001
Holic_,0,0,1,6,12,0,1,0.0,0.5,6,12,0,6.0,12.0,0.0,250807130938124001
Start.뭉치,0,0,1,8,13,2,1,0.0,0.7692307692307693,8,13,2,8.0,13.0,2.0,250807130938124001
덩치큰빼꼼,1,0,0,8,11,0,1,1.0,0.7272727272727273,8,11,0,8.0,11.0,0.0,250807130938124001
망고,0,0,1,12,9,3,1,0.0,1.6666666666666667,12,9,3,12.0,9.0,3.0,250807130938124001
빠개에?,1,0,0,12,9,6,1,1.0,2.0,12,9,6,12.0,9.0,6.0,250807130938124001
호행`x,1,0,0,14,6,4,1,1.0,3.0,14,6,4,14.0,6.0,4.0,250807130938124001
[組擊精英]xotn,0,0,1,14,12,5,1,0.0,1.5833333333333333,14,12,5,14.0,12.0,5.0,250806220700124002
cyx♡,0,0,1,8,9,2,1,0.0,1.1111111111111112,8,9,2,8.0,9.0,2.0,250806220700124002
sokangsannnnn,1,0,0,14,12,1,1,1.0,1.25,14,12,1,14.0,12.0,1.0,250806220700124002
yongyongyongyong,1,0,0,10,11,5,1,1.0,1.3636363636363635,10,11,5,10.0,11.0,5.0,250806220700124002
강복,0,0,1,12,12,2,1,0.0,1.1666666666666667,12,12,2,12.0,12.0,2.0,250806220700124002
김관우,1,0,0,5,7,2,1,1.0,1.0,5,7,2,5.0,7.0,2.0,250806220700124002
옥슈슈,0,0,1,13,12,0,1,0.0,1.0833333333333333,13,12,0,13.0,12.0,0.0,250806220700124002
참새련,1,0,0,13,11,1,1,1.0,1.2727272727272727,13,11,1,13.0,11.0,1.0,250806220700124002
홍털두,0,0,1,9,8,4,1,0.0,1.625,9,8,4,9.0,8.0,4.0,250806220700124002
LIEBHERR,0,0,1,9,9,2,1,0.0,1.2222222222222223,9,9,2,9.0,9.0,2.0,250802015235124003
가희,1,0,0,7,6,1,1,1.0,1.3333333333333333,7,6,1,7.0,6.0,1.0,250802015235124003
대각폭,0,0,1,7,10,1,1,0.0,0.8,7,10,1,7.0,10.0,1.0,250802015235124003
아린,1,0,0,12,8,2,1,1.0,1.75,12,8,2,12.0,8.0,2.0,250802015235124003
한별,1,0,0,16,7,2,1,1.0,2.571428571428572,16,7,2,16.0,7.0,2.0,250802015235124003
해린,1,0,0,7,11,1,1,1.0,0.7272727272727273,7,11,1,7.0,11.0,1.0,250802015235124003
IlIIlIlS,1,0,0,9,8,2,1,1.0,1.375,9,8,2,9.0,8.0,2.0,250806014422124001
니얼굴폭탄,1,0,0,13,10,0,1,1.0,1.3,13,10,0,13.0,10.0,0.0,250806014422124001
미닉,1,0,0,8,10,1,1,1.0,0.9,8,10,1,8.0,10.0,1.0,250806014422124001
서울소년원,0,0,1,11,10,0,1,0.0,1.1,11,10,0,11.0,10.0,0.0,250806014422124001
조은지아낙네,0,0,1,5,9,2,1,0.0,0.7777777777777778,5,9,2,5.0,9.0,2.0,250806014422124001
지니랜드♥,0,0,1,3,11,3,1,0.0,0.5454545454545454,3,11,3,3.0,11.0,3.0,250806014422124001
피쯔,1,0,0,6,0,0,1,1.0,6.0,6,0,0,6.0,0.0,0.0,250806014422124001
＃ＤaiIy,0,0,1,16,9,1,1,0.0,1.8888888888888888,16,9,1,16.0,9.0,1.0,250806014422124001
aeonic♡,1,0,0,4,7,5,1,1.0,1.2857142857142858,4,7,5,4.0,7.0,5.0,250801204909124001
hug,1,0,0,14,5,1,1,1.0,3.0,14,5,1,14.0,5.0,1.0,250801204909124001
눕나,1,0,0,11,8,6,1,1.0,2.125,11,8,6,11.0,8.0,6.0,250801204909124001
악어♡,1,0,0,6,7,2,1,1.0,1.1428571428571428,6,7,2,6.0,7.0,2.0,250801204909124001
은빛섬광,1,0,0,8,5,4,1,1.0,2.4,8,5,4,8.0,5.0,4.0,250801204909124001
08.06스완R,0,0,1,9,15,5,1,0.0,0.9333333333333332,9,15,5,9.0,15.0,5.0,250807230840124001
Jinsu`sy,0,0,1,17,12,1,1,0.0,1.5,17,12,1,17.0,12.0,1.0,250807230840124001
meoldy,1,0,0,17,9,6,1,1.0,2.555555555555556,17,9,6,17.0,9.0,6.0,250807230840124001
zion☆,1,0,0,9,11,6,1,1.0,1.3636363636363635,9,11,6,9.0,11.0,6.0,250807230840124001
♡쟘비,0,0,1,5,14,10,1,0.0,1.0714285714285714,5,14,10,5.0,14.0,10.0,250807230840124001
스내지엘신,0,0,1,6,13,2,1,0.0,0.6153846153846154,6,13,2,6.0,13.0,2.0,250807230840124001
우진우☆,1,0,0,10,11,6,1,1.0,1.4545454545454546,10,11,6,10.0,11.0,6.0,250807230840124001
전건식,1,0,0,15,10,5,1,1.0,2.0,15,10,5,15.0,10.0,5.0,250807230840124001
하옥준,1,0,0,14,12,2,1,1.0,1.3333333333333333,14,12,2,14.0,12.0,2.0,250807230840124001
rjsfud,1,0,0,16,8,2,1,1.0,2.25,16,8,2,16.0,8.0,2.0,250807215237124002
˚♡˚,1,0,0,7,5,1,1,1.0,1.6,7,5,1,7.0,5.0,1.0,250807215237124002
아포스뱅만,1,0,0,9,7,3,1,1.0,1.7142857142857142,9,7,3,9.0,7.0,3.0,250807215237124002
클랜마스터,1,0,0,7,7,1,1,1.0,1.1428571428571428,7,7,1,7.0,7.0,1.0,250807215237124002
2층앵글포지,0,0,1,5,7,3,1,0.0,1.1428571428571428,5,7,3,5.0,7.0,3.0,250807184623124001
냥수갱,1,0,0,3,6,4,1,1.0,1.1666666666666667,3,6,4,3.0,6.0,4.0,250807184623124001
무야호아조쒸,1,0,0,11,3,0,1,1.0,3.6666666666666665,11,3,0,11.0,3.0,0.0,250807184623124001
쌍노매거,0,0,1,4,7,1,1,0.0,0.7142857142857143,4,7,1,4.0,7.0,1.0,250807184623124001
준롱만롱,0,0,1,5,7,0,1,0.0,0.7142857142857143,5,7,0,5.0,7.0,0.0,250807184623124001
패왕신,1,0,0,7,5,3,1,1.0,2.0,7,5,3,7.0,5.0,3.0,250807184623124001
노인척추꺽기장인,0,0,1,6,9,0,1,0.0,0.6666666666666666,6,9,0,6.0,9.0,0.0,250731201146124001
마주치면죽는거야,0,0,1,4,9,1,1,0.0,0.5555555555555556,4,9,1,4.0,9.0,1.0,250731201146124001
백애옹,1,0,0,6,5,0,1,1.0,1.2,6,5,0,6.0,5.0,0.0,250731201146124001
우우애옹,1,0,0,17,3,2,1,1.0,6.333333333333333,17,3,2,17.0,3.0,2.0,250731201146124001
제니제니이제니,0,0,1,1,10,1,1,0.0,0.2,1,10,1,1.0,10.0,1.0,250731201146124001
한애옹,1,0,0,5,3,0,1,1.0,1.6666666666666667,5,3,0,5.0,3.0,0.0,250731201146124001
Jongwoo,1,0,0,14,11,2,1,1.0,1.4545454545454546,14,11,2,14.0,11.0,2.0,250801232330124001
pohyun,0,0,1,15,11,0,1,0.0,1.3636363636363635,15,11,0,15.0,11.0,0.0,250801232330124001
슈은,0,0,1,3,4,1,1,0.0,1.0,3,4,1,3.0,4.0,1.0,250801232330124001
유륜슴,1,0,0,11,10,0,1,1.0,1.1,11,10,0,11.0,10.0,0.0,250801232330124001
clarls,1,0,0,11,7,7,1,1.0,2.571428571428572,11,7,7,11.0,7.0,7.0,250803205601124001
surf,1,0,0,7,6,4,1,1.0,1.8333333333333333,7,6,4,7.0,6.0,4.0,250803205601124001
깅주,1,0,0,15,11,1,1,1.0,1.4545454545454546,15,11,1,15.0,11.0,1.0,250803205601124001
꼬맹,1,0,0,11,10,3,1,1.0,1.4,11,10,3,11.0,10.0,3.0,250803205601124001
신용균,1,0,0,13,10,2,1,1.0,1.5,13,10,2,13.0,10.0,2.0,250803205601124001
BJ신태일,1,0,0,10,9,2,1,1.0,1.3333333333333333,10,9,2,10.0,9.0,2.0,250804010332124001
YELIN℡,1,0,0,7,10,5,1,1.0,1.2,7,10,5,7.0,10.0,5.0,250804010332124001
aaa+_+,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0.0,0.0,0.0,250804010332124001
ㅁ1ㅁ2ㅁ3,0,0,1,12,11,2,1,0.0,1.2727272727272727,12,11,2,12.0,11.0,2.0,250804010332124001
대물인,1,0,0,14,10,3,1,1.0,1.7,14,10,3,14.0,10.0,3.0,250804010332124001
신시아♡,1,0,0,10,9,2,1,1.0,1.3333333333333333,10,9,2,10.0,9.0,2.0,250804010332124001
흔들리는꽃들,1,0,0,13,8,5,1,1.0,2.25,13,8,5,13.0,8.0,5.0,250804010332124001
SofTkill,1,0,0,3,5,1,1,1.0,0.8,3,5,1,3.0,5.0,1.0,250806131453124001
˛조세호¸,0,0,1,9,9,0,1,0.0,1.0,9,9,0,9.0,9.0,0.0,250806131453124001
강초이,0,0,1,3,9,0,1,0.0,0.3333333333333333,3,9,0,3.0,9.0,0.0,250806131453124001
아포스매실,1,0,0,11,3,2,1,1.0,4.333333333333333,11,3,2,11.0,3.0,2.0,250806131453124001
아포스왔떠,1,0,0,12,6,1,1,1.0,2.1666666666666665,12,6,1,12.0,6.0,1.0,250806131453124001
재혁핑,0,0,1,2,8,1,1,0.0,0.375,2,8,1,2.0,8.0,1.0,250806131453124001
125kg육덕녀,1,0,0,21,2,1,1,1.0,11.0,21,2,1,21.0,2.0,1.0,250807220925124001
Birth,1,0,0,8,4,3,1,1.0,2.75,8,4,3,8.0,4.0,3.0,250807220925124001
LGBT_rainbow,0,0,1,6,9,2,1,0.0,0.8888888888888888,6,9,2,6.0,9.0,2.0,250807220925124001
다쏴죽여버리겠음,0,0,1,0,9,0,1,0.0,0.0,0,9,0,0.0,9.0,0.0,250807220925124001
버미몬,0,0,1,11,7,1,1,0.0,1.7142857142857142,11,7,1,11.0,7.0,1.0,250807220925124001
범냥희,1,0,0,3,4,1,1,1.0,1.0,3,4,1,3.0,4.0,1.0,250807220925124001
수염맨,0,0,1,5,8,2,1,0.0,0.875,5,8,2,5.0,8.0,2.0,250807220925124001
오뎽,1,0,0,3,5,0,1,1.0,0.6,3,5,0,3.0,5.0,0.0,250807220925124001
유통전문판매원,0,0,1,0,8,3,1,0.0,0.375,0,8,3,0.0,8.0,3.0,250807220925124001
쥬아101,1,0,0,5,5,2,1,1.0,1.4,5,5,2,5.0,5.0,2.0,250807220925124001
"yoo,",0,0,1,6,6,0,1,0.0,1.0,6,6,0,6.0,6.0,0.0,250808165409124001
민자.,0,0,1,1,7,2,1,0.0,0.4285714285714285,1,7,2,1.0,7.0,2.0,250808165409124001
원포카리나,1,0,0,9,2,0,1,1.0,4.5,9,2,0,9.0,2.0,0.0,250808165409124001
칸쿤,1,0,0,4,5,4,1,1.0,1.6,4,5,4,4.0,5.0,4.0,250808165409124001
가만이쒀,0,0,1,4,8,0,1,0.0,0.5,4,8,0,4.0,8.0,0.0,250430183043124001
김말뚝.,0,0,1,4,9,2,1,0.0,0.6666666666666666,4,9,2,4.0,9.0,2.0,250430183043124001
박태밈,1,0,0,4,5,3,1,1.0,1.4,4,5,3,4.0,5.0,3.0,250430183043124001
삐리까뽀뽀릴리,1,0,0,13,3,1,1,1.0,4.666666666666667,13,3,1,13.0,3.0,1.0,250430183043124001
J1hoon♡,0,0,1,12,7,2,1,0.0,2.0,12,7,2,12.0,7.0,2.0,250807005139124001
가은핑핑이,0,0,1,9,9,1,1,0.0,1.1111111111111112,9,9,1,9.0,9.0,1.0,250807005139124001
갱스터,1,0,0,5,7,3,1,1.0,1.1428571428571428,5,7,3,5.0,7.0,3.0,250807005139124001
긱스,1,0,0,9,7,0,1,1.0,1.2857142857142858,9,7,0,9.0,7.0,0.0,250807005139124001
단솔S2겸이띠,1,0,0,4,9,2,1,1.0,0.6666666666666666,4,9,2,4.0,9.0,2.0,250807005139124001
위티,1,0,0,16,7,1,1,1.0,2.4285714285714284,16,7,1,16.0,7.0,1.0,250807005139124001
천사순수,0,0,1,5,8,5,1,0.0,1.25,5,8,5,5.0,8.0,5.0,250807005139124001
킥,0,0,1,6,8,0,1,0.0,0.75,6,8,0,6.0,8.0,0.0,250807005139124001
학땁.,0,0,1,7,7,2,1,0.0,1.2857142857142858,7,7,2,7.0,7.0,2.0,250807005139124001
허혜미,1,0,0,6,8,6,1,1.0,1.5,6,8,6,6.0,8.0,6.0,250807005139124001
후함함이,0,0,1,8,6,2,1,0.0,1.6666666666666667,8,6,2,8.0,6.0,2.0,250807005139124001
흑인이싸면깜찍~,1,0,0,5,9,5,1,1.0,1.1111111111111112,5,9,5,5.0,9.0,5.0,250807005139124001
PATREON,1,0,0,6,7,3,1,1.0,1.2857142857142858,6,7,3,6.0,7.0,3.0,250720031432119001
kazuha,1,0,0,13,5,0,1,1.0,2.6,13,5,0,13.0,5.0,0.0,250720031432119001
꼴등3,1,0,0,7,8,9,1,1.0,2.0,7,8,9,7.0,8.0,9.0,250720031432119001
루시안,1,0,0,6,10,2,1,1.0,0.8,6,10,2,6.0,10.0,2.0,250720031432119001
설충이,1,0,0,7,7,6,1,1.0,1.8571428571428568,7,7,6,7.0,7.0,6.0,250720031432119001
현수아,1,0,0,14,4,1,1,1.0,3.75,14,4,1,14.0,4.0,1.0,250720031432119001
YOUNG♥,1,0,0,13,7,5,1,1.0,2.571428571428572,13,7,5,13.0,7.0,5.0,250806182436124001
나와이씨,1,0,0,11,5,1,1,1.0,2.4,11,5,1,11.0,5.0,1.0,250806182436124001
미라지,1,0,0,9,8,4,1,1.0,1.625,9,8,4,9.0,8.0,4.0,250806182436124001
바지벗고산책,0,0,1,7,10,3,1,0.0,1.0,7,10,3,7.0,10.0,3.0,250806182436124001
쯔양,0,0,1,10,11,0,1,0.0,0.9090909090909092,10,11,0,10.0,11.0,0.0,250806182436124001
머시배넘,1,0,0,5,4,0,1,1.0,1.25,5,4,0,5.0,4.0,0.0,250808201104124001
썬썬♡,1,0,0,5,9,6,1,1.0,1.2222222222222223,5,9,6,5.0,9.0,6.0,250808201104124001
울,0,0,1,12,10,4,1,0.0,1.6,12,10,4,12.0,10.0,4.0,250808201104124001
의,0,0,1,4,11,1,1,0.0,0.4545454545454545,4,11,1,4.0,11.0,1.0,250808201104124001
프게,0,0,1,10,11,0,1,0.0,0.9090909090909092,10,11,0,10.0,11.0,0.0,250808201104124001
합법,1,0,0,13,6,0,1,1.0,2.1666666666666665,13,6,0,13.0,6.0,0.0,250808201104124001
Doi,0,0,1,4,12,0,1,0.0,0.3333333333333333,4,12,0,4.0,12.0,0.0,250808214659124003
김나희,0,0,1,8,12,1,1,0.0,0.75,8,12,1,8.0,12.0,1.0,250808214659124003
꾸러기롯데,1,0,0,10,8,0,1,1.0,1.25,10,8,0,10.0,8.0,0.0,250808214659124003
무舞,0,0,1,12,10,1,1,0.0,1.3,12,10,1,12.0,10.0,1.0,250808214659124003
쎄부,1,0,0,9,10,2,1,1.0,1.1,9,10,2,9.0,10.0,2.0,250808214659124003
클대있나요22,1,0,0,15,6,0,1,1.0,2.5,15,6,0,15.0,6.0,0.0,250808214659124003
Dm.HistoryEdu,0,0,1,6,12,0,1,0.0,0.5,6,12,0,6.0,12.0,0.0,250809182601124001
miragejun,1,0,0,2,6,3,1,1.0,0.8333333333333334,2,6,3,2.0,6.0,3.0,250809182601124001
고질라,1,0,0,22,5,4,1,1.0,5.2,22,5,4,22.0,5.0,4.0,250809182601124001
동굴이_JK,1,0,0,9,6,2,1,1.0,1.8333333333333333,9,6,2,9.0,6.0,2.0,250809182601124001
송파맥스,0,0,1,2,8,0,1,0.0,0.25,2,8,0,2.0,8.0,0.0,250809182601124001
출근너무좋다,0,0,1,9,11,1,1,0.0,0.9090909090909092,9,11,1,9.0,11.0,1.0,250809182601124001
-차르봄바-,0,0,1,6,11,2,1,0.0,0.7272727272727273,6,11,2,6.0,11.0,2.0,250810221941124005
Illuma,0,0,1,2,12,4,1,0.0,0.5,2,12,4,2.0,12.0,4.0,250810221941124005
↖⊙▽⊙↗,1,0,0,8,11,9,1,1.0,1.5454545454545454,8,11,9,8.0,11.0,9.0,250810221941124005
덕표,1,0,0,18,8,2,1,1.0,2.5,18,8,2,18.0,8.0,2.0,250810221941124005
숭어붕어잉어,0,0,1,22,11,1,1,0.0,2.090909090909091,22,11,1,22.0,11.0,1.0,250810221941124005
스마일이요,1,0,0,13,10,6,1,1.0,1.9,13,10,6,13.0,10.0,6.0,250810221941124005
앙두더지,0,0,1,7,15,2,1,0.0,0.6,7,15,2,7.0,15.0,2.0,250810221941124005
통큰,1,0,0,10,8,1,1,1.0,1.375,10,8,1,10.0,8.0,1.0,250810221941124005
[강한],1,0,0,10,6,3,1,1.0,2.1666666666666665,10,6,3,10.0,6.0,3.0,250628235730124001
달빛구르미,0,0,1,5,7,0,1,0.0,0.7142857142857143,5,7,0,5.0,7.0,0.0,250628235730124001
두찌♬,1,0,0,7,8,4,1,1.0,1.375,7,8,4,7.0,8.0,4.0,250628235730124001
