mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.2619990348815918,0.011621006071518523,0.014928007125854492,0.0007390599948794007,,sqrt,2,5,250,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 250}",0.7,0.7307692307692307,0.7272727272727273,0.6938775510204082,0.7547169811320755,0.7213272980388883,0.0221256024213602,83,0.9826589595375722,0.9662921348314607,0.9942857142857143,0.9826589595375722,1.0,0.9851791536384639,0.011593180493054864
0.15787014961242676,0.004667843503124688,0.01072101593017578,0.0009308748198102339,,log2,1,2,150,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 150}",0.631578947368421,0.75,0.7272727272727273,0.7083333333333334,0.7450980392156863,0.7124566094380336,0.043017866260872006,114,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.2167140007019043,0.005402254659235453,0.013574028015136718,0.001694762507483277,,log2,1,2,200,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.7142857142857143,0.7307692307692307,0.7272727272727273,0.7346938775510204,0.7407407407407407,0.7295524581238867,0.008847180765474007,39,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.268550968170166,0.012147558215872415,0.016345643997192384,0.002512203992439444,,log2,1,2,250,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 250}",0.6829268292682927,0.72,0.7272727272727273,0.7346938775510204,0.7547169811320755,0.7239220830448231,0.02354390659785504,71,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.15829997062683104,0.004210662147363287,0.011411094665527343,0.0023503389366103054,,log2,1,5,150,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 150}",0.65,0.7450980392156863,0.7272727272727273,0.72,0.7547169811320755,0.7194175495240976,0.036841217869652707,89,0.9942196531791907,0.9942857142857143,1.0,0.9942196531791907,1.0,0.9965450041288191,0.0028210954472610785
0.208162260055542,0.0021463423774008626,0.013139867782592773,0.0017123149690019754,,log2,1,5,200,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.65,0.7307692307692307,0.7272727272727273,0.72,0.7547169811320755,0.7165517878348066,0.03525531686593773,98,0.9942196531791907,0.9942857142857143,1.0,1.0,1.0,0.997701073492981,0.002815675946196818
0.25919246673583984,0.0036180893370552944,0.014505386352539062,0.001003998329579219,,log2,1,5,250,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 250}",0.717948717948718,0.7169811320754716,0.7272727272727273,0.7346938775510204,0.7547169811320755,0.7303226871960025,0.013817404570032844,36,0.9942196531791907,1.0,0.9942857142857143,1.0,1.0,0.997701073492981,0.002815675946196818
0.1592860698699951,0.008944029024796303,0.010166215896606445,0.0007330802011483708,,log2,2,2,150,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 150}",0.6486486486486487,0.7307692307692307,0.7272727272727273,0.72,0.7547169811320755,0.7162815175645363,0.03576595435276132,100,0.9883720930232558,0.9942196531791907,1.0,0.9942196531791907,1.0,0.9953622798763275,0.004347201391008007
0.20794835090637206,0.0016182544224845987,0.01222691535949707,0.00024952326720343833,,log2,2,2,200,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.717948717948718,0.7307692307692307,0.7272727272727273,0.6938775510204082,0.7058823529411765,0.7151501159904521,0.013690581258930351,106,0.9883720930232558,0.9942857142857143,0.9942857142857143,0.9883720930232558,1.0,0.993063122923588,0.004361679628362535
0.26125922203063967,0.009166172488519002,0.01513686180114746,0.0005806004875640173,,log2,2,2,250,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 250}",0.6666666666666666,0.7058823529411765,0.7272727272727273,0.7083333333333334,0.7547169811320755,0.7125744122691959,0.028852480271900648,113,0.9883720930232558,0.9772727272727273,0.9886363636363636,0.9942196531791907,1.0,0.9897001674223075,0.007534574061099525
0.15838837623596191,0.0015284953037660158,0.01042628288269043,0.0010202551069803554,,log2,2,5,150,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 150}",0.6666666666666666,0.7450980392156863,0.7272727272727273,0.72,0.7547169811320755,0.7227508828574309,0.030642064471403985,76,0.9883720930232558,0.9662921348314607,0.9886363636363636,0.9883720930232558,0.9941520467836257,0.9851649462595924,0.009690957706666562
0.22471170425415038,0.01187742020883156,0.01333446502685547,0.0009314412528906945,,log2,2,5,200,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.6842105263157895,0.7307692307692307,0.7272727272727273,0.7346938775510204,0.7547169811320755,0.7263326686081687,0.0231102603959456,54,0.9826589595375722,0.9555555555555556,0.9942857142857143,0.9941520467836257,0.9942196531791907,0.9841743858683317,0.014993558886980757
0.2936300754547119,0.026151437955931632,0.01663351058959961,0.0019380184666639554,,log2,2,5,250,"{'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 250}",0.7,0.7307692307692307,0.7272727272727273,0.6938775510204082,0.7547169811320755,0.7213272980388883,0.0221256024213602,83,0.9826589595375722,0.9720670391061452,0.9942857142857143,0.9883720930232558,0.9885057471264368,0.9851779106158249,0.00751624176115317
0.16969647407531738,0.01026592853220936,0.010024309158325195,0.00032297743978139306,5,sqrt,1,2,150,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 150}",0.6829268292682927,0.72,0.7272727272727273,0.7058823529411765,0.7692307692307693,0.721062535742593,0.028441674481630343,86,0.9608938547486033,0.9340659340659341,0.9613259668508287,0.9555555555555556,0.96,0.9543682622441843,0.010356675875414181
0.21033215522766113,0.0076174839345059,0.011929845809936524,0.00037060582132230046,5,sqrt,1,2,200,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.75,0.7307692307692307,0.7272727272727273,0.72,0.7547169811320755,0.7365517878348067,0.013448637623395385,16,0.9717514124293786,0.9502762430939227,0.9560439560439561,0.9385474860335196,0.9714285714285714,0.9576095338058697,0.01273222983997374
0.2665771484375,0.01129081509980527,0.018864822387695313,0.0035306820477212144,5,sqrt,1,2,250,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 250}",0.717948717948718,0.7547169811320755,0.7555555555555555,0.72,0.7692307692307693,0.7434904047734235,0.020680169848431282,2,0.9662921348314607,0.9502762430939227,0.9560439560439561,0.9333333333333333,0.9659090909090909,0.9543709516423527,0.012144053954979571
0.16110758781433104,0.010395090776109967,0.011123466491699218,0.0012019004440938408,5,sqrt,1,5,150,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 150}",0.6666666666666666,0.7307692307692307,0.7555555555555555,0.7450980392156863,0.7547169811320755,0.730561294667843,0.03317256074758645,34,0.9662921348314607,0.9289617486338798,0.9398907103825137,0.9392265193370166,0.9714285714285714,0.9491599369226884,0.01662505605209512
0.22944517135620118,0.021439890150943122,0.013130617141723634,0.0011138044304410996,5,sqrt,1,5,200,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.7,0.7307692307692307,0.7555555555555555,0.72,0.7692307692307693,0.735111111111111,0.024747178046058815,21,0.9497206703910615,0.9333333333333333,0.9502762430939227,0.9180327868852459,0.9385474860335196,0.9379821039474165,0.01190668531437849
0.2639031887054443,0.012032372993446951,0.015430784225463868,0.0009169694177708912,5,sqrt,1,5,250,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 250}",0.7,0.7692307692307693,0.7555555555555555,0.72,0.7547169811320755,0.73990066118368,0.02574083670397757,7,0.96045197740113,0.9347826086956522,0.9560439560439561,0.9180327868852459,0.9497206703910615,0.9438063998834092,0.015540396144873575
0.15890464782714844,0.0064956271769030065,0.010026502609252929,0.0006370441534444823,5,sqrt,2,2,150,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 150}",0.6666666666666666,0.7547169811320755,0.7555555555555555,0.7058823529411765,0.7307692307692307,0.7227181574129411,0.03344324489478961,78,0.9550561797752809,0.9281767955801105,0.9333333333333333,0.907103825136612,0.9444444444444444,0.9336229156539563,0.016183303370474685
0.21002888679504395,0.0032052311426088212,0.013336467742919921,0.0008790375178752439,5,sqrt,2,2,200,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.7,0.7692307692307693,0.7272727272727273,0.72,0.7547169811320755,0.7342440955271143,0.024768361645590597,22,0.96045197740113,0.9333333333333333,0.9502762430939227,0.9273743016759777,0.9491525423728814,0.944117679575449,0.012055951731924183
0.2662482261657715,0.014211830094527826,0.015031719207763672,0.0007745138948880234,5,sqrt,2,2,250,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 250}",0.7,0.7307692307692307,0.7391304347826086,0.72,0.7307692307692307,0.724133779264214,0.013509149067704507,69,0.9392265193370166,0.9297297297297298,0.9392265193370166,0.9281767955801105,0.9497206703910615,0.937216046874987,0.007774350348308474
0.16507201194763182,0.009553537850623352,0.011021995544433593,0.0015175191461990053,5,sqrt,2,5,150,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 150}",0.6842105263157895,0.7407407407407407,0.782608695652174,0.72,0.7547169811320755,0.736455388768156,0.033112786671324085,17,0.9491525423728814,0.9392265193370166,0.9090909090909091,0.918918918918919,0.9444444444444444,0.9321666668328341,0.015473194424407678
0.21645169258117675,0.01255874414612253,0.014824342727661134,0.004143172263686321,5,sqrt,2,5,200,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.717948717948718,0.7169811320754716,0.7391304347826086,0.72,0.7692307692307693,0.7326582108075135,0.020009057905795075,28,0.96045197740113,0.945054945054945,0.9222222222222223,0.9081081081081082,0.9491525423728814,0.9369979590318573,0.019056157966916436
0.25945272445678713,0.005368022433848341,0.014716815948486329,0.0003984420992186839,5,sqrt,2,5,250,"{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 250}",0.717948717948718,0.7450980392156863,0.7555555555555555,0.72,0.7547169811320755,0.738663858770407,0.016503863301097845,8,0.9444444444444444,0.9289617486338798,0.9281767955801105,0.9230769230769231,0.9385474860335196,0.9326414795537754,0.0077349267090978755
0.16263136863708497,0.005419229377742966,0.01011972427368164,0.000970373228620685,5,log2,1,2,150,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 150}",0.65,0.7307692307692307,0.7555555555555555,0.7450980392156863,0.7450980392156863,0.7253041729512317,0.038469015463581856,62,0.9555555555555556,0.9392265193370166,0.9608938547486033,0.9497206703910615,0.9659090909090909,0.9542611381882656,0.009252014480067376
0.209336519241333,0.003928010105022423,0.014041566848754882,0.003125673280968243,5,log2,1,2,200,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.6842105263157895,0.7058823529411765,0.7555555555555555,0.7346938775510204,0.7547169811320755,0.7270118586991234,0.02799907112838353,51,0.9608938547486033,0.9550561797752809,0.9662921348314607,0.9444444444444444,0.96045197740113,0.9574277182401838,0.007401725750349275
0.25862822532653806,0.01223091185026372,0.020435333251953125,0.012083545133246734,5,log2,1,2,250,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 250}",0.7142857142857143,0.7450980392156863,0.7272727272727273,0.72,0.7547169811320755,0.7322746923812407,0.015279958176215904,31,0.9662921348314607,0.9289617486338798,0.9613259668508287,0.9497206703910615,0.9770114942528736,0.956662402992021,0.016395609056571423
0.16089367866516113,0.00865579431139699,0.013131809234619141,0.0057333002424694544,5,log2,1,5,150,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 150}",0.7317073170731707,0.7450980392156863,0.7391304347826086,0.7450980392156863,0.7407407407407407,0.7403549142055785,0.004927953284274503,6,0.9502762430939227,0.9340659340659341,0.9392265193370166,0.918918918918919,0.9438202247191011,0.9372615680269787,0.010610594998099406
0.20295019149780275,0.0041010257203924795,0.01333169937133789,0.002230931361825231,5,log2,1,5,200,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.7,0.7692307692307693,0.7555555555555555,0.7058823529411765,0.7547169811320755,0.7370771317719154,0.028405283873050965,13,0.9608938547486033,0.9289617486338798,0.9444444444444444,0.9392265193370166,0.9392265193370166,0.9425506173001921,0.010457700966359307
0.2641124248504639,0.013275647728907377,0.015759038925170898,0.002170343177388345,5,log2,1,5,250,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 250}",0.631578947368421,0.7450980392156863,0.7555555555555555,0.72,0.7843137254901961,0.7273092535259718,0.05211817533779636,50,0.96045197740113,0.9340659340659341,0.9497206703910615,0.9333333333333333,0.9497206703910615,0.945458517116504,0.010372528936745326
0.16730995178222657,0.011078465570229944,0.01164541244506836,0.0018355447855511067,5,log2,2,2,150,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 150}",0.717948717948718,0.7547169811320755,0.782608695652174,0.72,0.7547169811320755,0.7459982751730084,0.02431066649564697,1,0.96045197740113,0.9239130434782609,0.9444444444444444,0.9230769230769231,0.96045197740113,0.9424676731603776,0.016559308525399698
0.20804815292358397,0.00841257500465855,0.013202428817749023,0.0015888863023074751,5,log2,2,2,200,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.6842105263157895,0.7547169811320755,0.7555555555555555,0.6938775510204082,0.7450980392156863,0.726691730647903,0.031108681599273748,53,0.9497206703910615,0.9392265193370166,0.9239130434782609,0.9333333333333333,0.9491525423728814,0.9390692217825107,0.009775086814970638
0.2692751884460449,0.013155178611277225,0.015390348434448243,0.0009675325738728094,5,log2,2,2,250,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 250}",0.6666666666666666,0.7450980392156863,0.7555555555555555,0.7058823529411765,0.7692307692307693,0.7284866767219709,0.037420346701748576,46,0.9550561797752809,0.9289617486338798,0.9444444444444444,0.9180327868852459,0.9491525423728814,0.9391295404223465,0.013644219388457177
0.16115956306457518,0.004910410657325407,0.010233879089355469,0.0007088265272590303,5,log2,2,5,150,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 150}",0.717948717948718,0.7692307692307693,0.7555555555555555,0.6938775510204082,0.7547169811320755,0.7382659149775053,0.027969650686987042,9,0.9438202247191011,0.9398907103825137,0.9405405405405406,0.9385474860335196,0.9444444444444444,0.9414486812240238,0.002292062041013127
0.22078933715820312,0.010396518346128822,0.012133359909057617,0.0005576991471471399,5,log2,2,5,200,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.717948717948718,0.7307692307692307,0.7272727272727273,0.6938775510204082,0.7547169811320755,0.7249170416286319,0.019696909803957063,64,0.9497206703910615,0.9171270718232044,0.9392265193370166,0.9180327868852459,0.9444444444444444,0.9337102985761947,0.013585068030850588
0.26691126823425293,0.01216738938137678,0.014325237274169922,0.0006786708978904556,5,log2,2,5,250,"{'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 250}",0.7,0.72,0.7111111111111111,0.72,0.7307692307692307,0.7163760683760684,0.010289064825972282,99,0.9497206703910615,0.9239130434782609,0.9392265193370166,0.9171270718232044,0.9273743016759777,0.9314723213411042,0.011600452235349525
0.15989885330200196,0.005732433476110246,0.009917259216308594,0.0006694153642352643,10,sqrt,1,2,150,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 150}",0.717948717948718,0.7450980392156863,0.7111111111111111,0.7346938775510204,0.7058823529411765,0.7229468197535425,0.014730451037681095,74,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.2119533061981201,0.006248060620384367,0.013528585433959961,0.0013452509675605,10,sqrt,1,2,200,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.6976744186046512,0.7450980392156863,0.7441860465116279,0.76,0.7307692307692307,0.7355455470202392,0.021075882774126944,18,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.26308889389038087,0.005918466382785893,0.015227890014648438,0.0015442990802569912,10,sqrt,1,2,250,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 250}",0.6842105263157895,0.6923076923076923,0.7272727272727273,0.7058823529411765,0.7058823529411765,0.7031111303557125,0.014649841101855236,119,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.15754241943359376,0.002673941299056172,0.010022306442260742,2.7828667567090748e-06,10,sqrt,1,5,150,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 150}",0.65,0.72,0.7272727272727273,0.72,0.7636363636363637,0.7161818181818183,0.03683512516988359,101,1.0,1.0,0.9942857142857143,1.0,1.0,0.9988571428571429,0.0022857142857142685
0.21132216453552247,0.006647658632614472,0.012628746032714844,0.001025434416182828,10,sqrt,1,5,200,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.6666666666666666,0.7169811320754716,0.7555555555555555,0.7346938775510204,0.7547169811320755,0.7257228425961578,0.03278774075279253,59,0.9942196531791907,0.9942857142857143,0.9942857142857143,0.9942196531791907,1.0,0.9954021469859621,0.002299116329948004
0.2619348049163818,0.002294201859607659,0.01483449935913086,0.00024955871162479575,10,sqrt,1,5,250,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 250}",0.717948717948718,0.7169811320754716,0.7272727272727273,0.6938775510204082,0.7307692307692307,0.7173698718173112,0.01288397985366776,97,1.0,0.9942857142857143,0.9942857142857143,1.0,1.0,0.9977142857142857,0.0027994168488950396
0.15445218086242676,0.00237783134801474,0.01011967658996582,0.0001979430821280731,10,sqrt,2,2,150,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 150}",0.6842105263157895,0.7307692307692307,0.7272727272727273,0.72,0.7924528301886793,0.7309410629092854,0.03493031243594054,33,0.9826589595375722,0.9828571428571429,1.0,0.9942196531791907,1.0,0.9919471511147812,0.00779435396768653
0.20921859741210938,0.004553259108019722,0.012026834487915038,3.3255759762120615e-06,10,sqrt,2,2,200,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.717948717948718,0.7058823529411765,0.7272727272727273,0.72,0.7547169811320755,0.7251641558589395,0.01629929157210635,63,0.9770114942528736,0.9717514124293786,1.0,0.9941520467836257,0.9942196531791907,0.9874269213290138,0.010987752509739398
0.26315741539001464,0.005083061345695366,0.015337038040161132,0.0007465209774194795,10,sqrt,2,2,250,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 250}",0.75,0.7450980392156863,0.7272727272727273,0.7083333333333334,0.7547169811320755,0.7370842161907646,0.01711626016527967,12,0.9883720930232558,0.9772727272727273,0.9942857142857143,0.9942196531791907,1.0,0.9908300375521776,0.007711829360153362
0.15874319076538085,0.007301946156783438,0.009923887252807618,0.0008041170445908377,10,sqrt,2,5,150,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 150}",0.717948717948718,0.7169811320754716,0.7272727272727273,0.72,0.7547169811320755,0.7273839116857983,0.01413415652658241,49,0.9770114942528736,0.9772727272727273,0.9942857142857143,0.9883720930232558,0.9883720930232558,0.9850628243715654,0.006818705828470844
0.20601119995117187,0.004673475459717999,0.0124359130859375,0.0007391238207932607,10,sqrt,2,5,200,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.717948717948718,0.7547169811320755,0.7272727272727273,0.7083333333333334,0.7547169811320755,0.732597748163786,0.01902752056894124,29,0.9826589595375722,0.9772727272727273,0.9830508474576272,0.9824561403508771,0.9942196531791907,0.9839316655595989,0.005563397238344143
0.2568528175354004,0.006690487786851848,0.014928436279296875,0.0008631353541784338,10,sqrt,2,5,250,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 250}",0.7,0.7307692307692307,0.7111111111111111,0.7346938775510204,0.7307692307692307,0.7214686900401186,0.013535802848117801,81,0.9770114942528736,0.9720670391061452,0.9828571428571429,0.9883720930232558,1.0,0.9840615538478834,0.00967095800573988
