character_name,character_date_create,character_create_type_name,character_class_name,character_nation_name,character_gender,character_exp,character_level,server_name,job
복귀한청풍,2018-07-27T12:03:48.625Z,캐릭터_일반,영술사,부여,M,3.49159148645346e+17,841,유리,영술사
바니,2018-07-26T15:27:25.875Z,캐릭터_일반,영술사,고구려,F,4256509185855149.0,837,유리,영술사
별빛,2018-08-20T12:44:46.125Z,캐릭터_일반,차사,고구려,M,6.402289448624712e+17,899,유리,차사
흑승,2018-08-16T12:31:33.125Z,캐릭터_일반,차사,고구려,M,1.2326059339695848e+17,899,유리,차사
순수,2018-08-16T13:22:03.625Z,캐릭터_일반,차사,부여,F,1.1647172851936787e+17,899,유리,차사
현실,2018-10-27T16:46:48.875Z,캐릭터_일반,차사,고구려,F,110938313680527.0,898,유리,차사
울산너구리,2018-08-22T13:15:47.375Z,캐릭터_일반,차사,부여,F,1.390953778365033e+18,891,유리,차사
리븐,2018-10-01T14:07:21Z,캐릭터_일반,차사,고구려,M,1.1250140642153212e+18,888,유리,차사
힐미,2019-01-14T07:25:30Z,캐릭터_일반,차사,고구려,M,5.327393676427254e+17,876,유리,차사
귀신,2023-12-07T04:40:18Z,캐릭터_일반,차사,고구려,M,2.7453620825003597e+18,855,유리,차사
저저저,2021-01-23T13:15:22.875Z,캐릭터_일반,차사,부여,M,8.990431858954755e+17,830,유리,차사
진프로,2018-12-23T05:36:41.25Z,캐릭터_일반,차사,부여,M,9617255131830128.0,831,유리,차사
냐옹,2021-12-22T03:29:25.75Z,캐릭터_일반,살수,부여,F,6.9183558471465944e+16,899,유리,살수
행님,2022-10-19T16:18:01.375Z,캐릭터_일반,살수,부여,M,71057819292782.0,894,유리,살수
외쳐,2022-12-03T23:44:47.375Z,캐릭터_일반,살수,고구려,M,5.918627870561055e+17,842,유리,살수
유스케,2023-12-09T09:49:25.25Z,캐릭터_일반,살수,부여,M,1.5153352457777984e+17,820,유리,살수
조로,2021-12-23T03:36:40.875Z,캐릭터_일반,살수,고구려,M,1.0733671146423589e+17,812,유리,살수
용암,2021-12-22T08:52:02.375Z,캐릭터_일반,살수,부여,M,510309514811055.0,810,유리,살수
샤이,2022-04-22T00:14:43.75Z,캐릭터_일반,살수,고구려,M,1.2886868532209546e+16,847,유리,살수
보리보리쌀밥,2024-08-17T13:25:26.5Z,캐릭터_일반,살수,부여,M,2.1345362640758518e+17,807,유리,살수
보스,2023-09-08T13:37:42.125Z,캐릭터_일반,살수,고구려,M,224258627404714.0,806,유리,살수
훈남,2022-04-17T03:26:37.625Z,캐릭터_일반,살수,고구려,M,5.534615422428113e+16,807,유리,살수
비폭,2011-07-15T13:36:11.375Z,캐릭터_일반,전사,고구려,M,1.0862856881689286e+18,899,하자,전사
쉬프터,2005-02-07T15:12:18Z,캐릭터_일반,전사,고구려,M,1.4679874278442864e+17,899,하자,전사
새벽,2012-05-02T10:06:23.75Z,캐릭터_일반,전사,고구려,M,1.507066879920304e+16,899,하자,전사
관우,2020-04-27T13:43:55.125Z,캐릭터_일반,전사,고구려,M,1.262951396633266e+18,899,하자,전사
보스,2023-04-20T09:02:55.625Z,캐릭터_일반,전사,고구려,M,6.916056899886711e+17,895,하자,전사
야옹,2016-10-22T15:01:21.125Z,캐릭터_일반,전사,고구려,M,7.845509644553704e+17,887,하자,전사
전설이었음,2018-02-24T08:05:44.375Z,캐릭터_일반,전사,고구려,M,39238920993073.0,856,하자,전사
제라드,2002-11-07T09:16:48Z,캐릭터_일반,전사,고구려,M,8.720501304558881e+17,848,하자,전사
은범,2009-07-26T10:52:08.875Z,캐릭터_일반,전사,부여,M,8255306869609767.0,846,하자,전사
풍룡,2018-08-04T12:10:25.5Z,캐릭터_일반,전사,부여,M,4.552264369081238e+17,839,하자,전사
노모냐고,2011-06-22T07:00:19Z,캐릭터_일반,도적,부여,M,1.968498195077622e+18,899,하자,도적
슬로건,2017-09-11T14:48:15.375Z,캐릭터_일반,도적,고구려,M,8.739217598840558e+16,899,하자,도적
조커,2007-09-19T09:28:34Z,캐릭터_일반,도적,고구려,M,2413885263108605.0,899,하자,도적
히든,2010-11-25T13:13:28.5Z,캐릭터_일반,도적,부여,F,6.432553101137878e+16,899,하자,도적
기본,2012-08-01T10:11:01.5Z,캐릭터_일반,도적,고구려,M,4.452820825753639e+17,899,하자,도적
유협,2006-12-07T14:24:53Z,캐릭터_일반,도적,고구려,M,8.974902814330651e+17,898,하자,도적
공유,2014-09-25T10:56:22.5Z,캐릭터_일반,도적,고구려,M,2.607016950364137e+16,893,하자,도적
그표,2023-10-15T20:59:28Z,캐릭터_일반,도적,부여,F,1.7187635412363653e+18,892,하자,도적
초록하늘,2003-09-23T08:17:06Z,캐릭터_일반,도적,고구려,M,6.1324366805665704e+16,890,하자,도적
지게,2007-08-02T04:57:05Z,캐릭터_일반,도적,고구려,M,1.587506994835853e+18,880,하자,도적
루트,2008-10-07T07:40:14Z,캐릭터_일반,주술사,고구려,M,4.701096513246512e+16,899,하자,주술사
소녀,2023-08-21T14:05:45.125Z,캐릭터_일반,주술사,고구려,M,2243485531289545.0,899,하자,주술사
눈동자,2005-08-23T07:34:20Z,캐릭터_일반,주술사,부여,F,9.872971966883542e+16,899,하자,주술사
무부,2006-03-03T16:51:20Z,캐릭터_일반,주술사,부여,M,1981156229930539.0,899,하자,주술사
염탄,2024-02-23T10:46:13.25Z,캐릭터_일반,주술사,부여,M,3572397253628445.0,899,하자,주술사
홍추,2023-03-08T20:02:30.875Z,캐릭터_일반,주술사,부여,M,1.5371026384781662e+16,899,하자,주술사
대적,2011-09-29T09:37:12.375Z,캐릭터_일반,주술사,부여,M,3.928568148822683e+17,899,하자,주술사
노력,2005-10-14T06:18:27Z,캐릭터_일반,주술사,고구려,M,2981572873423769.0,899,하자,주술사
벌양,2017-07-04T00:45:35.625Z,캐릭터_일반,주술사,고구려,F,2.3914200800890906e+18,899,하자,주술사
기엽징,2020-10-02T00:14:15.875Z,캐릭터_일반,주술사,부여,M,2841679095894006.0,899,하자,주술사
조이,2012-09-22T04:50:00.375Z,캐릭터_일반,도사,부여,F,1.8342924526843005e+18,899,하자,도사
서련,2003-02-23T11:26:36Z,캐릭터_일반,도사,고구려,F,3.630090312799869e+17,899,하자,도사
나고,2010-08-10T10:49:03.125Z,캐릭터_일반,도사,고구려,M,8448944919534594.0,899,하자,도사
임포,2014-03-18T15:56:20Z,캐릭터_일반,도사,고구려,F,2.308408540068737e+18,899,하자,도사
클럽,2008-08-30T12:07:33Z,캐릭터_일반,도사,부여,F,6.392502432778291e+17,899,하자,도사
치즈,2011-01-24T11:53:07.375Z,캐릭터_일반,도사,고구려,M,3.245754749460652e+16,899,하자,도사
씩씩,2013-12-07T11:39:02Z,캐릭터_일반,도사,고구려,F,2997007313561697.0,899,하자,도사
검사,2012-05-31T03:12:53.375Z,캐릭터_일반,도사,고구려,M,7.522560681201398e+17,899,하자,도사
천마님의기원,2022-08-13T14:25:40.5Z,캐릭터_일반,도사,부여,F,1.1516723622354441e+18,899,하자,도사
너편,2023-05-16T13:22:38.875Z,캐릭터_일반,도사,고구려,F,2.1654752847285763e+18,899,하자,도사
비폭,2011-07-15T13:36:11.375Z,캐릭터_일반,전사,고구려,M,1.0862856881689286e+18,899,하자,궁사
쉬프터,2005-02-07T15:12:18Z,캐릭터_일반,전사,고구려,M,1.4679874278442864e+17,899,하자,궁사
새벽,2012-05-02T10:06:23.75Z,캐릭터_일반,전사,고구려,M,1.507066879920304e+16,899,하자,궁사
관우,2020-04-27T13:43:55.125Z,캐릭터_일반,전사,고구려,M,1.262951396633266e+18,899,하자,궁사
보스,2023-04-20T09:02:55.625Z,캐릭터_일반,전사,고구려,M,6.916056899886711e+17,895,하자,궁사
야옹,2016-10-22T15:01:21.125Z,캐릭터_일반,전사,고구려,M,7.845509644553704e+17,887,하자,궁사
전설이었음,2018-02-24T08:05:44.375Z,캐릭터_일반,전사,고구려,M,39238920993073.0,856,하자,궁사
제라드,2002-11-07T09:16:48Z,캐릭터_일반,전사,고구려,M,8.720501304558881e+17,848,하자,궁사
은범,2009-07-26T10:52:08.875Z,캐릭터_일반,전사,부여,M,8255306869609767.0,846,하자,궁사
풍룡,2018-08-04T12:10:25.5Z,캐릭터_일반,전사,부여,M,4.552264369081238e+17,839,하자,궁사
인연,2012-05-04T13:11:35.625Z,캐릭터_일반,천인,고구려,M,1.159898499099321e+17,899,하자,천인
선율,2011-07-21T04:13:00.125Z,캐릭터_일반,천인,고구려,F,1.5652046139566428e+16,889,하자,천인
라선,2014-01-15T15:41:14.625Z,캐릭터_일반,천인,고구려,M,7.535596737753599e+17,885,하자,천인
규비,2012-05-04T11:39:13.375Z,캐릭터_일반,천인,고구려,F,5.2855434361761144e+16,884,하자,천인
시밤이,2017-10-03T11:50:08.625Z,캐릭터_일반,천인,고구려,M,5.298329884997122e+17,884,하자,천인
채널,2014-03-14T13:46:11.5Z,캐릭터_일반,천인,고구려,M,1.5392246033186488e+18,881,하자,천인
히어로,2014-05-16T05:31:24.625Z,캐릭터_일반,천인,고구려,M,1.077202831803718e+17,881,하자,천인
갤럭시,2012-11-09T05:51:40.125Z,캐릭터_일반,천인,부여,M,81478101880841.0,864,하자,천인
청발,2015-04-07T14:47:20.5Z,캐릭터_일반,천인,부여,M,8478363681798045.0,861,하자,천인
찌뽕,2014-12-24T11:30:03.25Z,캐릭터_일반,천인,부여,F,3.065577726763585e+17,855,하자,천인
초선,2020-10-09T10:07:05.75Z,캐릭터_일반,마도사,고구려,M,1.2403096713673576e+16,899,하자,마도사
얄미미,2016-09-14T01:42:21.625Z,캐릭터_일반,마도사,고구려,F,5.298981966338589e+16,899,하자,마도사
능강,2024-05-05T13:45:51Z,캐릭터_일반,마도사,고구려,M,4.752468003283192e+16,888,하자,마도사
트름,2016-07-07T12:46:41.25Z,캐릭터_일반,마도사,고구려,F,4.786170014319515e+17,862,하자,마도사
니켈의헤임달,2017-10-27T15:46:55Z,캐릭터_일반,마도사,고구려,F,6.161951210356579e+17,852,하자,마도사
무부마도,2020-10-15T05:41:12.125Z,캐릭터_일반,마도사,부여,M,4019900709037768.0,840,하자,마도사
물총,2007-11-14T17:07:48Z,캐릭터_일반,마도사,고구려,F,3.869941136687067e+16,836,하자,마도사
거미,2020-09-11T06:55:09.875Z,캐릭터_일반,마도사,부여,F,1.6708883947520595e+17,827,하자,마도사
커피,2022-10-01T07:26:29.625Z,캐릭터_일반,마도사,고구려,F,2.1399867980128664e+16,826,하자,마도사
예리나,2016-11-20T03:58:45.25Z,캐릭터_일반,마도사,고구려,F,3.795458816152525e+17,826,하자,마도사
보물,2019-12-31T15:00:28.125Z,캐릭터_일반,영술사,고구려,M,9.563402286519773e+17,899,하자,영술사
얻어걸린돌,2020-01-03T09:36:03Z,캐릭터_일반,영술사,고구려,M,5.1290203820966195e+17,899,하자,영술사
아라따리,2020-07-23T06:02:44.5Z,캐릭터_일반,영술사,고구려,M,5.4460185483909306e+17,899,하자,영술사
개팬다리,2020-07-23T11:00:27.125Z,캐릭터_일반,영술사,고구려,M,6.35266677530401e+17,899,하자,영술사
용뿔,2019-12-21T09:00:14.5Z,캐릭터_일반,영술사,고구려,M,3.3619824289196588e+16,899,하자,영술사
애울,2020-03-22T13:09:33Z,캐릭터_일반,영술사,고구려,F,1.2659830400876328e+16,893,하자,영술사
스모커,2018-08-16T16:37:00Z,캐릭터_일반,영술사,고구려,M,1.4116355975773606e+18,882,하자,영술사
도도요,2018-07-20T14:01:27.75Z,캐릭터_일반,영술사,고구려,F,60326675832789.0,862,하자,영술사
마너,2024-05-14T17:23:13.625Z,캐릭터_일반,영술사,고구려,M,3.9128967244576774e+17,886,하자,영술사
김살,2019-04-25T13:16:23.625Z,캐릭터_일반,영술사,부여,F,1.6455063189858307e+18,853,하자,영술사
바보,2019-01-01T07:23:02.875Z,캐릭터_일반,차사,고구려,M,1.5627895610211372e+18,899,하자,차사
차쪼,2018-08-16T13:19:22.25Z,캐릭터_일반,차사,고구려,M,1.759505144620924e+18,899,하자,차사
마트,2018-08-16T05:09:53.75Z,캐릭터_일반,차사,고구려,F,1989699142072545.0,899,하자,차사
첫강,2020-03-13T15:04:37.875Z,캐릭터_일반,차사,고구려,M,1353250987673542.0,899,하자,차사
치타,2018-08-16T05:04:50Z,캐릭터_일반,차사,고구려,M,2.541266038134407e+17,899,하자,차사
그대,2020-01-30T12:17:07.625Z,캐릭터_일반,차사,고구려,M,3.123949926381391e+17,869,하자,차사
정연,2018-12-19T14:18:17.5Z,캐릭터_일반,차사,부여,F,1.443747300534325e+17,850,하자,차사
까칠흔녀,2018-08-18T18:57:18.5Z,캐릭터_일반,차사,부여,M,4.657182981049125e+17,881,하자,차사
흥분함,2022-06-18T12:49:01.625Z,캐릭터_일반,차사,부여,M,5.176419642025841e+17,847,하자,차사
진도준,2018-08-24T15:05:08Z,캐릭터_일반,차사,고구려,M,5354333449832767.0,840,하자,차사
초랑별,2022-03-22T11:00:24.25Z,캐릭터_일반,살수,부여,F,2.1950740264391748e+16,897,하자,살수
쌀쑤,2021-12-22T02:34:24.125Z,캐릭터_일반,살수,부여,F,50292202387394.0,881,하자,살수
이계낫,2021-12-22T02:29:36Z,캐릭터_일반,살수,고구려,M,7.604018915068056e+16,880,하자,살수
눈오리,2022-01-17T13:29:25.125Z,캐릭터_일반,살수,부여,F,1.893518633595982e+17,872,하자,살수
낫살,2022-05-28T08:08:11.75Z,캐릭터_일반,살수,부여,M,4.800810448634352e+16,856,하자,살수
옥빛나,2021-12-26T11:46:14.875Z,캐릭터_일반,살수,고구려,F,5.026661963291858e+17,828,하자,살수
살연,2024-04-17T17:08:24Z,캐릭터_일반,살수,고구려,M,2.8047364883283044e+16,824,하자,살수
양다연,2022-07-31T02:50:05.125Z,캐릭터_일반,살수,부여,F,3102183532985.0,820,하자,살수
조교,2024-06-08T16:25:12.25Z,캐릭터_일반,살수,고구려,F,2.2896745512400966e+17,825,하자,살수
서울또로,2022-05-19T08:49:13Z,캐릭터_일반,살수,부여,F,3.4465490547361536e+17,817,하자,살수
카이엔,2010-08-20T07:15:32.25Z,캐릭터_일반,전사,부여,M,2.009211641060768e+16,899,호동,전사
반지,2014-07-28T19:26:25Z,캐릭터_일반,전사,고구려,M,1.6854720057261274e+16,899,호동,전사
광휘,2010-11-14T02:54:42.875Z,캐릭터_일반,전사,고구려,M,4.306612500743987e+16,899,호동,전사
더갓,2022-07-23T15:51:35.25Z,캐릭터_일반,전사,부여,M,1.0829628042468433e+18,890,호동,전사
검귀,2001-11-24T05:01:20Z,캐릭터_일반,전사,부여,M,1.4284003817440904e+17,883,호동,전사
기백,2023-01-01T10:17:51.375Z,캐릭터_일반,전사,부여,M,1.0221485423061229e+18,882,호동,전사
검압,2015-03-21T11:10:25.25Z,캐릭터_일반,전사,부여,M,62705667746039.0,876,호동,전사
이번,2003-05-03T17:19:17Z,캐릭터_일반,전사,부여,F,9.322319893881115e+16,868,호동,전사
괴물,2008-10-27T13:47:27Z,캐릭터_일반,전사,부여,M,67672266932740.0,867,호동,전사
항일,2003-09-30T09:37:25Z,캐릭터_일반,전사,고구려,M,307111509005812.0,862,호동,전사
재회,2004-09-28T17:53:10Z,캐릭터_일반,도적,고구려,M,9.536308394524454e+17,899,호동,도적
민지,2004-09-21T03:36:45Z,캐릭터_일반,도적,부여,M,5.5381685279479176e+16,899,호동,도적
바보,2020-08-29T08:06:43Z,캐릭터_일반,도적,부여,M,5.13195638908182e+17,899,호동,도적
민수,2005-03-08T12:19:39Z,캐릭터_일반,도적,부여,M,761117783105237.0,899,호동,도적
퓨면,2007-07-22T01:56:59Z,캐릭터_일반,도적,고구려,M,2.191489937427058e+17,883,호동,도적
월유화,2011-12-01T19:21:00Z,캐릭터_일반,도적,부여,F,2.7245957288884576e+16,882,호동,도적
막비,2006-12-25T14:12:03Z,캐릭터_일반,도적,부여,M,5.5429671770555994e+17,883,호동,도적
사신,2021-11-28T22:14:15.375Z,캐릭터_일반,도적,부여,M,8708004373790195.0,880,호동,도적
리신장인,2014-01-23T12:53:51.875Z,캐릭터_일반,도적,고구려,M,3.69280843314498e+16,880,호동,도적
반근,2007-11-22T12:32:23Z,캐릭터_일반,도적,부여,M,3.58853405593638e+16,880,호동,도적
천국의달,2011-11-14T14:07:32.125Z,캐릭터_일반,주술사,고구려,M,2.2362999939865774e+18,899,호동,주술사
경환,2008-10-03T06:47:37Z,캐릭터_일반,주술사,부여,F,4.518656175140998e+16,899,호동,주술사
미아,2008-09-22T09:14:01Z,캐릭터_일반,주술사,부여,F,1.4880329065614644e+16,899,호동,주술사
국밥,2017-09-11T13:48:42.375Z,캐릭터_일반,주술사,고구려,M,3.3829771994226086e+17,899,호동,주술사
걍산,2010-12-27T16:16:35.75Z,캐릭터_일반,주술사,고구려,F,2.654053252175688e+16,899,호동,주술사
낼름,2003-10-22T10:24:07Z,캐릭터_일반,주술사,부여,F,1.3503910834392832e+18,899,호동,주술사
윤현우,2008-11-04T16:43:54Z,캐릭터_일반,주술사,부여,M,224186461370775.0,899,호동,주술사
탑미르,2008-08-09T00:43:52Z,캐릭터_일반,주술사,부여,M,3.2685598169645012e+16,899,호동,주술사
리트머스,2001-01-01T08:11:59Z,캐릭터_일반,주술사,고구려,M,1.5076589465196576e+17,899,호동,주술사
비수,2017-05-19T09:18:53.125Z,캐릭터_일반,주술사,부여,M,2963707011842606.0,899,호동,주술사
악동,2011-10-14T06:48:09.125Z,캐릭터_일반,도사,고구려,M,2150365231001276.0,899,호동,도사
케일러,2020-02-10T10:07:55.5Z,캐릭터_일반,도사,고구려,F,1222875043811182.0,899,호동,도사
붉도,2003-02-28T16:51:53Z,캐릭터_일반,도사,고구려,F,4.0231022796472536e+16,899,호동,도사
뽀얀,2015-12-30T12:57:01Z,캐릭터_일반,도사,고구려,F,1.0066376103145274e+18,899,호동,도사
다이,2006-05-27T04:12:23Z,캐릭터_일반,도사,고구려,F,8.80771034186524e+17,899,호동,도사
리포머,2021-08-05T13:10:53.375Z,캐릭터_일반,도사,고구려,F,5.109453924932719e+16,899,호동,도사
스타,2009-08-06T01:17:29.125Z,캐릭터_일반,도사,고구려,F,6114253804306068.0,899,호동,도사
금강,2005-08-25T10:03:28Z,캐릭터_일반,도사,고구려,F,1.846139763995214e+17,899,호동,도사
여우,2021-01-26T12:55:55.125Z,캐릭터_일반,도사,고구려,M,1.4823085038534018e+16,899,호동,도사
채화,2013-12-29T16:14:09.5Z,캐릭터_일반,도사,고구려,F,831240663042314.0,899,호동,도사
태풍,2023-07-27T10:17:23.5Z,캐릭터_일반,궁사,고구려,M,7.160884246481532e+16,899,호동,궁사
대소,2019-08-19T06:32:21.75Z,캐릭터_일반,궁사,고구려,M,4.649258251120805e+16,899,호동,궁사
도급,2021-10-25T14:56:04.875Z,캐릭터_일반,궁사,고구려,M,3.953940414014527e+16,899,호동,궁사
코데,2022-12-24T11:40:53.875Z,캐릭터_일반,궁사,부여,F,7.801300404565488e+16,899,호동,궁사
건총,2008-11-29T14:23:29Z,캐릭터_일반,궁사,부여,M,2.6332960072640525e+17,899,호동,궁사
부산,2015-12-29T14:19:48.375Z,캐릭터_일반,궁사,고구려,M,196535659935649.0,898,호동,궁사
여챠,2016-11-12T15:57:58.625Z,캐릭터_일반,궁사,고구려,M,1.9723295648494935e+18,891,호동,궁사
깜아,2021-03-16T15:03:21.75Z,캐릭터_일반,궁사,고구려,M,5.068247807609187e+16,891,호동,궁사
로밍,2012-05-13T14:36:37.75Z,캐릭터_일반,궁사,부여,F,1.9769420641211805e+17,884,호동,궁사
궁술,2007-10-07T09:16:09Z,캐릭터_일반,궁사,고구려,M,2.1809351870271596e+18,881,호동,궁사
긔용,2016-12-18T09:51:24Z,캐릭터_일반,천인,부여,M,1.0482145319483235e+17,899,호동,천인
소망,2015-10-08T16:38:41.5Z,캐릭터_일반,천인,부여,M,7396234303249465.0,899,호동,천인
추노,2012-09-11T11:10:32.125Z,캐릭터_일반,천인,고구려,M,2.0940598511647684e+16,899,호동,천인
을두지,2023-08-26T05:14:58.875Z,캐릭터_일반,천인,고구려,M,1.7853695638319844e+18,899,호동,천인
구마유시,2011-07-24T01:10:58.375Z,캐릭터_일반,천인,부여,M,349232335903994.0,897,호동,천인
우쭈쭈시루떡,2023-07-23T10:18:55.25Z,캐릭터_일반,천인,부여,M,8.892052221255792e+16,897,호동,천인
예수,2013-02-19T13:56:13.125Z,캐릭터_일반,천인,부여,M,8.296506784536539e+16,893,호동,천인
천의비상,2017-03-31T03:56:02.375Z,캐릭터_일반,천인,고구려,F,8.117954237163651e+16,892,호동,천인
고위지인,2024-04-10T02:48:48.75Z,캐릭터_일반,천인,부여,F,2.46292439343194e+18,890,호동,천인
당구광,2012-09-15T02:30:21.625Z,캐릭터_일반,천인,고구려,F,8.30042380443432e+17,883,호동,천인
느좋,2017-01-24T12:39:37.625Z,캐릭터_일반,마도사,고구려,M,1.5551223089603664e+16,899,호동,마도사
나깅,2020-07-23T06:41:06.375Z,캐릭터_일반,마도사,고구려,M,1.1503730411595354e+18,899,호동,마도사
조드,2016-11-14T04:40:08.875Z,캐릭터_일반,마도사,고구려,F,6.727158976165194e+17,892,호동,마도사
시시,2024-10-01T15:25:58.25Z,캐릭터_일반,마도사,고구려,M,90989019269265.0,886,호동,마도사
새봄비,2020-02-05T04:47:36.5Z,캐릭터_일반,마도사,부여,F,5823207016146493.0,870,호동,마도사
서비,2020-07-23T06:47:34Z,캐릭터_일반,마도사,고구려,M,2.5333431580686244e+18,870,호동,마도사
수시,2023-01-11T18:28:14Z,캐릭터_일반,마도사,부여,M,8.281590990596184e+17,862,호동,마도사
나연,2016-07-21T11:19:31Z,캐릭터_일반,마도사,고구려,F,3.911812967400855e+17,851,호동,마도사
클리토리스,2022-01-01T08:40:58.625Z,캐릭터_일반,마도사,부여,F,6.217397200040372e+17,845,호동,마도사
개누리,2017-10-18T09:32:58.375Z,캐릭터_일반,마도사,부여,F,4.7915711410942464e+17,836,호동,마도사
하이용이,2008-09-26T17:07:58Z,캐릭터_일반,영술사,고구려,F,7.619975904265439e+17,899,호동,영술사
암소,2018-08-06T03:55:32.5Z,캐릭터_일반,영술사,부여,M,7.810511237888893e+17,898,호동,영술사
태미,2021-08-04T14:29:07.625Z,캐릭터_일반,영술사,부여,M,2.0873224508402803e+18,893,호동,영술사
아세토코르사,2023-02-03T11:17:57.5Z,캐릭터_일반,영술사,고구려,M,4.438862359758145e+16,892,호동,영술사
달빛놀이,2018-08-04T05:49:53.75Z,캐릭터_일반,영술사,고구려,F,207825071063334.0,881,호동,영술사
영상구,2022-04-08T14:02:24Z,캐릭터_일반,영술사,부여,M,1.3698474061675459e+18,878,호동,영술사
호랑,,캐릭터_일반,영술사,고구려,M,500782143547450.0,863,호동,영술사
언더워터,2019-08-08T09:52:25.625Z,캐릭터_일반,영술사,고구려,M,1.3185341977912197e+18,860,호동,영술사
라료,2018-07-19T13:02:25.75Z,캐릭터_일반,영술사,부여,M,7.539792470025734e+17,857,호동,영술사
민아원,2022-04-11T10:19:44Z,캐릭터_일반,영술사,부여,F,1.1430763164220032e+18,851,호동,영술사
연합,2020-01-24T23:48:00.625Z,캐릭터_일반,차사,고구려,M,1.8772575863829778e+18,899,호동,차사
비룡,2018-08-18T13:32:38.875Z,캐릭터_일반,차사,부여,M,2.518025219024994e+18,899,호동,차사
뚱어,2018-12-06T15:47:21.5Z,캐릭터_일반,차사,고구려,M,6.308110756471506e+17,884,호동,차사
싸가지없는냔,2018-08-16T05:24:59.25Z,캐릭터_일반,차사,부여,F,2478111717026018.0,881,호동,차사
검토,2021-06-23T01:42:01.125Z,캐릭터_일반,차사,고구려,M,24555279770697.0,869,호동,차사
델타,2018-12-31T00:52:17Z,캐릭터_일반,차사,고구려,M,77928008577825.0,862,호동,차사
사천,2020-08-26T10:27:47.875Z,캐릭터_일반,차사,고구려,M,1.810658128354084e+16,861,호동,차사
찡찡,2019-01-11T08:13:21.875Z,캐릭터_일반,차사,고구려,F,5.793639809998224e+16,860,호동,차사
파이어에그,2018-10-02T14:49:16.375Z,캐릭터_일반,차사,부여,M,9768155350869408.0,846,호동,차사
지디,2018-09-05T13:55:38.5Z,캐릭터_일반,차사,부여,M,6.0555207519562776e+16,836,호동,차사
에페모,2021-12-22T10:08:49.875Z,캐릭터_일반,살수,고구려,M,1734598405562160.0,899,호동,살수
투황,2022-05-27T07:02:34Z,캐릭터_일반,살수,부여,M,1.595615613361017e+18,899,호동,살수
까르보,2014-02-07T06:54:33.125Z,캐릭터_일반,살수,부여,M,1.444177441081281e+18,893,호동,살수
살낫,2022-01-01T23:21:07.25Z,캐릭터_일반,살수,고구려,M,2.716940647206994e+18,868,호동,살수
따람이,2021-12-25T11:44:47.5Z,캐릭터_일반,살수,고구려,F,5.5218499191691795e+17,855,호동,살수
무심,2021-12-25T05:22:26.875Z,캐릭터_일반,살수,고구려,M,1.4597704594085382e+17,838,호동,살수
은서빠,2024-12-20T08:33:05.875Z,캐릭터_일반,살수,부여,M,3.00492899924625e+17,837,호동,살수
우주공,2021-12-22T03:18:29.875Z,캐릭터_일반,살수,고구려,F,4.754874082200791e+17,835,호동,살수
살숭,2021-12-22T02:33:33.625Z,캐릭터_일반,살수,부여,M,5.030428266572773e+17,833,호동,살수
연옥구겸,2025-03-06T13:30:59.375Z,캐릭터_일반,살수,고구려,M,6.69983198619546e+17,830,호동,살수
늑대,2023-02-26T02:10:26.625Z,캐릭터_일반,전사,부여,M,1.0780127776313737e+18,899,진,전사
무기,2020-07-27T11:57:24.375Z,캐릭터_일반,전사,고구려,M,1.1632708117083408e+17,810,진,전사
김감자,2020-09-30T13:46:51.125Z,캐릭터_일반,전사,고구려,M,5.515850694380369e+16,804,진,전사
탕롱돌동,2024-05-03T15:47:58.625Z,캐릭터_일반,전사,고구려,M,1.97168462637374e+17,806,진,전사
세인트가드,2024-12-05T06:15:58.5Z,캐릭터_일반,전사,부여,F,2.983842457315482e+17,810,진,전사
체벌,2024-09-28T06:05:36.375Z,캐릭터_일반,전사,부여,F,1.1439241426033709e+18,800,진,전사
리마수타,2022-07-21T05:16:39.625Z,캐릭터_일반,전사,부여,F,6.883201899991918e+16,805,진,전사
크루루로룩,2024-03-23T07:51:00.875Z,캐릭터_일반,전사,고구려,F,2610623916451.0,800,진,전사
지깅,2020-07-23T08:48:45.875Z,캐릭터_일반,전사,부여,F,1984081335659.0,793,진,전사
크로아상,2020-08-14T02:45:42.625Z,캐릭터_일반,전사,고구려,F,1.5201240275376116e+16,795,진,전사
이별,2020-07-23T04:08:00.25Z,캐릭터_일반,도적,고구려,M,1.966202039008383e+16,899,진,도적
조조,2020-07-23T04:07:33.625Z,캐릭터_일반,도적,고구려,M,1.2440339492475812e+16,899,진,도적
카토,2024-04-15T01:14:37.625Z,캐릭터_일반,도적,부여,M,7.386699087708125e+16,867,진,도적
총수,2020-07-23T10:03:08.75Z,캐릭터_일반,도적,고구려,F,1.0001583196506403e+18,862,진,도적
신디,2025-01-01T02:59:21.25Z,캐릭터_일반,도적,부여,F,1.5994872375177664e+18,830,진,도적
이매,2023-08-21T10:52:00.625Z,캐릭터_일반,도적,부여,F,2.9436568058564256e+17,811,진,도적
정성,,캐릭터_일반,도적,고구려,M,80203930129099.0,800,진,도적
하느미,2020-07-23T04:05:49.625Z,캐릭터_일반,도적,부여,M,1.629987278923276e+17,801,진,도적
도고적,2024-10-09T01:04:03.625Z,캐릭터_일반,도적,부여,F,6.831579219176556e+17,800,진,도적
민첩한대머리,2025-04-13T06:40:43.625Z,캐릭터_일반,도적,부여,M,7.263507167495839e+17,810,진,도적
시즐,2020-08-08T13:23:30.375Z,캐릭터_일반,주술사,부여,F,1.6953639370419267e+17,899,진,주술사
